transaction_date,disclosure_date,owner,ticker,asset_description,asset_type,type,amount,comment,senator,ptr_link,party,state,industry,sector
10/18/2021,11/10/2021,Self,GE,General Electric Company Common Stock,Stock,Sale (Full),"$15,001 - $50,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,Republican,AL,Consumer Electronics/Appliances,Energy
10/18/2021,11/10/2021,Self,UAA,"Under Armour, Inc. Class A Common Stock",Stock,Sale (Full),"$15,001 - $50,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,Republican,AL,Apparel,Consumer Non-Durables
10/18/2021,11/10/2021,Self,UA,"Under Armour, Inc. Class C Common Stock",Stock,Sale (Full),"$15,001 - $50,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,Republican,AL,Apparel,Consumer Non-Durables
10/18/2021,11/10/2021,Joint,BDX,"Becton, Dickinson and Company Common Stock",Stock,Sale (Full),"$15,001 - $50,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,Republican,AL,Medical/Dental Instruments,Health Care
10/18/2021,11/10/2021,Joint,D,"Dominion Energy, Inc. Common Stock",Stock,Sale (Full),"$15,001 - $50,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,Republican,AL,Electric Utilities: Central,Public Utilities
10/18/2021,11/10/2021,Joint,DOW,Dow Inc. Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,Republican,AL,,
10/18/2021,11/10/2021,Joint,GD,General Dynamics Corporation Common Stock,Stock,Sale (Full),"$15,001 - $50,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/aad16d9a-4250-452f-8dd8-3a85be9e8739/,Republican,AL,Marine Transportation,Capital Goods
10/22/2021,11/02/2021,Spouse,SNOW,Snowflake Inc. Class A Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/8f724a40-8f11-4089-8bd9-6269ffb2445e/,Democrat,DE,Computer Software: Prepackaged Software,Technology
10/28/2021,10/28/2021,N/A,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,N/A,Unknown,,Rick Scott,https://efdsearch.senate.gov/search/view/ptr/d6b9057a-9de9-4ec1-a210-31683309ded2/,,,,
09/30/2021,10/15/2021,Joint,PG,Procter &amp; Gamble Company (The) Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Package Goods/Cosmetics,Basic Industries
09/30/2021,10/15/2021,Joint,NFLX,"Netflix, Inc. - Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Consumer Electronics/Video Chains,Consumer Services
09/30/2021,10/15/2021,Joint,MPWR,"Monolithic Power Systems, Inc. - Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Semiconductors,Technology
09/30/2021,10/15/2021,Joint,KEYS,Keysight Technologies Inc. Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Industrial Machinery/Components,Capital Goods
09/30/2021,10/15/2021,Joint,KLAC,KLA Corporation - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Electronic Components,Capital Goods
09/30/2021,10/15/2021,Joint,JNJ,Johnson &amp; Johnson Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Major Pharmaceuticals,Health Care
09/30/2021,10/15/2021,Joint,INTU,Intuit Inc. - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Computer Software: Prepackaged Software,Technology
09/30/2021,10/15/2021,Joint,GNRC,Generac Holdlings Inc. Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Metal Fabrications,Consumer Durables
09/30/2021,10/15/2021,Joint,EL,"Estee Lauder Companies, Inc. (The) Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Package Goods/Cosmetics,Consumer Non-Durables
09/30/2021,10/15/2021,Joint,EXP,Eagle Materials Inc Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Building Materials,Industrials
09/30/2021,10/15/2021,Joint,DEO,Diageo plc Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Beverages (Production/Distribution),Consumer Non-Durables
09/30/2021,10/15/2021,Joint,CTAS,Cintas Corporation - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Apparel,Consumer Non-Durables
09/30/2021,10/15/2021,Joint,CABO,"Cable One, Inc. Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Telecommunications Equipment,Consumer Discretionary
09/30/2021,10/15/2021,Joint,BKE,"Buckle, Inc. (The) Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Clothing/Shoe/Accessory Stores,Consumer Discretionary
09/30/2021,10/15/2021,Joint,ALLE,Allegion plc Ordinary Shares,Stock,Purchase,"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Diversified Commercial Services,Consumer Services
09/30/2021,10/15/2021,Joint,APD,"Air Products and Chemicals, Inc. Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Major Chemicals,Basic Industries
09/29/2021,10/15/2021,Joint,WAL,Western Alliance Bancorporation Common Stock (DE),Stock,Sale (Full),"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Major Banks,Finance
09/29/2021,10/15/2021,Joint,MMM,3M Company Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Medical/Dental Instruments,Health Care
09/29/2021,10/15/2021,Joint,DECK,Deckers Outdoor Corporation Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Shoe Manufacturing,Consumer Non-Durables
09/29/2021,10/15/2021,Joint,CLX,Clorox Company (The) Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Specialty Chemicals,Consumer Durables
09/29/2021,10/15/2021,Joint,CHE,Chemed Corp,Stock,Sale (Full),"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Medical/Nursing Services,Health Care
09/29/2021,10/15/2021,Joint,BHP,Bhp Group Plc,Stock,Sale (Full),"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Precious Metals,Basic Industries
09/29/2021,10/15/2021,Joint,ATHM,"Autohome Inc. American Depositary Shares, each rep",Stock,Sale (Full),"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,,
09/29/2021,10/15/2021,Joint,AME,"AMETEK, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Industrial Machinery/Components,Capital Goods
09/20/2021,10/15/2021,Joint,SSYS,"Stratasys, Ltd. - Common Stock",Stock,Purchase,"$50,001 - $100,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Computer peripheral equipment,Technology
09/20/2021,10/15/2021,Joint,X,"United States Steel Corporation Common Stock <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $25.00 <br> <em>Expires:</em> 06/17/2022 </div>",Stock Option,Sale (Full),"$15,001 - $50,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Steel/Iron Ore,Industrials
09/13/2021,10/15/2021,Joint,BABA,"Alibaba Group Holding Limited American Depositary <div class=""text-muted"">Option Type: Short Sale <br><em>Strike price:</em> $230.00 <br> <em>Expires:</em> 09/16/2022 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Business Services,Miscellaneous
09/13/2021,10/15/2021,Joint,BABA,"Alibaba Group Holding Limited American Depositary <div class=""text-muted"">Option Type: Short Sale <br><em>Strike price:</em> $230.00 <br> <em>Expires:</em> 09/16/2022 </div>",Stock Option,Sale (Full),"$15,001 - $50,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Business Services,Miscellaneous
09/13/2021,10/15/2021,Joint,BABA,"Alibaba Group Holding Limited American Depositary <div class=""text-muted"">Option Type: Short Sale <br><em>Strike price:</em> $230.00 <br> <em>Expires:</em> 09/16/2022 </div>",Stock Option,Sale (Full),"$15,001 - $50,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Business Services,Miscellaneous
09/13/2021,10/15/2021,Joint,BABA,"Alibaba Group Holding Limited American Depositary <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $230.00 <br> <em>Expires:</em> 09/17/2021 </div>",Stock Option,Purchase,"$50,001 - $100,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,Business Services,Miscellaneous
09/03/2021,10/15/2021,Joint,ECOM,"ChannelAdvisor Corporation Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $25.00 <br> <em>Expires:</em> 09/17/2021 </div>",Stock Option,Purchase,"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/,Republican,AL,,
08/16/2021,10/07/2021,Self,BTC,"Bitcoin <div class=""text-muted""><em>Exchange/Platform</em>: River</div>",Cryptocurrency,Purchase,"$50,001 - $100,000",--,Cynthia M. Lummis,https://efdsearch.senate.gov/search/view/ptr/1124fac7-7277-4328-8740-fbaceeaac1b5/,Republican,WY,,
09/03/2021,10/07/2021,Self,J,Jacobs Engineering Group Inc. Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Cynthia M. Lummis,https://efdsearch.senate.gov/search/view/ptr/e4053f72-b9ad-4642-a996-f250485f4d33/,Republican,WY,Military/Government/Technical,Basic Industries
09/28/2021,10/04/2021,Spouse,GOOG,Alphabet Inc. - Class C Capital Stock,Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/ada707c8-e4a8-4cd8-a5f9-99dc5b6c3174/,Democrat,DE,"Computer Software: Programming, Data Processing",Technology
09/28/2021,10/04/2021,Spouse,AAPL,Apple Inc. - Common Stock,Stock,Sale (Partial),"$15,001 - $50,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/ada707c8-e4a8-4cd8-a5f9-99dc5b6c3174/,Democrat,DE,Computer Manufacturing,Technology
09/27/2021,09/28/2021,Spouse,NRDY,Nerdy Inc. Class A Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Roy Blunt,https://efdsearch.senate.gov/search/view/ptr/4760c9fb-67ec-40d5-9684-094527a0226b/,Republican,MO,Computer Software: Prepackaged Software,Technology
08/25/2021,09/15/2021,Spouse,AAPL,Apple Inc. - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/6d5a5182-2b97-4772-b982-ff501f343822/,Republican,WV,Computer Manufacturing,Technology
08/17/2021,09/15/2021,Spouse,MSFT,Microsoft Corporation - Common Stock,Stock,Sale (Partial),"$1,001 - $15,000",--,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/6d5a5182-2b97-4772-b982-ff501f343822/,Republican,WV,Computer Software: Prepackaged Software,Technology
08/17/2021,09/15/2021,Spouse,AAPL,Apple Inc. - Common Stock,Stock,Sale (Partial),"$1,001 - $15,000",--,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/6d5a5182-2b97-4772-b982-ff501f343822/,Republican,WV,Computer Manufacturing,Technology
09/15/2021,09/15/2021,N/A,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,N/A,Unknown,,Mitch Mcconnell,https://efdsearch.senate.gov/search/view/ptr/1a756e7a-56c4-4406-8a4b-1f6c549bd17d/,,,,
08/30/2021,09/13/2021,Spouse,BABA,Alibaba Group Holding Limited American Depositary,Stock,Sale (Full),"$1,001 - $15,000","Due to standing separation agreement with financial advisor, Senator first notified of activity 9/13/21 in compliance with Senate disclosure process.",Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/2d59cb0c-ba0d-4d1d-af20-4aa1d70582d7/,Democrat,RI,Business Services,Miscellaneous
08/30/2021,09/13/2021,Joint,MCHP,Microchip Technology Incorporated - Common Stock,Stock,Sale (Full),"$15,001 - $50,000","Due to standing separation agreement with financial advisor, Senator first notified of activity 9/13/21 in compliance with Senate disclosure process.",Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/2d59cb0c-ba0d-4d1d-af20-4aa1d70582d7/,Democrat,RI,Semiconductors,Technology
08/30/2021,09/13/2021,Joint,T,AT&amp;T Inc.,Stock,Sale (Full),"$15,001 - $50,000","Due to standing separation agreement with financial advisor, Senator first notified of activity 9/13/21 in compliance with Senate disclosure process.",Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/2d59cb0c-ba0d-4d1d-af20-4aa1d70582d7/,Democrat,RI,Telecommunications Equipment,Public Utilities
09/09/2021,09/09/2021,N/A,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,N/A,Unknown,,Patrick J. Toomey,https://efdsearch.senate.gov/search/view/ptr/4ae9501c-7657-4472-b2f1-3a7179219dbd/,,,,
08/30/2021,09/08/2021,Joint,CALX,"Calix, Inc Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $40.00 <br> <em>Expires:</em> 11/18/2022 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/d9700aee-b8d6-4eb3-bf67-676134edae39/,Republican,AL,Computer Software: Prepackaged Software,Technology
08/30/2021,09/08/2021,Joint,ECOM,"ChannelAdvisor Corporation Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $25.00 <br> <em>Expires:</em> 03/18/2022 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/d9700aee-b8d6-4eb3-bf67-676134edae39/,Republican,AL,,
08/30/2021,09/08/2021,Joint,ECOM,"ChannelAdvisor Corporation Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $25.00 <br> <em>Expires:</em> 03/18/2022 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/d9700aee-b8d6-4eb3-bf67-676134edae39/,Republican,AL,,
08/27/2021,09/08/2021,Joint,CALX,"Calix, Inc Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $40.00 <br> <em>Expires:</em> 10/15/2021 </div>",Stock Option,Purchase,"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/d9700aee-b8d6-4eb3-bf67-676134edae39/,Republican,AL,Computer Software: Prepackaged Software,Technology
08/18/2021,09/08/2021,Joint,SSYS,"Stratasys, Ltd. - Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/d9700aee-b8d6-4eb3-bf67-676134edae39/,Republican,AL,Computer peripheral equipment,Technology
08/12/2021,09/08/2021,Joint,SSBK,"Southern States Bancshares, Inc. - Common Stock",Stock,Purchase,"$50,001 - $100,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/d9700aee-b8d6-4eb3-bf67-676134edae39/,Republican,AL,Commercial Banks,Finance
08/10/2021,09/08/2021,Joint,INTC,"Intel Corporation - Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $52.50 <br> <em>Expires:</em> 06/17/2022 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/d9700aee-b8d6-4eb3-bf67-676134edae39/,Republican,AL,Semiconductors,Technology
08/02/2021,09/08/2021,Joint,OXY,"Occidental Petroleum Corporation Common Stock <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $31.00 <br> <em>Expires:</em> 02/18/2022 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/d9700aee-b8d6-4eb3-bf67-676134edae39/,Republican,AL,Oil & Gas Production,Energy
08/02/2021,09/08/2021,Joint,OXY,"Occidental Petroleum Corporation Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $25.00 <br> <em>Expires:</em> 02/18/2022 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/d9700aee-b8d6-4eb3-bf67-676134edae39/,Republican,AL,Oil & Gas Production,Energy
09/08/2021,09/08/2021,N/A,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,N/A,Unknown,,Mark R. Warner,https://efdsearch.senate.gov/search/view/ptr/a281e3d8-07ad-434d-a8e3-b596b997e55a/,,,,
08/23/2021,09/01/2021,Spouse,LMRK,Landmark Infrastructure Partners LP - Common Units,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/d19be4e7-a40b-4083-b22d-7c7e65524f33/,Democrat,DE,,
08/11/2021,09/01/2021,Spouse,WW,"WW International, Inc. - Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/d19be4e7-a40b-4083-b22d-7c7e65524f33/,Democrat,DE,Other Consumer Services,Consumer Services
08/04/2021,09/01/2021,Spouse,ARE,"Alexandria Real Estate Equities, Inc. Common Stock",Stock,Sale (Partial),"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/d19be4e7-a40b-4083-b22d-7c7e65524f33/,Democrat,DE,Real Estate Investment Trusts,Consumer Services
08/04/2021,09/01/2021,Spouse,COR,CoreSite Realty Corporation Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/d19be4e7-a40b-4083-b22d-7c7e65524f33/,Democrat,DE,Real Estate Investment Trusts,Consumer Services
08/16/2021,08/16/2021,N/A,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,N/A,Unknown,,Christopher A. Coons,https://efdsearch.senate.gov/search/view/ptr/4a7a7530-6012-4a41-8fbc-3c4842f9303e/,,,,
08/13/2021,08/13/2021,N/A,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,N/A,Unknown,,Roger Marshall,https://efdsearch.senate.gov/search/view/ptr/e3c66cc8-ca84-4899-b3dd-21a0a400ffc6/,,,,
07/30/2021,08/13/2021,Joint,F,"Ford Motor Company Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $15.00 <br> <em>Expires:</em> 03/18/2022 </div>",Stock Option,Sale (Full),"$15,001 - $50,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Republican,AL,Auto Manufacturing,Capital Goods
07/29/2021,08/13/2021,Joint,AA,"Alcoa Corporation Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $25.00 <br> <em>Expires:</em> 10/15/2021 </div>",Stock Option,Purchase,"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Republican,AL,,
07/28/2021,08/13/2021,Joint,NVDA,"NVIDIA Corporation - Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $180.00 <br> <em>Expires:</em> 06/17/2022 </div>",Stock Option,Sale (Full),"$15,001 - $50,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Republican,AL,Semiconductors,Technology
07/21/2021,08/13/2021,Joint,CLF,"Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $20.00 <br> <em>Expires:</em> 01/21/2022 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Republican,AL,Precious Metals,Basic Industries
07/21/2021,08/13/2021,Joint,CLF,"Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $20.00 <br> <em>Expires:</em> 01/21/2022 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Republican,AL,Precious Metals,Basic Industries
07/21/2021,08/13/2021,Joint,CLF,"Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $20.00 <br> <em>Expires:</em> 01/21/2022 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Republican,AL,Precious Metals,Basic Industries
07/21/2021,08/13/2021,Joint,CLF,"Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $23.00 <br> <em>Expires:</em> 01/21/2022 </div>",Stock Option,Sale (Full),"$15,001 - $50,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Republican,AL,Precious Metals,Basic Industries
07/21/2021,08/13/2021,Joint,CLF,Cleveland-Cliffs Inc. Common Stock,Stock,Purchase,"$100,001 - $250,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Republican,AL,Precious Metals,Basic Industries
07/20/2021,08/13/2021,Joint,CLF,"Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $20.00 <br> <em>Expires:</em> 01/21/2022 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Republican,AL,Precious Metals,Basic Industries
07/20/2021,08/13/2021,Joint,CLF,"Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $20.00 <br> <em>Expires:</em> 01/21/2022 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Republican,AL,Precious Metals,Basic Industries
07/19/2021,08/13/2021,Joint,CLF,Cleveland-Cliffs Inc. Common Stock,Stock,Sale (Full),"$50,001 - $100,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Republican,AL,Precious Metals,Basic Industries
07/19/2021,08/13/2021,Joint,AA,Alcoa Corporation Common Stock,Stock,Sale (Full),"$50,001 - $100,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Republican,AL,,
07/14/2021,08/13/2021,Joint,BABA,"Alibaba Group Holding Limited American Depositary <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $245.00 <br> <em>Expires:</em> 01/21/2022 </div>",Stock Option,Sale (Full),"$15,001 - $50,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Republican,AL,Business Services,Miscellaneous
07/14/2021,08/13/2021,Joint,BABA,"Alibaba Group Holding Limited American Depositary <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $250.00 <br> <em>Expires:</em> 07/16/2021 </div>",Stock Option,Purchase,"$15,001 - $50,000",--,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/,Republican,AL,Business Services,Miscellaneous
