transaction_date,disclosure_date,owner,ticker,asset_description,asset_type,type,amount,comment,senator,ptr_link,party,state,industry,sector
08/02/2019,08/05/2019,Joint,GPK,Graphic Packaging Holding Company,Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/300d9599-4ab7-4403-a615-c08a033aa6f4/,Republican,GA,Containers/Packaging,Consumer Durables
08/01/2019,08/05/2019,Joint,GPK,Graphic Packaging Holding Company,Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/300d9599-4ab7-4403-a615-c08a033aa6f4/,Republican,GA,Containers/Packaging,Consumer Durables
08/01/2019,08/05/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/300d9599-4ab7-4403-a615-c08a033aa6f4/,Republican,GA,Hotels/Resorts,Consumer Services
08/01/2019,08/05/2019,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/300d9599-4ab7-4403-a615-c08a033aa6f4/,Republican,GA,Plastic Products,Consumer Non-Durables
08/01/2019,08/05/2019,Joint,HBI,Hanesbrands Inc.,Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/300d9599-4ab7-4403-a615-c08a033aa6f4/,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Services
07/31/2019,08/05/2019,Joint,GPK,Graphic Packaging Holding Company,Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/300d9599-4ab7-4403-a615-c08a033aa6f4/,Republican,GA,Containers/Packaging,Consumer Durables
07/30/2019,08/05/2019,Joint,GPK,Graphic Packaging Holding Company,Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/300d9599-4ab7-4403-a615-c08a033aa6f4/,Republican,GA,Containers/Packaging,Consumer Durables
07/23/2019,08/05/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/300d9599-4ab7-4403-a615-c08a033aa6f4/,Republican,GA,Hotels/Resorts,Consumer Services
07/19/2019,08/05/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/300d9599-4ab7-4403-a615-c08a033aa6f4/,Republican,GA,Hotels/Resorts,Consumer Services
07/19/2019,08/05/2019,Joint,LGF-B,Lions Gate Entertainment Corp.,Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/300d9599-4ab7-4403-a615-c08a033aa6f4/,Republican,GA,,
07/18/2019,08/05/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/300d9599-4ab7-4403-a615-c08a033aa6f4/,Republican,GA,Hotels/Resorts,Consumer Services
07/17/2019,08/05/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/300d9599-4ab7-4403-a615-c08a033aa6f4/,Republican,GA,Hotels/Resorts,Consumer Services
07/16/2019,08/05/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/300d9599-4ab7-4403-a615-c08a033aa6f4/,Republican,GA,Hotels/Resorts,Consumer Services
07/15/2019,08/05/2019,Joint,MYL,Mylan N.V.,Stock,Sale (Full),"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/300d9599-4ab7-4403-a615-c08a033aa6f4/,Republican,GA,,
07/15/2019,08/05/2019,Joint,ABBV,AbbVie Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/300d9599-4ab7-4403-a615-c08a033aa6f4/,Republican,GA,Major Pharmaceuticals,Health Care
07/15/2019,08/05/2019,Joint,BMY,Bristol-Myers Squibb Company,Stock,Purchase,"$15,001 - $50,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/300d9599-4ab7-4403-a615-c08a033aa6f4/,Republican,GA,Major Pharmaceuticals,Health Care
07/15/2019,08/05/2019,Joint,DOW,Dow Inc.,Stock,Purchase,"$15,001 - $50,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/300d9599-4ab7-4403-a615-c08a033aa6f4/,Republican,GA,,
07/15/2019,08/05/2019,Joint,DOW,Dow Inc.,Stock,Purchase,"$15,001 - $50,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/300d9599-4ab7-4403-a615-c08a033aa6f4/,Republican,GA,,
07/15/2019,08/05/2019,Joint,DD,"DuPont de Nemours, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/300d9599-4ab7-4403-a615-c08a033aa6f4/,Republican,GA,,
07/15/2019,08/05/2019,Joint,DD,"DuPont de Nemours, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/300d9599-4ab7-4403-a615-c08a033aa6f4/,Republican,GA,,
07/12/2019,08/05/2019,Joint,ENTG,"Entegris, Inc.",Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/300d9599-4ab7-4403-a615-c08a033aa6f4/,Republican,GA,Plastic Products,Consumer Non-Durables
07/10/2019,08/05/2019,Joint,MSM,"MSC Industrial Direct Co., Inc.",Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/300d9599-4ab7-4403-a615-c08a033aa6f4/,Republican,GA,Industrial Machinery/Components,Capital Goods
07/10/2019,08/05/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/300d9599-4ab7-4403-a615-c08a033aa6f4/,Republican,GA,Hotels/Resorts,Consumer Services
07/09/2019,08/05/2019,Joint,BWXT,"BWX Technologies, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/300d9599-4ab7-4403-a615-c08a033aa6f4/,Republican,GA,,
07/08/2019,08/05/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/300d9599-4ab7-4403-a615-c08a033aa6f4/,Republican,GA,Hotels/Resorts,Consumer Services
07/08/2019,08/05/2019,Joint,BWXT,"BWX Technologies, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/300d9599-4ab7-4403-a615-c08a033aa6f4/,Republican,GA,,
07/02/2019,08/05/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/300d9599-4ab7-4403-a615-c08a033aa6f4/,Republican,GA,Hotels/Resorts,Consumer Services
07/01/2019,08/05/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/300d9599-4ab7-4403-a615-c08a033aa6f4/,Republican,GA,Hotels/Resorts,Consumer Services
07/17/2019,07/23/2019,Self,AIG,"American International Group, Inc.",Stock,Sale (Full),"$50,001 - $100,000",--,James M. Inhofe,https://efdsearch.senate.gov/search/view/ptr/391e03af-1dd2-43ad-97d4-d2c824997104/,Republican,OK,Property-Casualty Insurers,Finance
06/05/2019,07/18/2019,Joint,NSRGY,Nestl̩ S.A.,Stock,Sale (Full),"$15,001 - $50,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/93e79f26-9cce-4cec-936f-33435468bdc0/,Democrat,RI,,
06/05/2019,07/18/2019,Self,KO,The Coca-Cola Company,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/93e79f26-9cce-4cec-936f-33435468bdc0/,Democrat,RI,Beverages (Production/Distribution),Consumer Non-Durables
06/10/2019,07/10/2019,Spouse,RDSA.AS,Royal Dutch Shell plc,Stock,Sale (Partial),"$1,001 - $15,000",--,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/79266f0a-3ed6-41c1-819f-075cd3c3c329/,Republican,WV,,
06/10/2019,07/10/2019,Spouse,MSFT,Microsoft Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/79266f0a-3ed6-41c1-819f-075cd3c3c329/,Republican,WV,Computer Software: Prepackaged Software,Technology
06/10/2019,07/10/2019,Spouse,INTC,Intel Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/79266f0a-3ed6-41c1-819f-075cd3c3c329/,Republican,WV,Semiconductors,Technology
06/10/2019,07/10/2019,Spouse,HBAN,Huntington Bancshares Incorporated,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/79266f0a-3ed6-41c1-819f-075cd3c3c329/,Republican,WV,Major Banks,Finance
06/10/2019,07/10/2019,Spouse,XOM,Exxon Mobil Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/79266f0a-3ed6-41c1-819f-075cd3c3c329/,Republican,WV,Integrated oil Companies,Energy
06/10/2019,07/10/2019,Spouse,C,Citigroup Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/79266f0a-3ed6-41c1-819f-075cd3c3c329/,Republican,WV,Major Banks,Finance
06/10/2019,07/10/2019,Spouse,NSC,Norfolk Southern Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/79266f0a-3ed6-41c1-819f-075cd3c3c329/,Republican,WV,Railroads,Transportation
06/25/2019,07/10/2019,Self,PYPL,"PayPal Holdings, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,James M. Inhofe,https://efdsearch.senate.gov/search/view/ptr/4cd922af-4042-4e18-b9d2-0592f5a3c526/,Republican,OK,Business Services,Miscellaneous
06/26/2019,07/09/2019,Self,BSTZ,BlackRock Science and Technology Trust II,Stock,Purchase,"$100,001 - $250,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/47efab39-e97d-4131-9ac2-8d68c52b7c62/,Republican,ND,,
06/21/2019,07/08/2019,Spouse,WMT,Walmart Inc.,Stock,Sale (Full),"$50,001 - $100,000",555,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/207b2bfd-7eb4-4295-83e4-8d5a9d7c4fae/,Republican,KS,Department/Specialty Retail Stores,Consumer Services
06/21/2019,07/08/2019,Spouse,FB,"Facebook, Inc.",Stock,Sale (Full),"$50,001 - $100,000",555,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/207b2bfd-7eb4-4295-83e4-8d5a9d7c4fae/,Republican,KS,"Computer Software: Programming, Data Processing",Technology
06/21/2019,07/08/2019,Spouse,NOC,Northrop Grumman Corporation,Stock,Sale (Full),"$15,001 - $50,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/207b2bfd-7eb4-4295-83e4-8d5a9d7c4fae/,Republican,KS,Industrial Machinery/Components,Capital Goods
06/21/2019,07/08/2019,Spouse,TGT,Target Corporation,Stock,Sale (Full),"$1,001 - $15,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/207b2bfd-7eb4-4295-83e4-8d5a9d7c4fae/,Republican,KS,Department/Specialty Retail Stores,Consumer Services
06/21/2019,07/08/2019,Spouse,NOC,Northrop Grumman Corporation,Stock,Sale (Full),"$100,001 - $250,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/207b2bfd-7eb4-4295-83e4-8d5a9d7c4fae/,Republican,KS,Industrial Machinery/Components,Capital Goods
06/26/2019,07/03/2019,Spouse,BSTZ,BlackRock Science and Technology Trust II,Stock,Purchase,"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/ad0f386b-5ace-4449-8d52-ca558f10bdc9/,Democrat,DE,,
06/26/2019,07/03/2019,Spouse,BSTZ,BlackRock Science and Technology Trust II,Stock,Purchase,"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/ad0f386b-5ace-4449-8d52-ca558f10bdc9/,Democrat,DE,,
06/28/2019,07/03/2019,Joint,FEYE,"FireEye, Inc.",Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/b533f3c3-3a6f-4e5f-b955-3ab5a9ecf625/,Republican,GA,Computer peripheral equipment,Technology
06/28/2019,07/03/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/b533f3c3-3a6f-4e5f-b955-3ab5a9ecf625/,Republican,GA,Hotels/Resorts,Consumer Services
06/27/2019,07/03/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/b533f3c3-3a6f-4e5f-b955-3ab5a9ecf625/,Republican,GA,Hotels/Resorts,Consumer Services
06/27/2019,07/03/2019,Joint,BWXT,"BWX Technologies, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/b533f3c3-3a6f-4e5f-b955-3ab5a9ecf625/,Republican,GA,,
06/27/2019,07/03/2019,Joint,WPX,"WPX Energy, Inc.",Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/b533f3c3-3a6f-4e5f-b955-3ab5a9ecf625/,Republican,GA,,
06/26/2019,07/03/2019,Joint,FDX,FedEx Corporation,Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/b533f3c3-3a6f-4e5f-b955-3ab5a9ecf625/,Republican,GA,Air Freight/Delivery Services,Transportation
06/25/2019,07/03/2019,Joint,PBA,Pembina Pipeline Corporation,Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/b533f3c3-3a6f-4e5f-b955-3ab5a9ecf625/,Republican,GA,Oil & Gas Production,Energy
06/25/2019,07/03/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/b533f3c3-3a6f-4e5f-b955-3ab5a9ecf625/,Republican,GA,Hotels/Resorts,Consumer Services
06/25/2019,07/03/2019,Joint,OKE,"ONEOK, Inc.",Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/b533f3c3-3a6f-4e5f-b955-3ab5a9ecf625/,Republican,GA,Oil & Gas Production,Public Utilities
06/24/2019,07/03/2019,Joint,LNG,"Cheniere Energy, Inc.",Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/b533f3c3-3a6f-4e5f-b955-3ab5a9ecf625/,Republican,GA,Oil/Gas Transmission,Utilities
06/24/2019,07/03/2019,Joint,LGF-B,Lions Gate Entertainment Corp.,Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/b533f3c3-3a6f-4e5f-b955-3ab5a9ecf625/,Republican,GA,,
06/24/2019,07/03/2019,Joint,TRGP,Targa Resources Corp.,Stock,Sale (Partial),"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/b533f3c3-3a6f-4e5f-b955-3ab5a9ecf625/,Republican,GA,Natural Gas Distribution,Public Utilities
06/24/2019,07/03/2019,Joint,TRGP,Targa Resources Corp.,Stock,Sale (Partial),"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/b533f3c3-3a6f-4e5f-b955-3ab5a9ecf625/,Republican,GA,Natural Gas Distribution,Public Utilities
06/17/2019,07/03/2019,Joint,CTVA,"Corteva, Inc.",Stock,Sale (Full),"$1,001 - $15,000",This asset was acquired through the reverse stock split from DowDuPont on June 3.,David Perdue,https://efdsearch.senate.gov/search/view/ptr/b533f3c3-3a6f-4e5f-b955-3ab5a9ecf625/,Republican,GA,,
06/17/2019,07/03/2019,Joint,CTVA,"Corteva, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/b533f3c3-3a6f-4e5f-b955-3ab5a9ecf625/,Republican,GA,,
06/14/2019,07/03/2019,Joint,NWSA,News Corporation,Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/b533f3c3-3a6f-4e5f-b955-3ab5a9ecf625/,Republican,GA,Newspapers/Magazines,Consumer Services
06/14/2019,07/03/2019,Joint,GLW,Corning Incorporated,Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/b533f3c3-3a6f-4e5f-b955-3ab5a9ecf625/,Republican,GA,Telecommunications Equipment,Basic Industries
06/14/2019,07/03/2019,Joint,GLW,Corning Incorporated,Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/b533f3c3-3a6f-4e5f-b955-3ab5a9ecf625/,Republican,GA,Telecommunications Equipment,Basic Industries
06/11/2019,07/03/2019,Joint,BWXT,"BWX Technologies, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/b533f3c3-3a6f-4e5f-b955-3ab5a9ecf625/,Republican,GA,,
06/07/2019,07/03/2019,Joint,GLW,Corning Incorporated,Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/b533f3c3-3a6f-4e5f-b955-3ab5a9ecf625/,Republican,GA,Telecommunications Equipment,Basic Industries
06/06/2019,07/03/2019,Joint,GLW,Corning Incorporated,Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/b533f3c3-3a6f-4e5f-b955-3ab5a9ecf625/,Republican,GA,Telecommunications Equipment,Basic Industries
06/06/2019,07/03/2019,Joint,GLW,Corning Incorporated,Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/b533f3c3-3a6f-4e5f-b955-3ab5a9ecf625/,Republican,GA,Telecommunications Equipment,Basic Industries
08/23/2018,06/24/2019,Child,NFLX,"Netflix, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Christopher A. Coons,https://efdsearch.senate.gov/search/view/ptr/f06ca66b-6f1d-461e-990d-01e6bb206b51/,Democrat,DE,Consumer Electronics/Video Chains,Consumer Services
10/24/2018,06/24/2019,Child,NFLX,"Netflix, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,Christopher A. Coons,https://efdsearch.senate.gov/search/view/ptr/f06ca66b-6f1d-461e-990d-01e6bb206b51/,Democrat,DE,Consumer Electronics/Video Chains,Consumer Services
07/18/2018,06/24/2019,Child,NFLX,"Netflix, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,Christopher A. Coons,https://efdsearch.senate.gov/search/view/ptr/f06ca66b-6f1d-461e-990d-01e6bb206b51/,Democrat,DE,Consumer Electronics/Video Chains,Consumer Services
03/19/2018,06/24/2019,Child,NFLX,"Netflix, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,Christopher A. Coons,https://efdsearch.senate.gov/search/view/ptr/f06ca66b-6f1d-461e-990d-01e6bb206b51/,Democrat,DE,Consumer Electronics/Video Chains,Consumer Services
11/05/2018,06/24/2019,Child,AAPL,Apple Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,Christopher A. Coons,https://efdsearch.senate.gov/search/view/ptr/f06ca66b-6f1d-461e-990d-01e6bb206b51/,Democrat,DE,Computer Manufacturing,Technology
10/24/2018,06/24/2019,Child,AAPL,Apple Inc.,Stock,Purchase,"$1,001 - $15,000",--,Christopher A. Coons,https://efdsearch.senate.gov/search/view/ptr/f06ca66b-6f1d-461e-990d-01e6bb206b51/,Democrat,DE,Computer Manufacturing,Technology
05/28/2019,06/24/2019,Child,MSFT,Microsoft Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Christopher A. Coons,https://efdsearch.senate.gov/search/view/ptr/f06ca66b-6f1d-461e-990d-01e6bb206b51/,Democrat,DE,Computer Software: Prepackaged Software,Technology
06/01/2019,06/21/2019,Spouse,WFC,Wells Fargo &amp; Company,Stock,Purchase,"$1,001 - $15,000",Dividend Reinvestment,Mitch Mcconnell,https://efdsearch.senate.gov/search/view/ptr/54feb2cd-c07e-499e-a649-964d9b6fb1d0/,Republican,KY,Major Banks,Finance
05/23/2019,06/20/2019,Joint,VFC,"V.F. Corporation (Exchanged) <br> Kontoor Brands, Inc. (Received)",Stock,Exchange,"$1,001 - $15,000",--,Jacky Rosen,https://efdsearch.senate.gov/search/view/ptr/f9713429-c28a-4e22-bdb8-f5e182c364ed/,Democrat,NV,Apparel,Consumer Non-Durables
06/03/2019,06/14/2019,Spouse,VMC,Vulcan Materials Company,Stock,Sale (Full),"$250,001 - $500,000",Complete Disposition of Vulcan Materials Stock,Mitch Mcconnell,https://efdsearch.senate.gov/search/view/ptr/00f9f9ee-b87b-4736-950b-41f9a6cfe2b4/,Republican,KY,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Basic Industries
06/03/2019,06/14/2019,Spouse,IR,Ingersoll-Rand Plc,Stock,Sale (Full),"$250,001 - $500,000",Complete Disposition of Ingersoll Rand Stock,Mitch Mcconnell,https://efdsearch.senate.gov/search/view/ptr/00f9f9ee-b87b-4736-950b-41f9a6cfe2b4/,Republican,KY,Industrial Machinery/Components,Technology
05/17/2019,06/11/2019,Spouse,RHT,"Red Hat, Inc.",Stock,Sale (Full),"$50,001 - $100,000",--,Susan M. Collins,https://efdsearch.senate.gov/search/view/ptr/e0a3239b-193d-47db-971a-9f55c134f18a/,Republican,ME,,
05/21/2019,06/11/2019,Spouse,WEX,WEX Inc.,Stock,Purchase,"$15,001 - $50,000",--,Susan M. Collins,https://efdsearch.senate.gov/search/view/ptr/e0a3239b-193d-47db-971a-9f55c134f18a/,Republican,ME,EDP Services,Technology
05/17/2019,06/11/2019,Joint,NVDA,NVIDIA Corporation,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/923dbc06-079b-4cb5-b251-fd0480b7471a/,Democrat,RI,Semiconductors,Technology
05/16/2019,06/11/2019,Self,CVS,CVS Health Corporation,Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/923dbc06-079b-4cb5-b251-fd0480b7471a/,Democrat,RI,Medical/Nursing Services,Health Care
05/02/2019,06/04/2019,Spouse,VGR,Vector Group Ltd.,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/e6e69f39-5f41-4450-b2d5-e11b2f2b0c67/,Democrat,DE, Medicinal Chemicals and Botanical Products ,Health Care
05/30/2019,06/04/2019,Joint,M,"Macy's, Inc.",Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/2779d26c-934c-4ea5-ad30-a783508dcd9c/,Republican,GA,Department/Specialty Retail Stores,Consumer Services
05/30/2019,06/04/2019,Joint,PBA,Pembina Pipeline Corporation,Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/2779d26c-934c-4ea5-ad30-a783508dcd9c/,Republican,GA,Oil & Gas Production,Energy
05/30/2019,06/04/2019,Joint,PG,The Procter &amp; Gamble Company,Stock,Sale (Partial),"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/2779d26c-934c-4ea5-ad30-a783508dcd9c/,Republican,GA,Package Goods/Cosmetics,Basic Industries
05/30/2019,06/04/2019,Joint,PEP,"PepsiCo, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/2779d26c-934c-4ea5-ad30-a783508dcd9c/,Republican,GA,Beverages (Production/Distribution),Consumer Non-Durables
05/29/2019,06/04/2019,Joint,EAF,GrafTech International Ltd.,Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/2779d26c-934c-4ea5-ad30-a783508dcd9c/,Republican,GA,Metal Fabrications,Consumer Discretionary
05/29/2019,06/04/2019,Joint,CTSH,Cognizant Technology Solutions Corporation,Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/2779d26c-934c-4ea5-ad30-a783508dcd9c/,Republican,GA,EDP Services,Technology
05/29/2019,06/04/2019,Joint,INFY,Infosys Limited,Stock,Sale (Full),"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/2779d26c-934c-4ea5-ad30-a783508dcd9c/,Republican,GA,EDP Services,Technology
05/28/2019,06/04/2019,Joint,EAF,GrafTech International Ltd.,Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/2779d26c-934c-4ea5-ad30-a783508dcd9c/,Republican,GA,Metal Fabrications,Consumer Discretionary
05/28/2019,06/04/2019,Joint,CEQP,Crestwood Equity Partners LP,Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/2779d26c-934c-4ea5-ad30-a783508dcd9c/,Republican,GA,Oil & Gas Production,Public Utilities
05/24/2019,06/04/2019,Joint,EAF,GrafTech International Ltd.,Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/2779d26c-934c-4ea5-ad30-a783508dcd9c/,Republican,GA,Metal Fabrications,Consumer Discretionary
05/23/2019,06/04/2019,Joint,PEP,"PepsiCo, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/2779d26c-934c-4ea5-ad30-a783508dcd9c/,Republican,GA,Beverages (Production/Distribution),Consumer Non-Durables
05/23/2019,06/04/2019,Joint,PG,The Procter &amp; Gamble Company,Stock,Sale (Partial),"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/2779d26c-934c-4ea5-ad30-a783508dcd9c/,Republican,GA,Package Goods/Cosmetics,Basic Industries
05/23/2019,06/04/2019,Joint,EAF,GrafTech International Ltd.,Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/2779d26c-934c-4ea5-ad30-a783508dcd9c/,Republican,GA,Metal Fabrications,Consumer Discretionary
05/23/2019,06/04/2019,Joint,FDX,FedEx Corporation,Stock,Purchase,"$1,001 - $15,000",--,David Perdue,https://efdsearch.senate.gov/search/view/ptr/2779d26c-934c-4ea5-ad30-a783508dcd9c/,Republican,GA,Air Freight/Delivery Services,Transportation
