to_country,from_country,requirement
Colombia,Antigua and Barbuda,visa-free
Colombia,Argentina,visa-free/90 days
Colombia,Armenia,eVisa/120 daysApply now
Colombia,Australia,eVisaApply now
Colombia,Austria,visa-free/90 days
Colombia,Azerbaijan,eVisa/30 daysApply now
Colombia,Bahamas,visa-free/90 days
Colombia,Bahrain,visa on arrival / eVisa/30 daysApply now
Colombia,Bangladesh,visa on arrival/30 days
Colombia,Barbados,visa-free/90 days
Colombia,Belarus,visa required
Colombia,Belgium,visa-free/90 days
Colombia,Belize,visa-free/30 days
Colombia,Benin,eVisaApply now
Colombia,Bhutan,eVisaApply now
Colombia,Bolivia,visa-free/90 days
Colombia,Bosnia and Herzegovina,visa-free/90 days
Colombia,Botswana,eVisaApply now
Colombia,Brazil,visa-free/90 days
Colombia,Brunei,visa required
Colombia,Bulgaria,visa-free/90 days
Colombia,Burkina Faso,visa on arrival/90 days
Colombia,Burundi,visa on arrival/30 days
Colombia,Cambodia,visa on arrival / eVisa/30 daysApply now
Colombia,Cameroon,eVisaApply now
Colombia,Canada,visa required
Colombia,Cape Verde,visa on arrival (EASE)Apply now
Colombia,Central African Republic,visa required
Colombia,Chad,visa required
Colombia,Chile,visa-free/90 days
Colombia,China,visa required
Colombia,Comoros,visa on arrival/45 days
Colombia,Congo,visa required
Colombia,Congo (Dem. Rep.),eVisa/90 daysApply now
Colombia,Costa Rica,visa required
Colombia,Cote d'Ivoire (Ivory Coast),pre-enrollment/90 daysApply now
Colombia,Croatia,visa-free/90 days
Colombia,Cuba,tourist card/30 days
Colombia,Cyprus,visa-free/90 days
Colombia,Czech Republic,visa-free/90 days
Colombia,Denmark,visa-free/90 days
Colombia,Djibouti,eVisaApply now
Colombia,Dominica,visa-free/21 days
Colombia,Dominican Republic,visa-free/30 days
Colombia,Ecuador,visa-free/90 days
Colombia,Egypt,visa on arrival / eVisa/30 daysApply now
Colombia,El Salvador,visa-free/90 days
Colombia,Equatorial Guinea,eVisaApply now
Colombia,Eritrea,visa required
Colombia,Estonia,visa-free/90 days
Colombia,Eswatini,visa required
Colombia,Ethiopia,eVisa/90 daysApply now
Colombia,Fiji,visa-free/120 days
Colombia,Finland,visa-free/90 days
Colombia,France,visa-free/90 days
Colombia,Gabon,eVisa/90 daysApply now
Colombia,Gambia,visa required
Colombia,Georgia,visa-free/360 days
Colombia,Germany,visa-free/90 days
Colombia,Ghana,visa on arrival
Colombia,Greece,visa-free/90 days
Colombia,Grenada,visa required
Colombia,Guatemala,visa-free/90 days
Colombia,Guinea,eVisa/90 daysApply now
Colombia,Guinea-Bissau,visa on arrival/90 days
Colombia,Guyana,visa-free/90 days
Colombia,Haiti,visa required
Colombia,Honduras,visa-free/90 days
Colombia,Hong Kong,visa-free/90 days
Colombia,Hungary,visa-free/90 days
Colombia,Iceland,visa-free/90 days
Colombia,India,eVisa/30 daysApply now
Colombia,Indonesia,visa on arrival / eVisa/30 daysApply now
Colombia,Iran,visa required
Colombia,Iraq,visa required
Colombia,Ireland,visa required
Colombia,Israel,visa-free/90 days
Colombia,Italy,visa-free/90 days
Colombia,Jamaica,visa-free/30 days
Colombia,Japan,visa required
Colombia,Jordan,visa on arrival / eVisaApply now
Colombia,Kazakhstan,visa-free/30 days
Colombia,Kenya,eVisa/90 daysApply now
Colombia,Kiribati,visa-free/90 days
Colombia,Kosovo,visa-free/90 days
Colombia,Kuwait,visa required
Colombia,Kyrgyzstan,eVisaApply now
Colombia,Laos,visa on arrival / eVisa/30 daysApply now
Colombia,Latvia,visa-free/90 days
Colombia,Lebanon,visa required
Colombia,Lesotho,eVisa/14 days
Colombia,Liberia,visa required
Colombia,Libya,visa required
Colombia,Liechtenstein,visa-free/90 days
Colombia,Lithuania,visa-free/90 days
Colombia,Luxembourg,visa-free/90 days
Colombia,Macao,visa on arrival/30 days
Colombia,Madagascar,visa on arrival/90 days
Colombia,Malawi,eVisa/90 daysApply now
Colombia,Malaysia,eVisa/14 daysApply now
Colombia,Maldives,visa on arrival/30 days
Colombia,Mali,visa required
Colombia,Malta,visa-free/90 days
Colombia,Marshall Islands,visa on arrival/90 days
Colombia,Mauritania,visa on arrival
Colombia,Mauritius,visa on arrival/60 days
Colombia,Mexico,visa-free/180 days
Colombia,Micronesia,visa-free/30 days
Colombia,Moldova,visa-free/90 days
Colombia,Monaco,visa-free/90 days
Colombia,Mongolia,eVisaApply now
Colombia,Montenegro,visa-free/90 days
Colombia,Morocco,visa-free/90 days
Colombia,Mozambique,visa on arrival / eVisa/30 daysApply now
Colombia,Myanmar,eVisaApply now
Colombia,Namibia,visa required
Colombia,Nauru,visa required
Colombia,Nepal,visa on arrival / eVisa/150 daysApply now
Colombia,Netherlands,visa-free/90 days
Colombia,New Zealand,visa required
Colombia,Nicaragua,visa on arrival/30 days
Colombia,Niger,visa required
Colombia,Nigeria,eVisaApply now
Colombia,North Korea,visa required
Colombia,North Macedonia,visa-free/90 days
Colombia,Norway,visa-free/90 days
Colombia,Oman,visa on arrival / eVisa/30 daysApply now
Colombia,Pakistan,eVisaApply now
Colombia,Palau,visa on arrival/30 days
Colombia,Palestinian Territories,visa-free
Colombia,Panama,visa-free/90 days
Colombia,Papua New Guinea,visa required
Colombia,Paraguay,visa-free/90 days
Colombia,Peru,visa-free/180 days
Colombia,Philippines,visa-free/30 days
Colombia,Poland,visa-free/90 days
Colombia,Portugal,visa-free/90 days
Colombia,Qatar,free visa on arrival/30 days
Colombia,Romania,visa-free/90 days
Colombia,Russian Federation,visa-free/90 days
Colombia,Rwanda,visa on arrival / eVisa/30 daysApply now
Colombia,Saint Kitts and Nevis,visa-free/90 days
Colombia,Saint Lucia,visa required
Colombia,Samoa,visa on arrival/90 days
Colombia,San Marino,visa-free/90 days
Colombia,Sao Tome and Principe,eVisaApply now
Colombia,Saudi Arabia,visa required
Colombia,Senegal,visa required
Colombia,Serbia,visa-free/30 days
Colombia,Seychelles,tourist registration/90 daysApply now
Colombia,Sierra Leone,eVisaApply now
Colombia,Singapore,visa-free/30 days
Colombia,Slovakia,visa-free/90 days
Colombia,Slovenia,visa-free/90 days
Colombia,Solomon Islands,visa required
Colombia,Somalia,visa on arrival/30 days
Colombia,South Africa,visa required
Colombia,South Korea,eTA/90 daysApply now
Colombia,South Sudan,eVisaApply now
Colombia,Spain,visa-free/90 days
Colombia,Sri Lanka,eTA/30 daysApply now
Colombia,St. Vincent and the Grenadines,visa-free/90 days
Colombia,Sudan,visa required
Colombia,Suriname,tourist card/90 daysApply now
Colombia,Sweden,visa-free/90 days
Colombia,Switzerland,visa-free/90 days
Colombia,Syria,visa required
Colombia,Taiwan,eVisa/30 daysApply now
Colombia,Tajikistan,eVisaApply now
Colombia,Tanzania,visa on arrival / eVisaApply now
Colombia,Thailand,visa required
Colombia,Timor-Leste,visa on arrival/30 days
Colombia,Togo,visa on arrival / eVisa/15 daysApply now
Colombia,Tonga,visa required
Colombia,Trinidad and Tobago,visa-free/90 days
Colombia,Tunisia,visa required
Colombia,Turkmenistan,visa required
Colombia,Tuvalu,visa on arrival/30 days
Colombia,Türkiye,visa-free/90 days
Colombia,Uganda,eVisaApply now
Colombia,Ukraine,visa-free/90 days
Colombia,United Arab Emirates,visa-free/90 days
Colombia,United Kingdom,visa-free/180 days
Colombia,United States of America,visa required
Colombia,Uruguay,visa-free/90 days
Colombia,Uzbekistan,eVisa/30 days
Colombia,Vanuatu,visa required
Colombia,Vatican City,visa-free/90 days
Colombia,Venezuela,visa-free/90 days
Colombia,Viet Nam,eVisa/90 daysApply now
Colombia,Yemen,visa required
Colombia,Zambia,visa on arrival / eVisa/90 daysApply now
Colombia,Zimbabwe,eVisaApply now
Comoros,Afghanistan,visa required
Comoros,Albania,eVisaApply now
Comoros,Algeria,visa required
Comoros,Andorra,visa required
Comoros,Angola,visa required
Comoros,Antigua and Barbuda,eVisaApply now
Comoros,Argentina,visa required
Comoros,Armenia,visa required
Comoros,Australia,eVisaApply now
Comoros,Austria,visa required
Comoros,Azerbaijan,visa required
Comoros,Bahamas,eVisaApply now
Comoros,Bahrain,eVisaApply now
Comoros,Bangladesh,visa on arrival/30 days
Comoros,Barbados,visa-free/90 days
Comoros,Belarus,visa required
Comoros,Belgium,visa required
Comoros,Belize,visa required
Comoros,Benin,visa-free/90 days
Comoros,Bhutan,eVisaApply now
Comoros,Bolivia,visa on arrival / eVisa/90 daysApply now
Comoros,Bosnia and Herzegovina,visa required
Comoros,Botswana,eVisaApply now
Comoros,Brazil,visa required
Comoros,Brunei,visa required
Comoros,Bulgaria,visa required
Comoros,Burkina Faso,visa on arrival/90 days
Comoros,Burundi,visa on arrival/30 days
Comoros,Cambodia,visa on arrival / eVisa/30 daysApply now
Comoros,Cameroon,eVisaApply now
Comoros,Canada,visa required
Comoros,Cape Verde,visa on arrival (EASE)Apply now
Comoros,Central African Republic,visa required
Comoros,Chad,visa required
Comoros,Chile,visa required
Comoros,China,visa required
Comoros,Colombia,eVisaApply now
Comoros,Congo,visa required
Comoros,Congo (Dem. Rep.),eVisa/90 daysApply now
Comoros,Costa Rica,visa required
Comoros,Cote d'Ivoire (Ivory Coast),pre-enrollment/90 daysApply now
Comoros,Croatia,visa required
Comoros,Cuba,tourist card/30 days
Comoros,Cyprus,visa required
Comoros,Czech Republic,visa required
Comoros,Denmark,visa required
Comoros,Djibouti,eVisaApply now
Comoros,Dominica,visa-free/21 days
Comoros,Dominican Republic,visa required
Comoros,Ecuador,visa-free/90 days
Comoros,Egypt,visa required
Comoros,El Salvador,eVisaApply now
Comoros,Equatorial Guinea,eVisaApply now
Comoros,Eritrea,visa required
Comoros,Estonia,visa required
Comoros,Eswatini,visa required
Comoros,Ethiopia,visa on arrival / eVisa/90 daysApply now
Comoros,Fiji,visa required
Comoros,Finland,visa required
Comoros,France,visa required
Comoros,Gabon,eVisa/90 daysApply now
Comoros,Gambia,visa-free/90 days
Comoros,Georgia,eVisaApply now
Comoros,Germany,visa required
Comoros,Ghana,visa on arrival/30 days
Comoros,Greece,visa required
Comoros,Grenada,visa required
Comoros,Guatemala,visa required
Comoros,Guinea,eVisa/90 daysApply now
Comoros,Guinea-Bissau,visa on arrival/90 days
Comoros,Guyana,visa required
Comoros,Haiti,visa-free/90 days
Comoros,Honduras,visa required
Comoros,Hong Kong,visa-free/14 days
Comoros,Hungary,visa required
Comoros,Iceland,visa required
Comoros,India,eVisa/30 daysApply now
Comoros,Indonesia,visa required
Comoros,Iran,eVisa/30 daysApply now
Comoros,Iraq,visa required
Comoros,Ireland,visa required
Comoros,Israel,visa required
Comoros,Italy,visa required
Comoros,Jamaica,visa required
Comoros,Japan,visa required
Comoros,Jordan,eVisa
Comoros,Kazakhstan,eVisaApply now
Comoros,Kenya,visa-free/90 days
Comoros,Kiribati,visa required
Comoros,Kosovo,visa required
Comoros,Kuwait,visa required
Comoros,Kyrgyzstan,eVisaApply now
Comoros,Laos,visa on arrival / eVisa/30 daysApply now
Comoros,Latvia,visa required
Comoros,Lebanon,visa on arrival/30 days
Comoros,Lesotho,eVisa/14 days
Comoros,Liberia,visa required
Comoros,Libya,visa required
Comoros,Liechtenstein,visa required
Comoros,Lithuania,visa required
Comoros,Luxembourg,visa required
Comoros,Macao,visa on arrival/30 days
Comoros,Madagascar,visa on arrival/30 days
Comoros,Malawi,visa-free/90 days
Comoros,Malaysia,visa-free/30 days
Comoros,Maldives,visa on arrival/30 days
Comoros,Mali,visa required
Comoros,Malta,visa required
Comoros,Marshall Islands,visa required
Comoros,Mauritania,visa on arrival
Comoros,Mauritius,visa on arrival/14 days
Comoros,Mexico,visa required
Comoros,Micronesia,visa-free/30 days
Comoros,Moldova,eVisaApply now
Comoros,Monaco,visa required
Comoros,Mongolia,eVisaApply now
Comoros,Montenegro,visa required
Comoros,Morocco,visa required
Comoros,Mozambique,visa on arrival / eVisa/30 daysApply now
Comoros,Myanmar,visa required
Comoros,Namibia,visa on arrival/90 days
Comoros,Nauru,visa required
Comoros,Nepal,visa on arrival / eVisa/150 daysApply now
Comoros,Netherlands,visa required
Comoros,New Zealand,visa required
Comoros,Nicaragua,visa on arrival/30 days
Comoros,Niger,visa required
Comoros,Nigeria,visa on arrival / eVisaApply now
Comoros,North Korea,visa required
Comoros,North Macedonia,visa required
Comoros,Norway,visa required
Comoros,Oman,eVisaApply now
Comoros,Pakistan,eVisaApply now
Comoros,Palau,visa on arrival/30 days
Comoros,Palestinian Territories,visa required
Comoros,Panama,visa-free/90 days
Comoros,Papua New Guinea,visa required
Comoros,Paraguay,visa required
Comoros,Peru,visa required
Comoros,Philippines,visa-free/30 days
Comoros,Poland,visa required
Comoros,Portugal,visa required
Comoros,Qatar,visa required
Comoros,Romania,visa required
Comoros,Russian Federation,visa required
Comoros,Rwanda,visa on arrival / eVisa/30 daysApply now
Comoros,Saint Kitts and Nevis,eVisaApply now
Comoros,Saint Lucia,visa on arrival/42 days
Comoros,Samoa,visa on arrival/90 days
Comoros,San Marino,visa required
Comoros,Sao Tome and Principe,eVisaApply now
Comoros,Saudi Arabia,visa required
Comoros,Senegal,visa on arrival/30 days
Comoros,Serbia,visa required
Comoros,Seychelles,tourist registration/90 daysApply now
Comoros,Sierra Leone,eVisaApply now
Comoros,Singapore,visa-free/30 days
Comoros,Slovakia,visa required
Comoros,Slovenia,visa required
Comoros,Solomon Islands,visa required
Comoros,Somalia,visa on arrival/30 days
Comoros,South Africa,eVisaApply now
Comoros,South Korea,eVisaApply now
Comoros,South Sudan,eVisaApply now
Comoros,Spain,visa required
Comoros,Sri Lanka,eTA/30 daysApply now
Comoros,St. Vincent and the Grenadines,visa-free/90 days
Comoros,Sudan,visa required
Comoros,Suriname,tourist card/90 daysApply now
Comoros,Sweden,visa required
Comoros,Switzerland,visa required
Comoros,Syria,visa required
Comoros,Taiwan,visa required
Comoros,Tajikistan,eVisaApply now
Comoros,Tanzania,visa on arrival / eVisaApply now
Comoros,Thailand,visa required
Comoros,Timor-Leste,visa on arrival/30 days
Comoros,Togo,visa on arrival / eVisa/15 daysApply now
Comoros,Tonga,visa required
Comoros,Trinidad and Tobago,visa required
Comoros,Tunisia,visa-free/90 days
Comoros,Turkmenistan,visa required
Comoros,Tuvalu,visa on arrival/30 days
Comoros,Türkiye,visa required
Comoros,Uganda,visa-free/90 days
Comoros,Ukraine,visa required
Comoros,United Arab Emirates,visa required
Comoros,United Kingdom,visa required
Comoros,United States of America,visa required
Comoros,Uruguay,visa required
Comoros,Uzbekistan,eVisaApply now
Comoros,Vanuatu,visa required
Comoros,Vatican City,visa required
Comoros,Venezuela,visa required
Comoros,Viet Nam,eVisa/90 daysApply now
Comoros,Yemen,visa required
Comoros,Zambia,visa on arrival / eVisa/90 daysApply now
Comoros,Zimbabwe,visa on arrival/90 days
Costa Rica,Afghanistan,visa required
Costa Rica,Albania,visa-free/90 days
Costa Rica,Algeria,visa required
Costa Rica,Andorra,visa-free/90 days
Costa Rica,Angola,visa required
Costa Rica,Antigua and Barbuda,eVisaApply now
Costa Rica,Argentina,visa-free/90 days
Costa Rica,Armenia,eVisa/120 daysApply now
Costa Rica,Australia,eVisaApply now
Costa Rica,Austria,visa-free/90 days
Costa Rica,Azerbaijan,eVisa/30 daysApply now
Costa Rica,Bahamas,visa-free/90 days
Costa Rica,Bahrain,eVisaApply now
Costa Rica,Bangladesh,visa on arrival/30 days
Costa Rica,Barbados,visa-free/30 days
Costa Rica,Belarus,visa required
Costa Rica,Belgium,visa-free/90 days
Costa Rica,Belize,visa-free/30 days
Costa Rica,Benin,eVisaApply now
Costa Rica,Bhutan,eVisaApply now
Costa Rica,Bolivia,visa-free/90 days
Costa Rica,Bosnia and Herzegovina,visa-free/90 days
Costa Rica,Botswana,visa-free/90 days
Costa Rica,Brazil,visa-free/90 days
Costa Rica,Brunei,visa-free/14 days
Costa Rica,Bulgaria,visa-free/90 days
Costa Rica,Burkina Faso,eVisaApply now
Costa Rica,Burundi,visa on arrival/30 days
Costa Rica,Cambodia,visa on arrival / eVisa/30 daysApply now
Costa Rica,Cameroon,eVisaApply now
Costa Rica,Canada,visa required
Costa Rica,Cape Verde,visa on arrival (EASE)Apply now
Costa Rica,Central African Republic,visa required
Costa Rica,Chad,visa required
Costa Rica,Chile,visa-free/90 days
Costa Rica,China,visa required
Costa Rica,Colombia,visa-free/90 days
Costa Rica,Comoros,visa on arrival/45 days
Costa Rica,Congo,visa required
Costa Rica,Congo (Dem. Rep.),eVisa/90 daysApply now
Costa Rica,Cote d'Ivoire (Ivory Coast),pre-enrollment/90 daysApply now
Costa Rica,Croatia,visa-free/90 days
Costa Rica,Cuba,tourist card/30 days
Costa Rica,Cyprus,visa-free/90 days
Costa Rica,Czech Republic,visa-free/90 days
Costa Rica,Denmark,visa-free/90 days
Costa Rica,Djibouti,eVisaApply now
Costa Rica,Dominica,visa-free/180 days
Costa Rica,Dominican Republic,visa-free
Costa Rica,Ecuador,visa-free/90 days
Costa Rica,Egypt,visa on arrival/30 days
Costa Rica,El Salvador,visa-free/90 days
Costa Rica,Equatorial Guinea,eVisaApply now
Costa Rica,Eritrea,visa required
Costa Rica,Estonia,visa-free/90 days
Costa Rica,Eswatini,visa required
Costa Rica,Ethiopia,eVisa/90 daysApply now
Costa Rica,Fiji,visa required
Costa Rica,Finland,visa-free/90 days
Costa Rica,France,visa-free/90 days
Costa Rica,Gabon,eVisa/90 daysApply now
Costa Rica,Gambia,visa required
Costa Rica,Georgia,visa-free/360 days
Costa Rica,Germany,visa-free/90 days
Costa Rica,Ghana,visa on arrival
Costa Rica,Greece,visa-free/90 days
Costa Rica,Grenada,visa-free/90 days
Costa Rica,Guatemala,visa-free/90 days
Costa Rica,Guinea,eVisa/90 daysApply now
Costa Rica,Guinea-Bissau,visa on arrival/90 days
Costa Rica,Guyana,visa-free/90 days
Costa Rica,Haiti,visa-free/90 days
Costa Rica,Honduras,visa-free/90 days
Costa Rica,Hong Kong,visa-free/30 days
Costa Rica,Hungary,visa-free/90 days
Costa Rica,Iceland,visa-free/90 days
Costa Rica,India,eVisa/30 daysApply now
Costa Rica,Indonesia,visa required
Costa Rica,Iran,eVisa/30 daysApply now
Costa Rica,Iraq,visa required
Costa Rica,Ireland,visa-free/90 days
Costa Rica,Israel,visa-free/90 days
Costa Rica,Italy,visa-free/90 days
Costa Rica,Jamaica,visa-free/30 days
Costa Rica,Japan,visa-free/90 days
Costa Rica,Jordan,visa on arrival / eVisaApply now
Costa Rica,Kazakhstan,eVisaApply now
Costa Rica,Kenya,eVisa/90 daysApply now
Costa Rica,Kiribati,visa-free/90 days
Costa Rica,Kosovo,visa-free/90 days
Costa Rica,Kuwait,visa required
Costa Rica,Kyrgyzstan,eVisaApply now
Costa Rica,Laos,visa on arrival / eVisa/30 daysApply now
Costa Rica,Latvia,visa-free/90 days
Costa Rica,Lebanon,visa on arrival/30 days
Costa Rica,Lesotho,eVisa/14 days
Costa Rica,Liberia,visa required
Costa Rica,Libya,visa required
Costa Rica,Liechtenstein,visa-free/90 days
Costa Rica,Lithuania,visa-free/90 days
Costa Rica,Luxembourg,visa-free/90 days
Costa Rica,Macao,visa on arrival/30 days
Costa Rica,Madagascar,visa on arrival/90 days
Costa Rica,Malawi,visa on arrival / eVisa/30 daysApply now
Costa Rica,Malaysia,visa-free/30 days
Costa Rica,Maldives,visa on arrival/30 days
Costa Rica,Mali,visa required
Costa Rica,Malta,visa-free/90 days
Costa Rica,Marshall Islands,visa on arrival/90 days
Costa Rica,Mauritania,visa on arrival
Costa Rica,Mauritius,visa on arrival/60 days
Costa Rica,Mexico,visa-free/180 days
Costa Rica,Micronesia,visa-free/30 days
Costa Rica,Moldova,visa-free/90 days
Costa Rica,Monaco,visa-free/90 days
Costa Rica,Mongolia,eVisaApply now
Costa Rica,Montenegro,visa-free/90 days
Costa Rica,Morocco,visa required
Costa Rica,Mozambique,visa on arrival / eVisa/30 daysApply now
Costa Rica,Myanmar,eVisaApply now
Costa Rica,Namibia,visa required
Costa Rica,Nauru,visa required
Costa Rica,Nepal,visa on arrival / eVisa/150 daysApply now
Costa Rica,Netherlands,visa-free/90 days
Costa Rica,New Zealand,visa required
Costa Rica,Nicaragua,visa-free/90 days
Costa Rica,Niger,visa required
Costa Rica,Nigeria,eVisaApply now
Costa Rica,North Korea,visa required
Costa Rica,North Macedonia,visa-free/90 days
Costa Rica,Norway,visa-free/90 days
Costa Rica,Oman,eVisaApply now
Costa Rica,Pakistan,eTA/30 daysApply now
Costa Rica,Palau,visa on arrival/30 days
Costa Rica,Palestinian Territories,visa-free
Costa Rica,Panama,visa-free/90 days
Costa Rica,Papua New Guinea,visa required
Costa Rica,Paraguay,visa-free/90 days
Costa Rica,Peru,visa-free/90 days
Costa Rica,Philippines,visa-free/30 days
Costa Rica,Poland,visa-free/90 days
Costa Rica,Portugal,visa-free/90 days
Costa Rica,Qatar,free visa on arrival/30 days
Costa Rica,Romania,visa-free/90 days
Costa Rica,Russian Federation,visa-free/90 days
Costa Rica,Rwanda,visa on arrival / eVisa/30 daysApply now
Costa Rica,Saint Kitts and Nevis,visa-free/90 days
Costa Rica,Saint Lucia,visa-free/42 days
Costa Rica,Samoa,visa on arrival/90 days
Costa Rica,San Marino,visa-free/90 days
Costa Rica,Sao Tome and Principe,eVisaApply now
Costa Rica,Saudi Arabia,visa required
Costa Rica,Senegal,visa on arrival/30 days
Costa Rica,Serbia,visa-free/90 days
Costa Rica,Seychelles,tourist registration/90 daysApply now
Costa Rica,Sierra Leone,eVisaApply now
Costa Rica,Singapore,visa-free/30 days
Costa Rica,Slovakia,visa-free/90 days
Costa Rica,Slovenia,visa-free/90 days
Costa Rica,Solomon Islands,visa required
Costa Rica,Somalia,visa on arrival/30 days
Costa Rica,South Africa,visa-free/30 days
Costa Rica,South Korea,eTA/90 daysApply now
Costa Rica,South Sudan,eVisaApply now
Costa Rica,Spain,visa-free/90 days
Costa Rica,Sri Lanka,eTA/30 daysApply now
Costa Rica,St. Vincent and the Grenadines,visa-free/90 days
Costa Rica,Sudan,visa required
Costa Rica,Suriname,tourist card/90 daysApply now
Costa Rica,Sweden,visa-free/90 days
Costa Rica,Switzerland,visa-free/90 days
Costa Rica,Syria,visa required
Costa Rica,Taiwan,visa required
Costa Rica,Tajikistan,eVisaApply now
Costa Rica,Tanzania,visa on arrival / eVisaApply now
Costa Rica,Thailand,visa required
Costa Rica,Timor-Leste,visa on arrival/30 days
Costa Rica,Togo,visa on arrival / eVisa/15 daysApply now
Costa Rica,Tonga,visa required
Costa Rica,Trinidad and Tobago,visa-free/90 days
Costa Rica,Tunisia,visa-free/90 days
Costa Rica,Turkmenistan,visa required
Costa Rica,Tuvalu,visa on arrival/30 days
Costa Rica,Türkiye,visa-free/30 days
Costa Rica,Uganda,eVisaApply now
Costa Rica,Ukraine,visa required
Costa Rica,United Arab Emirates,visa-free/90 days
Costa Rica,United Kingdom,visa-free/180 days
Costa Rica,United States of America,visa required
Costa Rica,Uruguay,visa-free/90 days
Costa Rica,Uzbekistan,visa-free/30 days
Costa Rica,Vanuatu,visa required
Costa Rica,Vatican City,visa-free/90 days
Costa Rica,Venezuela,visa-free/90 days
Costa Rica,Viet Nam,eVisa/90 daysApply now
Costa Rica,Yemen,visa required
Costa Rica,Zambia,visa on arrival / eVisa/90 daysApply now
Costa Rica,Zimbabwe,visa on arrival/90 days
Croatia,Afghanistan,visa required
Croatia,Albania,visa-free/90 days
Croatia,Algeria,visa required
Croatia,Andorra,visa-free
Croatia,Angola,visa-free/30 days
Croatia,Antigua and Barbuda,visa-free/180 days
Croatia,Argentina,visa-free/90 days
Croatia,Armenia,visa-free/180 days
Croatia,Australia,eVisitors/90 daysApply now
Croatia,Austria,visa-free
Croatia,Azerbaijan,eVisa/30 daysApply now
Croatia,Bahamas,visa-free/90 days
Croatia,Bahrain,visa on arrival / eVisa/30 daysApply now
Croatia,Bangladesh,visa on arrival/30 days
Croatia,Barbados,visa-free/90 days
Croatia,Belarus,visa-free/30 days
Croatia,Belgium,visa-free
Croatia,Belize,visa-free
Croatia,Benin,eVisaApply now
Croatia,Bhutan,eVisaApply now
Croatia,Bolivia,visa-free/90 days
Croatia,Bosnia and Herzegovina,visa-free/90 days
Croatia,Botswana,visa-free/90 days
Croatia,Brazil,visa-free/90 days
Croatia,Brunei,visa-free/90 days
Croatia,Bulgaria,visa-free
Croatia,Burkina Faso,visa on arrival/90 days
Croatia,Burundi,visa on arrival/30 days
Croatia,Cambodia,visa on arrival / eVisa/30 daysApply now
Croatia,Cameroon,eVisaApply now
Croatia,Canada,eTA/180 daysApply now
Croatia,Cape Verde,visa-free (EASE)/30 daysApply now
Croatia,Central African Republic,visa required
Croatia,Chad,visa required
Croatia,Chile,visa-free/90 days
Croatia,China,visa required
Croatia,Colombia,visa-free/90 days
Croatia,Comoros,visa on arrival/45 days
Croatia,Congo,visa required
Croatia,Congo (Dem. Rep.),eVisa/90 daysApply now
Croatia,Costa Rica,visa-free/180 days
Croatia,Cote d'Ivoire (Ivory Coast),pre-enrollment/90 daysApply now
Croatia,Cuba,tourist card/30 days
Croatia,Cyprus,visa-free
Croatia,Czech Republic,visa-free
Croatia,Denmark,visa-free
Croatia,Djibouti,eVisaApply now
Croatia,Dominica,visa-free/180 days
Croatia,Dominican Republic,visa-free
Croatia,Ecuador,visa-free/90 days
Croatia,Egypt,visa on arrival / eVisa/30 daysApply now
Croatia,El Salvador,visa-free/90 days
Croatia,Equatorial Guinea,eVisaApply now
Croatia,Eritrea,visa required
Croatia,Estonia,visa-free
Croatia,Eswatini,visa-free/30 days
Croatia,Ethiopia,visa on arrival / eVisa/90 daysApply now
Croatia,Fiji,visa-free/120 days
Croatia,Finland,visa-free
Croatia,France,visa-free
Croatia,Gabon,visa-free/30 days
Croatia,Gambia,visa-free/90 days
Croatia,Georgia,visa-free/360 days
Croatia,Germany,visa-free
Croatia,Ghana,visa on arrival
Croatia,Greece,visa-free
Croatia,Grenada,visa-free/90 days
Croatia,Guatemala,visa-free/90 days
Croatia,Guinea,eVisa/90 daysApply now
Croatia,Guinea-Bissau,visa on arrival/90 days
Croatia,Guyana,visa required
Croatia,Haiti,visa-free/90 days
Croatia,Honduras,visa-free/90 days
Croatia,Hong Kong,visa-free/90 days
Croatia,Hungary,visa-free
Croatia,Iceland,visa-free
Croatia,India,eVisa/30 daysApply now
Croatia,Indonesia,visa on arrival / eVisa/30 daysApply now
Croatia,Iran,eVisa/30 daysApply now
Croatia,Iraq,visa on arrival/60 days
Croatia,Ireland,visa-free
Croatia,Israel,visa-free/90 days
Croatia,Italy,visa-free
Croatia,Jamaica,visa on arrival/30 days
Croatia,Japan,visa-free/90 days
Croatia,Jordan,visa on arrival / eVisaApply now
Croatia,Kazakhstan,visa-free/30 days
Croatia,Kenya,eVisa/90 daysApply now
Croatia,Kiribati,visa-free/90 days
Croatia,Kosovo,visa-free/90 days
Croatia,Kuwait,visa on arrival / eVisa/90 daysApply now
Croatia,Kyrgyzstan,visa-free/60 days
Croatia,Laos,visa on arrival / eVisa/30 daysApply now
Croatia,Latvia,visa-free
Croatia,Lebanon,visa on arrival/30 days
Croatia,Lesotho,eVisa/14 days
Croatia,Liberia,visa required
Croatia,Libya,visa required
Croatia,Liechtenstein,visa-free
Croatia,Lithuania,visa-free
Croatia,Luxembourg,visa-free
Croatia,Macao,visa-free/90 days
Croatia,Madagascar,visa on arrival/90 days
Croatia,Malawi,visa on arrival / eVisa/30 daysApply now
Croatia,Malaysia,visa-free/90 days
Croatia,Maldives,visa on arrival/30 days
Croatia,Mali,visa required
Croatia,Malta,visa-free
Croatia,Marshall Islands,visa-free/90 days
Croatia,Mauritania,visa on arrival
Croatia,Mauritius,visa-free/90 days
Croatia,Mexico,visa-free/180 days
Croatia,Micronesia,visa-free/90 days
