to_country,from_country,requirement
South Africa,Saint Kitts and Nevis,visa-free/90 days
South Africa,Saint Lucia,visa-free/42 days
South Africa,Samoa,visa on arrival/90 days
South Africa,San Marino,visa required
South Africa,Sao Tome and Principe,eVisaApply now
South Africa,Saudi Arabia,visa on arrival / eVisa/90 daysApply now
South Africa,Senegal,visa on arrival/30 days
South Africa,Serbia,visa required
South Africa,Seychelles,tourist registration/90 daysApply now
South Africa,Sierra Leone,visa on arrival / eVisa/30 daysApply now
South Africa,Singapore,visa-free/30 days
South Africa,Slovakia,visa required
South Africa,Slovenia,visa required
South Africa,Solomon Islands,visa required
South Africa,Somalia,visa on arrival/30 days
South Africa,South Korea,eTA/30 daysApply now
South Africa,South Sudan,eVisaApply now
South Africa,Spain,visa required
South Africa,Sri Lanka,eTA/30 daysApply now
South Africa,St. Vincent and the Grenadines,visa-free/90 days
South Africa,Sudan,visa required
South Africa,Suriname,eVisa/90 days
South Africa,Sweden,visa required
South Africa,Switzerland,visa required
South Africa,Syria,visa required
South Africa,Taiwan,visa required
South Africa,Tajikistan,visa on arrival / eVisa/45 daysApply now
South Africa,Tanzania,visa-free/90 days
South Africa,Thailand,visa-free/30 days
South Africa,Timor-Leste,visa on arrival/30 days
South Africa,Togo,visa on arrival / eVisa/15 daysApply now
South Africa,Tonga,visa required
South Africa,Trinidad and Tobago,visa-free/90 days
South Africa,Tunisia,visa-free/90 days
South Africa,Turkmenistan,visa required
South Africa,Tuvalu,visa on arrival/30 days
South Africa,Türkiye,eVisa/90 daysApply now
South Africa,Uganda,eVisaApply now
South Africa,Ukraine,visa required
South Africa,United Arab Emirates,visa required
South Africa,United Kingdom,visa required
South Africa,United States of America,visa required
South Africa,Uruguay,visa-free/90 days
South Africa,Uzbekistan,eVisaApply now
South Africa,Vanuatu,visa-free/30 days
South Africa,Vatican City,visa required
South Africa,Venezuela,visa-free/90 days
South Africa,Viet Nam,eVisa/90 daysApply now
South Africa,Yemen,visa required
South Africa,Zambia,visa-free/90 days
South Africa,Zimbabwe,visa-free/90 days
South Korea,Afghanistan,visa required
South Korea,Albania,visa-free/90 days
South Korea,Algeria,visa required
South Korea,Andorra,visa-free/90 days
South Korea,Angola,visa-free/30 days
South Korea,Antigua and Barbuda,visa-free/180 days
South Korea,Argentina,visa-free/90 days
South Korea,Armenia,visa-free/180 days
South Korea,Australia,eTA/90 daysApply now
South Korea,Austria,visa-free/90 days
South Korea,Azerbaijan,visa on arrival / eVisa/30 daysApply now
South Korea,Bahamas,visa-free/90 days
South Korea,Bahrain,visa on arrival / eVisa/30 daysApply now
South Korea,Bangladesh,visa on arrival/30 days
South Korea,Barbados,visa-free/90 days
South Korea,Belarus,visa-free/30 days
South Korea,Belgium,visa-free/90 days
South Korea,Belize,visa-free/90 days
South Korea,Benin,eVisaApply now
South Korea,Bhutan,eVisaApply now
South Korea,Bolivia,visa on arrival / eVisa/90 daysApply now
South Korea,Bosnia and Herzegovina,visa-free/90 days
South Korea,Botswana,visa-free/90 days
South Korea,Brazil,visa-free/90 days
South Korea,Brunei,visa-free/30 days
South Korea,Bulgaria,visa-free/90 days
South Korea,Burkina Faso,eVisaApply now
South Korea,Burundi,visa on arrival/30 days
South Korea,Cambodia,visa on arrival / eVisa/30 daysApply now
South Korea,Cameroon,eVisaApply now
South Korea,Canada,eTA/180 daysApply now
South Korea,Cape Verde,visa on arrival (EASE)Apply now
South Korea,Central African Republic,visa required
South Korea,Chad,visa required
South Korea,Chile,visa-free/90 days
South Korea,China,visa required
South Korea,Colombia,visa-free/90 days
South Korea,Comoros,visa on arrival/45 days
South Korea,Congo,visa required
South Korea,Congo (Dem. Rep.),eVisa/90 daysApply now
South Korea,Costa Rica,visa-free/180 days
South Korea,Cote d'Ivoire (Ivory Coast),pre-enrollment/90 daysApply now
South Korea,Croatia,visa-free/90 days
South Korea,Cuba,tourist card/30 days
South Korea,Cyprus,visa-free/90 days
South Korea,Czech Republic,visa-free/90 days
South Korea,Denmark,visa-free/90 days
South Korea,Djibouti,eVisaApply now
South Korea,Dominica,visa-free/180 days
South Korea,Dominican Republic,visa-free
South Korea,Ecuador,visa-free/90 days
South Korea,Egypt,visa on arrival / eVisa/30 daysApply now
South Korea,El Salvador,visa-free/90 days
South Korea,Equatorial Guinea,eVisaApply now
South Korea,Eritrea,visa required
South Korea,Estonia,visa-free/90 days
South Korea,Eswatini,visa-free/30 days
South Korea,Ethiopia,visa on arrival / eVisa/90 daysApply now
South Korea,Fiji,visa-free/120 days
South Korea,Finland,visa-free/90 days
South Korea,France,visa-free/90 days
South Korea,Gabon,visa-free/30 days
South Korea,Gambia,visa-free/90 days
South Korea,Georgia,visa-free/360 days
South Korea,Germany,visa-free/90 days
South Korea,Ghana,visa on arrival
South Korea,Greece,visa-free/90 days
South Korea,Grenada,visa-free/90 days
South Korea,Guatemala,visa-free/90 days
South Korea,Guinea,eVisa/90 daysApply now
South Korea,Guinea-Bissau,visa on arrival/90 days
South Korea,Guyana,visa-free/30 days
South Korea,Haiti,visa-free/90 days
South Korea,Honduras,visa-free/90 days
South Korea,Hong Kong,visa-free/90 days
South Korea,Hungary,visa-free/90 days
South Korea,Iceland,visa-free/90 days
South Korea,India,visa on arrival / eVisa/30 daysApply now
South Korea,Indonesia,visa on arrival / eVisa/30 daysApply now
South Korea,Iran,eVisa/30 daysApply now
South Korea,Iraq,visa on arrival/60 days
South Korea,Ireland,visa-free/90 days
South Korea,Israel,visa-free/90 days
South Korea,Italy,visa-free/90 days
South Korea,Jamaica,visa-free/90 days
South Korea,Japan,visa-free/90 days
South Korea,Jordan,visa on arrival / eVisaApply now
South Korea,Kazakhstan,visa-free/30 days
South Korea,Kenya,eVisa/90 daysApply now
South Korea,Kiribati,visa-free/90 days
South Korea,Kosovo,visa-free/90 days
South Korea,Kuwait,visa on arrival / eVisa/90 daysApply now
South Korea,Kyrgyzstan,visa-free/60 days
South Korea,Laos,visa-free/30 days
South Korea,Latvia,visa-free/90 days
South Korea,Lebanon,visa on arrival/30 days
South Korea,Lesotho,visa-free/14 days
South Korea,Liberia,visa required
South Korea,Libya,visa required
South Korea,Liechtenstein,visa-free/90 days
South Korea,Lithuania,visa-free/90 days
South Korea,Luxembourg,visa-free/90 days
South Korea,Macao,visa-free/90 days
South Korea,Madagascar,visa on arrival/90 days
South Korea,Malawi,visa on arrival / eVisa/30 daysApply now
South Korea,Malaysia,visa-free/90 days
South Korea,Maldives,visa on arrival/30 days
South Korea,Mali,visa required
South Korea,Malta,visa-free/90 days
South Korea,Marshall Islands,visa on arrival/90 days
South Korea,Mauritania,visa on arrival
South Korea,Mauritius,visa-free/90 days
South Korea,Mexico,visa-free/180 days
South Korea,Micronesia,visa-free/30 days
South Korea,Moldova,visa-free/90 days
South Korea,Monaco,visa-free/90 days
South Korea,Mongolia,visa-free/90 days
South Korea,Montenegro,visa-free/90 days
South Korea,Morocco,visa-free/90 days
South Korea,Mozambique,visa-free/30 days
South Korea,Myanmar,eVisaApply now
South Korea,Namibia,visa on arrival/90 days
South Korea,Nauru,visa required
South Korea,Nepal,visa on arrival / eVisa/150 daysApply now
South Korea,Netherlands,visa-free/90 days
South Korea,New Zealand,eTA/90 daysApply now
South Korea,Nicaragua,visa-free/90 days
South Korea,Niger,visa required
South Korea,Nigeria,eVisaApply now
South Korea,North Korea,visa required
South Korea,North Macedonia,visa-free/90 days
South Korea,Norway,visa-free/90 days
South Korea,Oman,visa on arrival / eVisa/30 daysApply now
South Korea,Pakistan,eTA/30 daysApply now
South Korea,Palau,visa on arrival/30 days
South Korea,Palestinian Territories,visa-free
South Korea,Panama,visa-free/90 days
South Korea,Papua New Guinea,eVisa/60 daysApply now
South Korea,Paraguay,visa-free/30 days
South Korea,Peru,visa-free/180 days
South Korea,Philippines,visa-free/30 days
South Korea,Poland,visa-free/90 days
South Korea,Portugal,visa-free/90 days
South Korea,Qatar,free visa on arrival/90 days
South Korea,Romania,visa-free/90 days
South Korea,Russian Federation,visa-free/60 days
South Korea,Rwanda,visa on arrival / eVisa/30 daysApply now
South Korea,Saint Kitts and Nevis,visa-free/90 days
South Korea,Saint Lucia,visa-free/42 days
South Korea,Samoa,visa on arrival/90 days
South Korea,San Marino,visa-free/90 days
South Korea,Sao Tome and Principe,visa-free/15 days
South Korea,Saudi Arabia,visa on arrival / eVisa/90 daysApply now
South Korea,Senegal,visa-free/90 days
South Korea,Serbia,visa-free/90 days
South Korea,Seychelles,tourist registration/90 daysApply now
South Korea,Sierra Leone,visa on arrival / eVisa/30 daysApply now
South Korea,Singapore,visa-free/90 days
South Korea,Slovakia,visa-free/90 days
South Korea,Slovenia,visa-free/90 days
South Korea,Solomon Islands,visa on arrival/90 days
South Korea,Somalia,visa on arrival/30 days
South Korea,South Africa,visa-free/30 days
South Korea,South Sudan,eVisaApply now
South Korea,Spain,visa-free/90 days
South Korea,Sri Lanka,eTA/30 daysApply now
South Korea,St. Vincent and the Grenadines,visa-free/90 days
South Korea,Sudan,visa required
South Korea,Suriname,tourist card/30 daysApply now
South Korea,Sweden,visa-free/90 days
South Korea,Switzerland,visa-free/90 days
South Korea,Syria,visa required
South Korea,Taiwan,visa-free/90 days
South Korea,Tajikistan,visa-free/30 days
South Korea,Tanzania,visa on arrival / eVisaApply now
South Korea,Thailand,visa-free/90 days
South Korea,Timor-Leste,visa on arrival/30 days
South Korea,Togo,visa on arrival / eVisa/15 daysApply now
South Korea,Tonga,visa on arrival/31 days
South Korea,Trinidad and Tobago,visa-free/90 days
South Korea,Tunisia,visa-free/90 days
South Korea,Turkmenistan,visa required
South Korea,Tuvalu,visa on arrival/30 days
South Korea,Türkiye,visa-free/90 days
South Korea,Uganda,eVisaApply now
South Korea,Ukraine,visa-free/90 days
South Korea,United Arab Emirates,visa-free/90 days
South Korea,United Kingdom,visa-free/180 days
South Korea,United States of America,eTA/90 daysApply now
South Korea,Uruguay,visa-free/90 days
South Korea,Uzbekistan,visa-free/30 days
South Korea,Vanuatu,visa-free/30 days
South Korea,Vatican City,visa-free/90 days
South Korea,Venezuela,visa-free/90 days
South Korea,Viet Nam,visa-free/45 days
South Korea,Yemen,visa required
South Korea,Zambia,visa-free/90 days
South Korea,Zimbabwe,visa on arrival/90 days
South Sudan,Afghanistan,visa required
South Sudan,Albania,eVisaApply now
South Sudan,Algeria,visa required
South Sudan,Andorra,visa required
South Sudan,Angola,visa required
South Sudan,Antigua and Barbuda,eVisaApply now
South Sudan,Argentina,visa required
South Sudan,Armenia,visa required
South Sudan,Australia,eVisaApply now
South Sudan,Austria,visa required
South Sudan,Azerbaijan,visa required
South Sudan,Bahamas,eVisaApply now
South Sudan,Bahrain,eVisaApply now
South Sudan,Bangladesh,visa on arrival/30 days
South Sudan,Barbados,visa-free/90 days
South Sudan,Belarus,visa required
South Sudan,Belgium,visa required
South Sudan,Belize,visa required
South Sudan,Benin,visa-free/90 days
South Sudan,Bhutan,eVisaApply now
South Sudan,Bolivia,visa on arrival / eVisa/90 daysApply now
South Sudan,Bosnia and Herzegovina,visa required
South Sudan,Botswana,visa-free/90 days
South Sudan,Brazil,visa required
South Sudan,Brunei,visa required
South Sudan,Bulgaria,visa required
South Sudan,Burkina Faso,eVisaApply now
South Sudan,Burundi,visa-free/90 days
South Sudan,Cambodia,visa on arrival / eVisa/30 daysApply now
South Sudan,Cameroon,eVisaApply now
South Sudan,Canada,visa required
South Sudan,Cape Verde,visa on arrival (EASE)Apply now
South Sudan,Central African Republic,visa required
South Sudan,Chad,visa required
South Sudan,Chile,visa required
South Sudan,China,visa required
South Sudan,Colombia,eVisaApply now
South Sudan,Comoros,visa on arrival/45 days
South Sudan,Congo,visa required
South Sudan,Congo (Dem. Rep.),eVisa/90 daysApply now
South Sudan,Costa Rica,visa required
South Sudan,Cote d'Ivoire (Ivory Coast),pre-enrollment/90 daysApply now
South Sudan,Croatia,visa required
South Sudan,Cuba,tourist card/30 days
South Sudan,Cyprus,visa required
South Sudan,Czech Republic,visa required
South Sudan,Denmark,visa required
South Sudan,Djibouti,eVisaApply now
South Sudan,Dominica,visa-free/21 days
South Sudan,Dominican Republic,visa required
South Sudan,Ecuador,visa-free/90 days
South Sudan,Egypt,visa on arrival/30 days
South Sudan,El Salvador,eVisaApply now
South Sudan,Equatorial Guinea,eVisaApply now
South Sudan,Eritrea,visa required
South Sudan,Estonia,visa required
South Sudan,Eswatini,visa required
South Sudan,Ethiopia,visa on arrival / eVisa/90 daysApply now
South Sudan,Fiji,visa required
South Sudan,Finland,visa required
South Sudan,France,visa required
South Sudan,Gabon,eVisa/90 daysApply now
South Sudan,Gambia,visa-free/90 days
South Sudan,Georgia,eVisaApply now
South Sudan,Germany,visa required
South Sudan,Ghana,visa on arrival/30 days
South Sudan,Greece,visa required
South Sudan,Grenada,visa required
South Sudan,Guatemala,visa required
South Sudan,Guinea,eVisa/90 daysApply now
South Sudan,Guinea-Bissau,visa on arrival/90 days
South Sudan,Guyana,visa required
South Sudan,Haiti,visa-free/90 days
South Sudan,Honduras,visa required
South Sudan,Hong Kong,visa required
South Sudan,Hungary,visa required
South Sudan,Iceland,visa required
South Sudan,India,visa required
South Sudan,Indonesia,visa required
South Sudan,Iran,eVisa/30 daysApply now
South Sudan,Iraq,visa required
South Sudan,Ireland,visa required
South Sudan,Israel,visa required
South Sudan,Italy,visa required
South Sudan,Jamaica,visa required
South Sudan,Japan,visa required
South Sudan,Jordan,eVisa
South Sudan,Kazakhstan,visa required
South Sudan,Kenya,visa-free/90 days
South Sudan,Kiribati,visa required
South Sudan,Kosovo,visa required
South Sudan,Kuwait,visa required
South Sudan,Kyrgyzstan,eVisaApply now
South Sudan,Laos,visa on arrival/30 days
South Sudan,Latvia,visa required
South Sudan,Lebanon,visa required
South Sudan,Lesotho,eVisa/14 days
South Sudan,Liberia,visa required
South Sudan,Libya,visa required
South Sudan,Liechtenstein,visa required
South Sudan,Lithuania,visa required
South Sudan,Luxembourg,visa required
South Sudan,Macao,visa on arrival/30 days
South Sudan,Madagascar,visa on arrival/90 days
South Sudan,Malawi,eVisa/90 daysApply now
South Sudan,Malaysia,visa-free/30 days
South Sudan,Maldives,visa on arrival/30 days
South Sudan,Mali,visa required
South Sudan,Malta,visa required
South Sudan,Marshall Islands,visa required
South Sudan,Mauritania,visa on arrival
South Sudan,Mauritius,visa required
South Sudan,Mexico,visa required
South Sudan,Micronesia,visa-free/30 days
South Sudan,Moldova,eVisaApply now
South Sudan,Monaco,visa required
South Sudan,Mongolia,eVisaApply now
South Sudan,Montenegro,visa required
South Sudan,Morocco,visa required
South Sudan,Mozambique,visa on arrival / eVisa/30 daysApply now
South Sudan,Myanmar,visa required
South Sudan,Namibia,visa required
South Sudan,Nauru,visa required
South Sudan,Nepal,visa on arrival / eVisa/150 daysApply now
South Sudan,Netherlands,visa required
South Sudan,New Zealand,visa required
South Sudan,Nicaragua,visa required
South Sudan,Niger,visa required
South Sudan,Nigeria,visa on arrival / eVisaApply now
South Sudan,North Korea,visa required
South Sudan,North Macedonia,visa required
South Sudan,Norway,visa required
South Sudan,Oman,eVisaApply now
South Sudan,Pakistan,eVisaApply now
South Sudan,Palau,visa on arrival/30 days
South Sudan,Palestinian Territories,visa-free
South Sudan,Panama,visa required
South Sudan,Papua New Guinea,visa required
South Sudan,Paraguay,visa required
South Sudan,Peru,visa required
South Sudan,Philippines,visa required
South Sudan,Poland,visa required
South Sudan,Portugal,visa required
South Sudan,Qatar,visa required
South Sudan,Romania,visa required
South Sudan,Russian Federation,visa required
South Sudan,Rwanda,visa-free/180 days
South Sudan,Saint Kitts and Nevis,eVisaApply now
South Sudan,Saint Lucia,visa required
South Sudan,Samoa,visa on arrival/90 days
South Sudan,San Marino,visa required
South Sudan,Sao Tome and Principe,eVisaApply now
South Sudan,Saudi Arabia,visa required
South Sudan,Senegal,visa required
South Sudan,Serbia,visa required
South Sudan,Seychelles,tourist registration/90 daysApply now
South Sudan,Sierra Leone,eVisaApply now
South Sudan,Singapore,visa-free/30 days
South Sudan,Slovakia,visa required
South Sudan,Slovenia,visa required
South Sudan,Solomon Islands,visa required
South Sudan,Somalia,visa on arrival/30 days
South Sudan,South Africa,visa required
South Sudan,South Korea,eVisaApply now
South Sudan,Spain,visa required
South Sudan,Sri Lanka,eTA/30 daysApply now
South Sudan,St. Vincent and the Grenadines,visa-free/90 days
South Sudan,Sudan,visa required
South Sudan,Suriname,tourist card/90 daysApply now
South Sudan,Sweden,visa required
South Sudan,Switzerland,visa required
South Sudan,Syria,visa required
South Sudan,Taiwan,visa required
South Sudan,Tajikistan,eVisaApply now
South Sudan,Tanzania,visa on arrival / eVisaApply now
South Sudan,Thailand,visa required
South Sudan,Timor-Leste,visa on arrival/30 days
South Sudan,Togo,visa on arrival / eVisa/15 daysApply now
South Sudan,Tonga,visa required
South Sudan,Trinidad and Tobago,visa required
South Sudan,Tunisia,visa required
South Sudan,Turkmenistan,visa required
South Sudan,Tuvalu,visa on arrival/30 days
South Sudan,Türkiye,visa required
South Sudan,Uganda,visa-free/180 days
South Sudan,Ukraine,visa required
South Sudan,United Arab Emirates,visa required
South Sudan,United Kingdom,visa required
South Sudan,United States of America,visa required
South Sudan,Uruguay,visa required
South Sudan,Uzbekistan,eVisaApply now
South Sudan,Vanuatu,visa required
South Sudan,Vatican City,visa required
South Sudan,Venezuela,visa required
South Sudan,Viet Nam,eVisa/90 daysApply now
South Sudan,Yemen,visa required
South Sudan,Zambia,eVisaApply now
South Sudan,Zimbabwe,eVisaApply now
Spain,Afghanistan,visa required
Spain,Albania,visa-free/90 days
Spain,Algeria,visa required
Spain,Andorra,visa-free
Spain,Angola,visa-free/30 days
Spain,Antigua and Barbuda,visa-free/180 days
Spain,Argentina,visa-free/90 days
Spain,Armenia,visa-free/180 days
Spain,Australia,eTA/90 daysApply now
Spain,Austria,visa-free
Spain,Azerbaijan,eVisa/30 daysApply now
Spain,Bahamas,visa-free/90 days
Spain,Bahrain,visa on arrival / eVisa/30 daysApply now
Spain,Bangladesh,visa on arrival/30 days
Spain,Barbados,visa-free/90 days
Spain,Belarus,visa-free/30 days
Spain,Belgium,visa-free
Spain,Belize,visa-free
Spain,Benin,eVisaApply now
Spain,Bhutan,eVisaApply now
Spain,Bolivia,visa-free/90 days
Spain,Bosnia and Herzegovina,visa-free/90 days
Spain,Botswana,visa-free/90 days
Spain,Brazil,visa-free/90 days
Spain,Brunei,visa-free/90 days
Spain,Bulgaria,visa-free
Spain,Burkina Faso,visa on arrival/90 days
Spain,Burundi,visa on arrival/30 days
Spain,Cambodia,visa on arrival / eVisa/30 daysApply now
Spain,Cameroon,eVisaApply now
Spain,Canada,eTA/180 daysApply now
Spain,Cape Verde,visa-free (EASE)/30 daysApply now
Spain,Central African Republic,visa required
Spain,Chad,visa required
Spain,Chile,visa-free/90 days
Spain,China,visa-free/15 days
Spain,Colombia,visa-free/90 days
Spain,Comoros,visa on arrival/45 days
Spain,Congo,visa required
Spain,Congo (Dem. Rep.),eVisa/90 daysApply now
Spain,Costa Rica,visa-free/180 days
Spain,Cote d'Ivoire (Ivory Coast),pre-enrollment/90 daysApply now
Spain,Croatia,visa-free
Spain,Cuba,tourist card/30 days
Spain,Cyprus,visa-free
Spain,Czech Republic,visa-free
Spain,Denmark,visa-free
Spain,Djibouti,eVisaApply now
Spain,Dominica,visa-free/180 days
Spain,Dominican Republic,visa-free
Spain,Ecuador,visa-free/90 days
Spain,Egypt,visa on arrival / eVisa/30 daysApply now
Spain,El Salvador,visa-free/90 days
Spain,Equatorial Guinea,eVisaApply now
Spain,Eritrea,visa required
Spain,Estonia,visa-free
Spain,Eswatini,visa-free/30 days
Spain,Ethiopia,visa on arrival / eVisa/90 daysApply now
Spain,Fiji,visa-free/120 days
Spain,Finland,visa-free
Spain,France,visa-free
Spain,Gabon,visa-free/30 days
Spain,Gambia,visa-free/90 days
Spain,Georgia,visa-free/360 days
Spain,Germany,visa-free
Spain,Ghana,visa on arrival
Spain,Greece,visa-free
Spain,Grenada,visa-free/90 days
Spain,Guatemala,visa-free/90 days
Spain,Guinea,eVisa/90 daysApply now
Spain,Guinea-Bissau,visa on arrival/90 days
Spain,Guyana,visa-free/90 days
Spain,Haiti,visa-free/90 days
Spain,Honduras,visa-free/90 days
Spain,Hong Kong,visa-free/90 days
Spain,Hungary,visa-free
Spain,Iceland,visa-free
Spain,India,eVisa/30 daysApply now
Spain,Indonesia,visa on arrival / eVisa/30 daysApply now
Spain,Iran,eVisa/30 daysApply now
Spain,Iraq,visa on arrival/60 days
Spain,Ireland,visa-free
Spain,Israel,visa-free/90 days
Spain,Italy,visa-free
Spain,Jamaica,visa-free/90 days
Spain,Japan,visa-free/90 days
Spain,Jordan,visa on arrival / eVisaApply now
Spain,Kazakhstan,visa-free/30 days
Spain,Kenya,eVisa/90 daysApply now
Spain,Kiribati,visa-free/90 days
Spain,Kosovo,visa-free/90 days
Spain,Kuwait,visa on arrival / eVisa/90 daysApply now
Spain,Kyrgyzstan,visa-free/60 days
Spain,Laos,visa on arrival / eVisa/30 daysApply now
Spain,Latvia,visa-free
Spain,Lebanon,visa on arrival/30 days
Spain,Lesotho,visa-free/14 days
Spain,Liberia,visa required
Spain,Libya,visa required
Spain,Liechtenstein,visa-free
Spain,Lithuania,visa-free
Spain,Luxembourg,visa-free
Spain,Macao,visa-free/90 days
Spain,Madagascar,visa on arrival/90 days
Spain,Malawi,visa on arrival / eVisa/30 daysApply now
Spain,Malaysia,visa-free/90 days
Spain,Maldives,visa on arrival/30 days
Spain,Mali,visa required
Spain,Malta,visa-free
Spain,Marshall Islands,visa-free/90 days
Spain,Mauritania,visa on arrival
Spain,Mauritius,visa-free/90 days
Spain,Mexico,visa-free/180 days
Spain,Micronesia,visa-free/90 days
Spain,Moldova,visa-free/90 days
Spain,Monaco,visa-free
Spain,Mongolia,visa-free/30 days
Spain,Montenegro,visa-free/90 days
Spain,Morocco,visa-free/90 days
Spain,Mozambique,visa-free/30 days
Spain,Myanmar,eVisaApply now
Spain,Namibia,visa-free/90 days
Spain,Nauru,visa required
Spain,Nepal,visa on arrival / eVisa/150 daysApply now
Spain,Netherlands,visa-free
Spain,New Zealand,eTA/90 daysApply now
Spain,Nicaragua,visa-free/90 days
Spain,Niger,visa required
Spain,Nigeria,eVisaApply now
Spain,North Korea,visa required
Spain,North Macedonia,visa-free/90 days
Spain,Norway,visa-free
Spain,Oman,visa on arrival / eVisa/30 daysApply now
Spain,Pakistan,eTA/30 daysApply now
Spain,Palau,visa-free/90 days
Spain,Palestinian Territories,visa-free
Spain,Panama,visa-free/90 days
Spain,Papua New Guinea,eVisa/60 daysApply now
Spain,Paraguay,visa-free/90 days
Spain,Peru,visa-free/90 days
Spain,Philippines,visa-free/30 days
Spain,Poland,visa-free
Spain,Portugal,visa-free
Spain,Qatar,free visa on arrival/90 days
Spain,Romania,visa-free
Spain,Russian Federation,eVisa/15 daysApply now
Spain,Rwanda,visa on arrival / eVisa/30 daysApply now
Spain,Saint Kitts and Nevis,visa-free/90 days
Spain,Saint Lucia,visa-free/90 days
Spain,Samoa,visa-free/90 days
Spain,San Marino,visa-free
Spain,Sao Tome and Principe,visa-free/15 days
Spain,Saudi Arabia,visa on arrival / eVisa/90 daysApply now
Spain,Senegal,visa-free/90 days
Spain,Serbia,visa-free/90 days
Spain,Seychelles,tourist registration/90 daysApply now
Spain,Sierra Leone,visa on arrival / eVisa/30 daysApply now
Spain,Singapore,visa-free/90 days
Spain,Slovakia,visa-free
Spain,Slovenia,visa-free
Spain,Solomon Islands,visa-free/90 days
Spain,Somalia,visa on arrival/30 days
Spain,South Africa,visa-free/90 days
Spain,South Korea,visa-free/90 days
Spain,South Sudan,eVisaApply now
Spain,Sri Lanka,eTA/30 daysApply now
Spain,St. Vincent and the Grenadines,visa-free/90 days
Spain,Sudan,visa required
Spain,Suriname,tourist card/90 daysApply now
Spain,Sweden,visa-free
Spain,Switzerland,visa-free
Spain,Syria,visa required
Spain,Taiwan,visa-free/90 days
Spain,Tajikistan,visa-free/30 days
Spain,Tanzania,visa on arrival / eVisaApply now
Spain,Thailand,visa-free/30 days
Spain,Timor-Leste,visa-free/90 days
Spain,Togo,visa on arrival / eVisa/15 daysApply now
Spain,Tonga,visa-free/90 days
Spain,Trinidad and Tobago,visa-free/90 days
Spain,Tunisia,visa-free/90 days
Spain,Turkmenistan,visa required
Spain,Tuvalu,visa-free/90 days
Spain,Türkiye,visa-free/90 days
Spain,Uganda,eVisaApply now
Spain,Ukraine,visa-free/90 days
Spain,United Arab Emirates,visa-free/90 days
Spain,United Kingdom,visa-free/180 days
Spain,United States of America,eTA/90 daysApply now
Spain,Uruguay,visa-free/90 days
Spain,Uzbekistan,visa-free/30 days
Spain,Vanuatu,visa-free/90 days
Spain,Vatican City,visa-free
Spain,Venezuela,visa-free/90 days
Spain,Viet Nam,visa-free/45 days
Spain,Yemen,visa required
Spain,Zambia,visa-free/90 days
Spain,Zimbabwe,visa on arrival/90 days
Sri Lanka,Afghanistan,visa required
Sri Lanka,Albania,eVisaApply now
Sri Lanka,Algeria,visa required
Sri Lanka,Andorra,visa required
Sri Lanka,Angola,visa required
Sri Lanka,Antigua and Barbuda,eVisaApply now
Sri Lanka,Argentina,visa required
Sri Lanka,Armenia,visa required
Sri Lanka,Australia,eVisaApply now
Sri Lanka,Austria,visa required
Sri Lanka,Azerbaijan,eVisa/30 daysApply now
Sri Lanka,Bahamas,visa-free/90 days
Sri Lanka,Bahrain,eVisaApply now
Sri Lanka,Bangladesh,visa required
Sri Lanka,Barbados,visa-free/180 days
Sri Lanka,Belarus,visa required
Sri Lanka,Belgium,visa required
Sri Lanka,Belize,visa required
Sri Lanka,Benin,eVisaApply now
Sri Lanka,Bhutan,eVisaApply now
Sri Lanka,Bolivia,visa on arrival / eVisa/90 daysApply now
Sri Lanka,Bosnia and Herzegovina,visa required
Sri Lanka,Botswana,eVisaApply now
Sri Lanka,Brazil,visa required
Sri Lanka,Brunei,visa required
Sri Lanka,Bulgaria,visa required
Sri Lanka,Burkina Faso,eVisaApply now
Sri Lanka,Burundi,visa on arrival/30 days
Sri Lanka,Cambodia,visa on arrival / eVisa/30 daysApply now
Sri Lanka,Cameroon,eVisaApply now
Sri Lanka,Canada,visa required
Sri Lanka,Cape Verde,visa on arrival (EASE)Apply now
Sri Lanka,Central African Republic,visa required
Sri Lanka,Chad,visa required
Sri Lanka,Chile,visa required
Sri Lanka,China,visa required
Sri Lanka,Colombia,eVisaApply now
Sri Lanka,Comoros,visa on arrival/45 days
Sri Lanka,Congo,visa required
Sri Lanka,Congo (Dem. Rep.),eVisa/90 daysApply now
Sri Lanka,Costa Rica,visa required
Sri Lanka,Cote d'Ivoire (Ivory Coast),pre-enrollment/90 daysApply now
Sri Lanka,Croatia,visa required
Sri Lanka,Cuba,visa required
Sri Lanka,Cyprus,visa required
Sri Lanka,Czech Republic,visa required
Sri Lanka,Denmark,visa required
Sri Lanka,Djibouti,eVisaApply now
Sri Lanka,Dominica,visa-free/180 days
Sri Lanka,Dominican Republic,visa required
Sri Lanka,Ecuador,eVisaApply now
Sri Lanka,Egypt,visa required
Sri Lanka,El Salvador,eVisaApply now
Sri Lanka,Equatorial Guinea,eVisaApply now
Sri Lanka,Eritrea,visa required
Sri Lanka,Estonia,visa required
Sri Lanka,Eswatini,visa required
Sri Lanka,Ethiopia,eVisa/90 daysApply now
Sri Lanka,Fiji,visa required
Sri Lanka,Finland,visa required
Sri Lanka,France,visa required
Sri Lanka,Gabon,eVisa/90 daysApply now
Sri Lanka,Gambia,visa-free/90 days
Sri Lanka,Georgia,eVisaApply now
Sri Lanka,Germany,visa required
Sri Lanka,Ghana,visa on arrival
Sri Lanka,Greece,visa required
