code,date,stock,market,percentage
DCDE,2019-03-31,MBB,HOSE,3.70
DCDE,2019-03-31,VNM,HOSE,3.10
DCDE,2019-03-31,MWG,HOSE,3.10
DCDE,2019-03-31,PDR,HOSE,2.40
DCDE,2019-02-28,FPT,HOSE,9.60
DCDE,2019-02-28,VCB,HOSE,7.50
DCDE,2019-02-28,PNJ,HOSE,5.80
DCDE,2019-02-28,DGC,HOSE,4.60
DCDE,2019-02-28,ACB,HOSE,4.30
DCDE,2019-02-28,VPB,HOSE,3.80
DCDE,2019-02-28,MBB,HOSE,3.70
DCDE,2019-02-28,VNM,HOSE,3.10
DCDE,2019-02-28,MWG,HOSE,3.10
DCDE,2019-02-28,PDR,HOSE,2.40
DCDE,2019-01-31,FPT,HOSE,9.60
DCDE,2019-01-31,VCB,HOSE,7.50
DCDE,2019-01-31,PNJ,HOSE,5.80
DCDE,2019-01-31,DGC,HOSE,4.60
DCDE,2019-01-31,ACB,HOSE,4.30
DCDE,2019-01-31,VPB,HOSE,3.80
DCDE,2019-01-31,MBB,HOSE,3.70
DCDE,2019-01-31,VNM,HOSE,3.10
DCDE,2019-01-31,MWG,HOSE,3.10
DCDE,2019-01-31,PDR,HOSE,2.40
DCDE,2018-12-31,FPT,HOSE,9.60
DCDE,2018-12-31,VCB,HOSE,7.50
DCDE,2018-12-31,PNJ,HOSE,5.80
DCDE,2018-12-31,DGC,HOSE,4.60
DCDE,2018-12-31,ACB,HOSE,4.30
DCDE,2018-12-31,VPB,HOSE,3.80
DCDE,2018-12-31,MBB,HOSE,3.70
DCDE,2018-12-31,VNM,HOSE,3.10
DCDE,2018-12-31,MWG,HOSE,3.10
DCDE,2018-12-31,PDR,HOSE,2.40
DCDE,2018-11-30,FPT,HOSE,9.60
DCDE,2018-11-30,VCB,HOSE,7.50
DCDE,2018-11-30,PNJ,HOSE,5.80
DCDE,2018-11-30,DGC,HOSE,4.60
DCDE,2018-11-30,ACB,HOSE,4.30
DCDE,2018-11-30,VPB,HOSE,3.80
DCDE,2018-11-30,MBB,HOSE,3.70
DCDE,2018-11-30,VNM,HOSE,3.10
DCDE,2018-11-30,MWG,HOSE,3.10
DCDE,2018-11-30,PDR,HOSE,2.40
DCDE,2018-10-31,FPT,HOSE,9.60
DCDE,2018-10-31,VCB,HOSE,7.50
DCDE,2018-10-31,PNJ,HOSE,5.80
DCDE,2018-10-31,DGC,HOSE,4.60
DCDE,2018-10-31,ACB,HOSE,4.30
DCDE,2018-10-31,VPB,HOSE,3.80
DCDE,2018-10-31,MBB,HOSE,3.70
DCDE,2018-10-31,VNM,HOSE,3.10
DCDE,2018-10-31,MWG,HOSE,3.10
DCDE,2018-10-31,PDR,HOSE,2.40
DCDE,2018-09-30,FPT,HOSE,9.60
DCDE,2018-09-30,VCB,HOSE,7.50
DCDE,2018-09-30,PNJ,HOSE,5.80
DCDE,2018-09-30,DGC,HOSE,4.60
DCDE,2018-09-30,ACB,HOSE,4.30
DCDE,2018-09-30,VPB,HOSE,3.80
DCDE,2018-09-30,MBB,HOSE,3.70
DCDE,2018-09-30,VNM,HOSE,3.10
DCDE,2018-09-30,MWG,HOSE,3.10
DCDE,2018-09-30,PDR,HOSE,2.40
DCDE,2018-08-31,FPT,HOSE,9.60
DCDE,2018-08-31,VCB,HOSE,7.50
DCDE,2018-08-31,PNJ,HOSE,5.80
DCDE,2018-08-31,DGC,HOSE,4.60
DCDE,2018-08-31,ACB,HOSE,4.30
DCDE,2018-08-31,VPB,HOSE,3.80
DCDE,2018-08-31,MBB,HOSE,3.70
DCDE,2018-08-31,VNM,HOSE,3.10
DCDE,2018-08-31,MWG,HOSE,3.10
DCDE,2018-08-31,PDR,HOSE,2.40
DCDE,2018-07-31,FPT,HOSE,9.60
DCDE,2018-07-31,VCB,HOSE,7.50
DCDE,2018-07-31,PNJ,HOSE,5.80
DCDE,2018-07-31,DGC,HOSE,4.60
DCDE,2018-07-31,ACB,HOSE,4.30
DCDE,2018-07-31,VPB,HOSE,3.80
DCDE,2018-07-31,MBB,HOSE,3.70
DCDE,2018-07-31,VNM,HOSE,3.10
DCDE,2018-07-31,MWG,HOSE,3.10
DCDE,2018-07-31,PDR,HOSE,2.40
DCDE,2018-06-30,FPT,HOSE,9.60
DCDE,2018-06-30,VCB,HOSE,7.50
DCDE,2018-06-30,PNJ,HOSE,5.80
DCDE,2018-06-30,DGC,HOSE,4.60
DCDE,2018-06-30,ACB,HOSE,4.30
DCDE,2018-06-30,VPB,HOSE,3.80
DCDE,2018-06-30,MBB,HOSE,3.70
DCDE,2018-06-30,VNM,HOSE,3.10
DCDE,2018-06-30,MWG,HOSE,3.10
DCDE,2018-06-30,PDR,HOSE,2.40
DCDE,2018-05-31,FPT,HOSE,9.60
DCDE,2018-05-31,VCB,HOSE,7.50
DCDE,2018-05-31,PNJ,HOSE,5.80
DCDE,2018-05-31,DGC,HOSE,4.60
DCDE,2018-05-31,ACB,HOSE,4.30
DCDE,2018-05-31,VPB,HOSE,3.80
DCDE,2018-05-31,MBB,HOSE,3.70
DCDE,2018-05-31,VNM,HOSE,3.10
DCDE,2018-05-31,MWG,HOSE,3.10
DCDE,2018-05-31,PDR,HOSE,2.40
DCDE,2018-04-30,FPT,HOSE,9.60
DCDE,2018-04-30,VCB,HOSE,7.50
DCDE,2018-04-30,PNJ,HOSE,5.80
DCDE,2018-04-30,DGC,HOSE,4.60
DCDE,2018-04-30,ACB,HOSE,4.30
DCDE,2018-04-30,VPB,HOSE,3.80
DCDE,2018-04-30,MBB,HOSE,3.70
DCDE,2018-04-30,VNM,HOSE,3.10
DCDE,2018-04-30,MWG,HOSE,3.10
DCDE,2018-04-30,PDR,HOSE,2.40
DCDE,2018-03-31,FPT,HOSE,9.60
DCDE,2018-03-31,VCB,HOSE,7.50
DCDE,2018-03-31,PNJ,HOSE,5.80
DCDE,2018-03-31,DGC,HOSE,4.60
DCDE,2018-03-31,ACB,HOSE,4.30
DCDE,2018-03-31,VPB,HOSE,3.80
DCDE,2018-03-31,MBB,HOSE,3.70
DCDE,2018-03-31,VNM,HOSE,3.10
DCDE,2018-03-31,MWG,HOSE,3.10
DCDE,2018-03-31,PDR,HOSE,2.40
DCDE,2018-02-28,FPT,HOSE,9.60
DCDE,2018-02-28,VCB,HOSE,7.50
DCDE,2018-02-28,PNJ,HOSE,5.80
DCDE,2018-02-28,DGC,HOSE,4.60
DCDE,2018-02-28,ACB,HOSE,4.30
DCDE,2018-02-28,VPB,HOSE,3.80
DCDE,2018-02-28,MBB,HOSE,3.70
DCDE,2018-02-28,VNM,HOSE,3.10
DCDE,2018-02-28,MWG,HOSE,3.10
DCDE,2018-02-28,PDR,HOSE,2.40
DCDE,2018-01-31,FPT,HOSE,9.60
DCDE,2018-01-31,VCB,HOSE,7.50
DCDE,2018-01-31,PNJ,HOSE,5.80
DCDE,2018-01-31,DGC,HOSE,4.60
DCDE,2018-01-31,ACB,HOSE,4.30
DCDE,2018-01-31,VPB,HOSE,3.80
DCDE,2018-01-31,MBB,HOSE,3.70
DCDE,2018-01-31,VNM,HOSE,3.10
DCDE,2018-01-31,MWG,HOSE,3.10
DCDE,2018-01-31,PDR,HOSE,2.40
DCDE,2017-12-31,FPT,HOSE,9.60
DCDE,2017-12-31,VCB,HOSE,7.50
DCDE,2017-12-31,PNJ,HOSE,5.80
DCDE,2017-12-31,DGC,HOSE,4.60
DCDE,2017-12-31,ACB,HOSE,4.30
DCDE,2017-12-31,VPB,HOSE,3.80
DCDE,2017-12-31,MBB,HOSE,3.70
DCDE,2017-12-31,VNM,HOSE,3.10
DCDE,2017-12-31,MWG,HOSE,3.10
DCDE,2017-12-31,PDR,HOSE,2.40
DCDE,2017-11-30,FPT,HOSE,9.60
DCDE,2017-11-30,VCB,HOSE,7.50
DCDE,2017-11-30,PNJ,HOSE,5.80
DCDE,2017-11-30,DGC,HOSE,4.60
DCDE,2017-11-30,ACB,HOSE,4.30
DCDE,2017-11-30,VPB,HOSE,3.80
DCDE,2017-11-30,MBB,HOSE,3.70
DCDE,2017-11-30,VNM,HOSE,3.10
DCDE,2017-11-30,MWG,HOSE,3.10
DCDE,2017-11-30,PDR,HOSE,2.40
DCDE,2017-10-31,FPT,HOSE,9.60
DCDE,2017-10-31,VCB,HOSE,7.50
DCDE,2017-10-31,PNJ,HOSE,5.80
DCDE,2017-10-31,DGC,HOSE,4.60
DCDE,2017-10-31,ACB,HOSE,4.30
DCDE,2017-10-31,VPB,HOSE,3.80
DCDE,2017-10-31,MBB,HOSE,3.70
DCDE,2017-10-31,VNM,HOSE,3.10
DCDE,2017-10-31,MWG,HOSE,3.10
DCDE,2017-10-31,PDR,HOSE,2.40
DCDE,2017-09-30,FPT,HOSE,9.60
DCDE,2017-09-30,VCB,HOSE,7.50
DCDE,2017-09-30,PNJ,HOSE,5.80
DCDE,2017-09-30,DGC,HOSE,4.60
DCDE,2017-09-30,ACB,HOSE,4.30
DCDE,2017-09-30,VPB,HOSE,3.80
DCDE,2017-09-30,MBB,HOSE,3.70
DCDE,2017-09-30,VNM,HOSE,3.10
DCDE,2017-09-30,MWG,HOSE,3.10
DCDE,2017-09-30,PDR,HOSE,2.40
DCDE,2017-08-31,FPT,HOSE,9.60
DCDE,2017-08-31,VCB,HOSE,7.50
DCDE,2017-08-31,PNJ,HOSE,5.80
DCDE,2017-08-31,DGC,HOSE,4.60
DCDE,2017-08-31,ACB,HOSE,4.30
DCDE,2017-08-31,VPB,HOSE,3.80
DCDE,2017-08-31,MBB,HOSE,3.70
DCDE,2017-08-31,VNM,HOSE,3.10
DCDE,2017-08-31,MWG,HOSE,3.10
DCDE,2017-08-31,PDR,HOSE,2.40
DCDE,2017-07-31,FPT,HOSE,9.60
DCDE,2017-07-31,VCB,HOSE,7.50
DCDE,2017-07-31,PNJ,HOSE,5.80
DCDE,2017-07-31,DGC,HOSE,4.60
DCDE,2017-07-31,ACB,HOSE,4.30
DCDE,2017-07-31,VPB,HOSE,3.80
DCDE,2017-07-31,MBB,HOSE,3.70
DCDE,2017-07-31,VNM,HOSE,3.10
DCDE,2017-07-31,MWG,HOSE,3.10
DCDE,2017-07-31,PDR,HOSE,2.40
DCDE,2017-06-30,FPT,HOSE,9.60
DCDE,2017-06-30,VCB,HOSE,7.50
DCDE,2017-06-30,PNJ,HOSE,5.80
DCDE,2017-06-30,DGC,HOSE,4.60
DCDE,2017-06-30,ACB,HOSE,4.30
DCDE,2017-06-30,VPB,HOSE,3.80
DCDE,2017-06-30,MBB,HOSE,3.70
DCDE,2017-06-30,VNM,HOSE,3.10
DCDE,2017-06-30,MWG,HOSE,3.10
DCDE,2017-06-30,PDR,HOSE,2.40
DCDE,2017-05-31,FPT,HOSE,9.60
DCDE,2017-05-31,VCB,HOSE,7.50
DCDE,2017-05-31,PNJ,HOSE,5.80
DCDE,2017-05-31,DGC,HOSE,4.60
DCDE,2017-05-31,ACB,HOSE,4.30
DCDE,2017-05-31,VPB,HOSE,3.80
DCDE,2017-05-31,MBB,HOSE,3.70
DCDE,2017-05-31,VNM,HOSE,3.10
DCDE,2017-05-31,MWG,HOSE,3.10
DCDE,2017-05-31,PDR,HOSE,2.40
DCDE,2017-04-30,FPT,HOSE,9.60
DCDE,2017-04-30,VCB,HOSE,7.50
DCDE,2017-04-30,PNJ,HOSE,5.80
DCDE,2017-04-30,DGC,HOSE,4.60
DCDE,2017-04-30,ACB,HOSE,4.30
DCDE,2017-04-30,VPB,HOSE,3.80
DCDE,2017-04-30,MBB,HOSE,3.70
DCDE,2017-04-30,VNM,HOSE,3.10
DCDE,2017-04-30,MWG,HOSE,3.10
DCDE,2017-04-30,PDR,HOSE,2.40
DCDE,2017-03-31,FPT,HOSE,9.60
DCDE,2017-03-31,VCB,HOSE,7.50
DCDE,2017-03-31,PNJ,HOSE,5.80
DCDE,2017-03-31,DGC,HOSE,4.60
DCDE,2017-03-31,ACB,HOSE,4.30
DCDE,2017-03-31,VPB,HOSE,3.80
DCDE,2017-03-31,MBB,HOSE,3.70
DCDE,2017-03-31,VNM,HOSE,3.10
DCDE,2017-03-31,MWG,HOSE,3.10
DCDE,2017-03-31,PDR,HOSE,2.40
DCDE,2017-02-28,FPT,HOSE,9.60
DCDE,2017-02-28,VCB,HOSE,7.50
DCDE,2017-02-28,PNJ,HOSE,5.80
DCDE,2017-02-28,DGC,HOSE,4.60
DCDE,2017-02-28,ACB,HOSE,4.30
DCDE,2017-02-28,VPB,HOSE,3.80
DCDE,2017-02-28,MBB,HOSE,3.70
DCDE,2017-02-28,VNM,HOSE,3.10
DCDE,2017-02-28,MWG,HOSE,3.10
DCDE,2017-02-28,PDR,HOSE,2.40
DCDE,2017-01-31,FPT,HOSE,9.60
DCDE,2017-01-31,VCB,HOSE,7.50
DCDE,2017-01-31,PNJ,HOSE,5.80
DCDE,2017-01-31,DGC,HOSE,4.60
DCDE,2017-01-31,ACB,HOSE,4.30
DCDE,2017-01-31,VPB,HOSE,3.80
DCDE,2017-01-31,MBB,HOSE,3.70
DCDE,2017-01-31,VNM,HOSE,3.10
DCDE,2017-01-31,MWG,HOSE,3.10
DCDE,2017-01-31,PDR,HOSE,2.40
DCDE,2016-12-31,FPT,HOSE,9.60
DCDE,2016-12-31,VCB,HOSE,7.50
DCDE,2016-12-31,PNJ,HOSE,5.80
DCDE,2016-12-31,DGC,HOSE,4.60
DCDE,2016-12-31,ACB,HOSE,4.30
DCDE,2016-12-31,VPB,HOSE,3.80
DCDE,2016-12-31,MBB,HOSE,3.70
DCDE,2016-12-31,VNM,HOSE,3.10
DCDE,2016-12-31,MWG,HOSE,3.10
DCDE,2016-12-31,PDR,HOSE,2.40
DCDE,2016-11-30,FPT,HOSE,9.60
DCDE,2016-11-30,VCB,HOSE,7.50
DCDE,2016-11-30,PNJ,HOSE,5.80
DCDE,2016-11-30,DGC,HOSE,4.60
DCDE,2016-11-30,ACB,HOSE,4.30
DCDE,2016-11-30,VPB,HOSE,3.80
DCDE,2016-11-30,MBB,HOSE,3.70
DCDE,2016-11-30,VNM,HOSE,3.10
DCDE,2016-11-30,MWG,HOSE,3.10
DCDE,2016-11-30,PDR,HOSE,2.40
DCDE,2016-10-31,FPT,HOSE,9.60
DCDE,2016-10-31,VCB,HOSE,7.50
DCDE,2016-10-31,PNJ,HOSE,5.80
DCDE,2016-10-31,DGC,HOSE,4.60
DCDE,2016-10-31,ACB,HOSE,4.30
DCDE,2016-10-31,VPB,HOSE,3.80
DCDE,2016-10-31,MBB,HOSE,3.70
DCDE,2016-10-31,VNM,HOSE,3.10
DCDE,2016-10-31,MWG,HOSE,3.10
DCDE,2016-10-31,PDR,HOSE,2.40
DCDE,2016-09-30,FPT,HOSE,9.60
DCDE,2016-09-30,VCB,HOSE,7.50
DCDE,2016-09-30,PNJ,HOSE,5.80
DCDE,2016-09-30,DGC,HOSE,4.60
DCDE,2016-09-30,ACB,HOSE,4.30
DCDE,2016-09-30,VPB,HOSE,3.80
DCDE,2016-09-30,MBB,HOSE,3.70
DCDE,2016-09-30,VNM,HOSE,3.10
DCDE,2016-09-30,MWG,HOSE,3.10
DCDE,2016-09-30,PDR,HOSE,2.40
DCDE,2016-08-31,FPT,HOSE,9.60
DCDE,2016-08-31,VCB,HOSE,7.50
DCDE,2016-08-31,PNJ,HOSE,5.80
DCDE,2016-08-31,DGC,HOSE,4.60
DCDE,2016-08-31,ACB,HOSE,4.30
DCDE,2016-08-31,VPB,HOSE,3.80
DCDE,2016-08-31,MBB,HOSE,3.70
DCDE,2016-08-31,VNM,HOSE,3.10
DCDE,2016-08-31,MWG,HOSE,3.10
DCDE,2016-08-31,PDR,HOSE,2.40
DCDE,2016-07-31,FPT,HOSE,9.60
DCDE,2016-07-31,VCB,HOSE,7.50
DCDE,2016-07-31,PNJ,HOSE,5.80
DCDE,2016-07-31,DGC,HOSE,4.60
DCDE,2016-07-31,ACB,HOSE,4.30
DCDE,2016-07-31,VPB,HOSE,3.80
DCDE,2016-07-31,MBB,HOSE,3.70
DCDE,2016-07-31,VNM,HOSE,3.10
DCDE,2016-07-31,MWG,HOSE,3.10
DCDE,2016-07-31,PDR,HOSE,2.40
DCDE,2016-06-30,FPT,HOSE,9.60
DCDE,2016-06-30,VCB,HOSE,7.50
DCDE,2016-06-30,PNJ,HOSE,5.80
DCDE,2016-06-30,DGC,HOSE,4.60
DCDE,2016-06-30,ACB,HOSE,4.30
DCDE,2016-06-30,VPB,HOSE,3.80
DCDE,2016-06-30,MBB,HOSE,3.70
DCDE,2016-06-30,VNM,HOSE,3.10
DCDE,2016-06-30,MWG,HOSE,3.10
DCDE,2016-06-30,PDR,HOSE,2.40
DCDE,2016-05-31,FPT,HOSE,9.60
DCDE,2016-05-31,VCB,HOSE,7.50
DCDE,2016-05-31,PNJ,HOSE,5.80
DCDE,2016-05-31,DGC,HOSE,4.60
DCDE,2016-05-31,ACB,HOSE,4.30
DCDE,2016-05-31,VPB,HOSE,3.80
DCDE,2016-05-31,MBB,HOSE,3.70
DCDE,2016-05-31,VNM,HOSE,3.10
DCDE,2016-05-31,MWG,HOSE,3.10
DCDE,2016-05-31,PDR,HOSE,2.40
DCDE,2016-04-30,FPT,HOSE,9.60
DCDE,2016-04-30,VCB,HOSE,7.50
DCDE,2016-04-30,PNJ,HOSE,5.80
DCDE,2016-04-30,DGC,HOSE,4.60
DCDE,2016-04-30,ACB,HOSE,4.30
DCDE,2016-04-30,VPB,HOSE,3.80
DCDE,2016-04-30,MBB,HOSE,3.70
DCDE,2016-04-30,VNM,HOSE,3.10
DCDE,2016-04-30,MWG,HOSE,3.10
DCDE,2016-04-30,PDR,HOSE,2.40
DCDE,2016-03-31,FPT,HOSE,9.60
DCDE,2016-03-31,VCB,HOSE,7.50
DCDE,2016-03-31,PNJ,HOSE,5.80
DCDE,2016-03-31,DGC,HOSE,4.60
DCDE,2016-03-31,ACB,HOSE,4.30
DCDE,2016-03-31,VPB,HOSE,3.80
DCDE,2016-03-31,MBB,HOSE,3.70
DCDE,2016-03-31,VNM,HOSE,3.10
DCDE,2016-03-31,MWG,HOSE,3.10
DCDE,2016-03-31,PDR,HOSE,2.40
DCDE,2016-02-29,FPT,HOSE,9.60
DCDE,2016-02-29,VCB,HOSE,7.50
DCDE,2016-02-29,PNJ,HOSE,5.80
DCDE,2016-02-29,DGC,HOSE,4.60
DCDE,2016-02-29,ACB,HOSE,4.30
DCDE,2016-02-29,VPB,HOSE,3.80
DCDE,2016-02-29,MBB,HOSE,3.70
DCDE,2016-02-29,VNM,HOSE,3.10
DCDE,2016-02-29,MWG,HOSE,3.10
DCDE,2016-02-29,PDR,HOSE,2.40
DCDS,2023-10-31,FPT,HOSE,13.40
DCDS,2023-10-31,DGC,HOSE,4.31
DCDS,2023-10-31,MWG,HOSE,4.06
DCDS,2023-10-31,GMD,HOSE,3.52
DCDS,2023-10-31,STB,HOSE,3.32
DCDS,2023-10-31,VPB,HOSE,3.09
DCDS,2023-10-31,PVS,HNX,3.03
DCDS,2023-10-31,VTP,UpCom,2.61
DCDS,2023-10-31,PVD,HOSE,2.54
DCDS,2023-10-31,DGW,HOSE,2.27
DCDS,2023-09-30,FPT,HOSE,13.40
DCDS,2023-09-30,DGC,HOSE,4.31
DCDS,2023-09-30,MWG,HOSE,4.06
DCDS,2023-09-30,GMD,HOSE,3.52
DCDS,2023-09-30,STB,HOSE,3.32
DCDS,2023-09-30,VPB,HOSE,3.09
DCDS,2023-09-30,PVS,HNX,3.03
DCDS,2023-09-30,VTP,UpCom,2.61
DCDS,2023-09-30,PVD,HOSE,2.54
DCDS,2023-09-30,DGW,HOSE,2.27
DCDS,2023-08-31,FPT,HOSE,13.40
DCDS,2023-08-31,DGC,HOSE,4.31
DCDS,2023-08-31,MWG,HOSE,4.06
DCDS,2023-08-31,GMD,HOSE,3.52
DCDS,2023-08-31,STB,HOSE,3.32
DCDS,2023-08-31,VPB,HOSE,3.09
DCDS,2023-08-31,PVS,HNX,3.03
DCDS,2023-08-31,VTP,UpCom,2.61
DCDS,2023-08-31,PVD,HOSE,2.54
DCDS,2023-08-31,DGW,HOSE,2.27
DCDS,2023-07-31,FPT,HOSE,13.40
DCDS,2023-07-31,DGC,HOSE,4.31
DCDS,2023-07-31,MWG,HOSE,4.06
DCDS,2023-07-31,GMD,HOSE,3.52
DCDS,2023-07-31,STB,HOSE,3.32
DCDS,2023-07-31,VPB,HOSE,3.09
DCDS,2023-07-31,PVS,HNX,3.03
DCDS,2023-07-31,VTP,UpCom,2.61
DCDS,2023-07-31,PVD,HOSE,2.54
DCDS,2023-07-31,DGW,HOSE,2.27
DCDS,2023-06-30,FPT,HOSE,13.40
DCDS,2023-06-30,DGC,HOSE,4.31
DCDS,2023-06-30,MWG,HOSE,4.06
DCDS,2023-06-30,GMD,HOSE,3.52
DCDS,2023-06-30,STB,HOSE,3.32
DCDS,2023-06-30,VPB,HOSE,3.09
DCDS,2023-06-30,PVS,HNX,3.03
DCDS,2023-06-30,VTP,UpCom,2.61
DCDS,2023-06-30,PVD,HOSE,2.54
DCDS,2023-06-30,DGW,HOSE,2.27
DCDS,2023-05-31,FPT,HOSE,13.40
DCDS,2023-05-31,DGC,HOSE,4.31
DCDS,2023-05-31,MWG,HOSE,4.06
DCDS,2023-05-31,GMD,HOSE,3.52
DCDS,2023-05-31,STB,HOSE,3.32
DCDS,2023-05-31,VPB,HOSE,3.09
DCDS,2023-05-31,PVS,HNX,3.03
DCDS,2023-05-31,VTP,UpCom,2.61
DCDS,2023-05-31,PVD,HOSE,2.54
DCDS,2023-05-31,DGW,HOSE,2.27
DCDS,2023-04-30,FPT,HOSE,13.40
DCDS,2023-04-30,DGC,HOSE,4.31
DCDS,2023-04-30,MWG,HOSE,4.06
DCDS,2023-04-30,GMD,HOSE,3.52
DCDS,2023-04-30,STB,HOSE,3.32
DCDS,2023-04-30,VPB,HOSE,3.09
DCDS,2023-04-30,PVS,HNX,3.03
DCDS,2023-04-30,VTP,UpCom,2.61
DCDS,2023-04-30,PVD,HOSE,2.54
DCDS,2023-04-30,DGW,HOSE,2.27
DCDS,2023-03-31,FPT,HOSE,13.40
DCDS,2023-03-31,DGC,HOSE,4.31
DCDS,2023-03-31,MWG,HOSE,4.06
DCDS,2023-03-31,GMD,HOSE,3.52
DCDS,2023-03-31,STB,HOSE,3.32
DCDS,2023-03-31,VPB,HOSE,3.09
DCDS,2023-03-31,PVS,HNX,3.03
DCDS,2023-03-31,VTP,UpCom,2.61
DCDS,2023-03-31,PVD,HOSE,2.54
DCDS,2023-03-31,DGW,HOSE,2.27
DCDS,2023-02-28,FPT,HOSE,13.40
DCDS,2023-02-28,DGC,HOSE,4.31
DCDS,2023-02-28,MWG,HOSE,4.06
DCDS,2023-02-28,GMD,HOSE,3.52
DCDS,2023-02-28,STB,HOSE,3.32
DCDS,2023-02-28,VPB,HOSE,3.09
DCDS,2023-02-28,PVS,HNX,3.03
DCDS,2023-02-28,VTP,UpCom,2.61
DCDS,2023-02-28,PVD,HOSE,2.54
DCDS,2023-02-28,DGW,HOSE,2.27
DCDS,2023-01-31,FPT,HOSE,13.40
DCDS,2023-01-31,DGC,HOSE,4.31
DCDS,2023-01-31,MWG,HOSE,4.06
DCDS,2023-01-31,GMD,HOSE,3.52
DCDS,2023-01-31,STB,HOSE,3.32
DCDS,2023-01-31,VPB,HOSE,3.09
DCDS,2023-01-31,PVS,HNX,3.03
DCDS,2023-01-31,VTP,UpCom,2.61
DCDS,2023-01-31,PVD,HOSE,2.54
DCDS,2023-01-31,DGW,HOSE,2.27
DCDS,2022-12-31,FPT,HOSE,13.40
DCDS,2022-12-31,DGC,HOSE,4.31
DCDS,2022-12-31,MWG,HOSE,4.06
DCDS,2022-12-31,GMD,HOSE,3.52
DCDS,2022-12-31,STB,HOSE,3.32
DCDS,2022-12-31,VPB,HOSE,3.09
DCDS,2022-12-31,PVS,HNX,3.03
DCDS,2022-12-31,VTP,UpCom,2.61
DCDS,2022-12-31,PVD,HOSE,2.54
DCDS,2022-12-31,DGW,HOSE,2.27
DCDS,2022-11-30,FPT,HOSE,13.40
DCDS,2022-11-30,DGC,HOSE,4.31
DCDS,2022-11-30,MWG,HOSE,4.06
DCDS,2022-11-30,GMD,HOSE,3.52
DCDS,2022-11-30,STB,HOSE,3.32
DCDS,2022-11-30,VPB,HOSE,3.09
DCDS,2022-11-30,PVS,HNX,3.03
DCDS,2022-11-30,VTP,UpCom,2.61
DCDS,2022-11-30,PVD,HOSE,2.54
DCDS,2022-11-30,DGW,HOSE,2.27
DCDS,2022-10-31,FPT,HOSE,13.40
DCDS,2022-10-31,DGC,HOSE,4.31
DCDS,2022-10-31,MWG,HOSE,4.06
DCDS,2022-10-31,GMD,HOSE,3.52
DCDS,2022-10-31,STB,HOSE,3.32
DCDS,2022-10-31,VPB,HOSE,3.09
DCDS,2022-10-31,PVS,HNX,3.03
DCDS,2022-10-31,VTP,UpCom,2.61
DCDS,2022-10-31,PVD,HOSE,2.54
DCDS,2022-10-31,DGW,HOSE,2.27
DCDS,2022-09-30,FPT,HOSE,13.40
DCDS,2022-09-30,DGC,HOSE,4.31
DCDS,2022-09-30,MWG,HOSE,4.06
DCDS,2022-09-30,GMD,HOSE,3.52
DCDS,2022-09-30,STB,HOSE,3.32
DCDS,2022-09-30,VPB,HOSE,3.09
DCDS,2022-09-30,PVS,HNX,3.03
DCDS,2022-09-30,VTP,UpCom,2.61
DCDS,2022-09-30,PVD,HOSE,2.54
DCDS,2022-09-30,DGW,HOSE,2.27
DCDS,2022-08-31,FPT,HOSE,13.40
DCDS,2022-08-31,DGC,HOSE,4.31
DCDS,2022-08-31,MWG,HOSE,4.06
DCDS,2022-08-31,GMD,HOSE,3.52
DCDS,2022-08-31,STB,HOSE,3.32
DCDS,2022-08-31,VPB,HOSE,3.09
DCDS,2022-08-31,PVS,HNX,3.03
DCDS,2022-08-31,VTP,UpCom,2.61
DCDS,2022-08-31,PVD,HOSE,2.54
DCDS,2022-08-31,DGW,HOSE,2.27
DCDS,2022-07-31,FPT,HOSE,13.40
DCDS,2022-07-31,DGC,HOSE,4.31
DCDS,2022-07-31,MWG,HOSE,4.06
DCDS,2022-07-31,GMD,HOSE,3.52
DCDS,2022-07-31,STB,HOSE,3.32
DCDS,2022-07-31,VPB,HOSE,3.09
DCDS,2022-07-31,PVS,HNX,3.03
DCDS,2022-07-31,VTP,UpCom,2.61
DCDS,2022-07-31,PVD,HOSE,2.54
DCDS,2022-07-31,DGW,HOSE,2.27
DCDS,2022-06-30,FPT,HOSE,13.40
DCDS,2022-06-30,DGC,HOSE,4.31
DCDS,2022-06-30,MWG,HOSE,4.06
DCDS,2022-06-30,GMD,HOSE,3.52
DCDS,2022-06-30,STB,HOSE,3.32
DCDS,2022-06-30,VPB,HOSE,3.09
DCDS,2022-06-30,PVS,HNX,3.03
DCDS,2022-06-30,VTP,UpCom,2.61
DCDS,2022-06-30,PVD,HOSE,2.54
DCDS,2022-06-30,DGW,HOSE,2.27
DCDS,2022-05-31,FPT,HOSE,13.40
DCDS,2022-05-31,DGC,HOSE,4.31
DCDS,2022-05-31,MWG,HOSE,4.06
DCDS,2022-05-31,GMD,HOSE,3.52
DCDS,2022-05-31,STB,HOSE,3.32
DCDS,2022-05-31,VPB,HOSE,3.09
DCDS,2022-05-31,PVS,HNX,3.03
DCDS,2022-05-31,VTP,UpCom,2.61
DCDS,2022-05-31,PVD,HOSE,2.54
DCDS,2022-05-31,DGW,HOSE,2.27
DCDS,2022-04-30,FPT,HOSE,13.40
DCDS,2022-04-30,DGC,HOSE,4.31
DCDS,2022-04-30,MWG,HOSE,4.06
DCDS,2022-04-30,GMD,HOSE,3.52
DCDS,2022-04-30,STB,HOSE,3.32
