uuid,end_time,time_control,time_class,rated,initial_setup,fen,tcn,rules,white_accuracy,white_rating,white_result,white_username,black_accuracy,black_rating,black_result,black_username,opening,opening_name
c6e99ab4-4976-11ed-be4c-78ac4409ff3c,1665501418,180+1,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,8/2B5/5pk1/P6p/8/4n3/1p6/7K w - -,mCYIbs2UnD92gv5Qiy0SCK!0sC8!fHXPks6XCR7YRXYXltWOHQXQdmZReg47tBIBvBQXyGPHclRKDK7JBv3VlDUMDw0Lae97wnL0nP7Zed0UPBHzsAUDmCJGCXZXfeDUAIU0dc0QBnXZedZdcdMEvBGIBSIKS2!2dRKSRZOGZY2UgfVNpxQKxEKEnBSRBIRljrlkYQ1TQYEufgkoghokIPkYPYGyryzryGrj,chess,79.23,2427,timeout,andrzej,85.65,3264,win,magnuscarlsen,B23,Closed Sicilian Defense 2...g6 3.f4 Bg7
3badc39f-4978-11ed-be4c-78ac4409ff3c,1665502031,180+1,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,4nqk1/R7/1p2p1Bp/3p3N/3P2N1/4P3/PP3P2/6K1 b - -,lBZJkA0Sgv!TcM90mu8!dkTCM070ft1LbsYQsm5ZegXPAJQJac45kY5XY696c6Z9fcCR6Q3VpF!3FNR8mDXYQY8YvKY8c68R642MNU32DN2!U2R82[09oELEKE!14W1!tU,chess,94.14,3264,win,magnuscarlsen,81.73,2544,resigned,triumphmate,D30,Queens Gambit Declined Traditional Variation 4...Be7 5.e3 O O
a3702782-4979-11ed-be4c-78ac4409ff3c,1665502654,180+1,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1k1r3r/1pp5/7p/pQBp3P/P3p3/K2P1P2/NP4P1/3q4 w - -,mC2MlB3VbsZRcu92pFMEdlWOiy5Qgm1LCL6Lmw7ZwLZLftL1FN86tU19ec!Tlm65he0SmARJArEwnvTZsmZPuDPADw90cb0MUtAldlMlwn2BnBlebiQziqOGmsSKBIeasiztktKCrHad,chess,77.51,2578,timeout,sacsacmate,80.56,3264,win,magnuscarlsen,B00,Kings Pawn Opening Borg Defense 2.d4 h6
ed5418e6-497b-11ed-be4c-78ac4409ff3c,1665503650,180+1,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,5r2/pp1Q3R/2pk1b2/2q1p3/2PnK3/1P2P3/P7/3R4 b - -,oE0KkAZRmu2UpF3NEM92bs!0gm6EfoYQlt8!jr1TMT2TsC0LnvLFvEFoenoFnwRJcqJCq979msNEdEFLwn!1ag5Zh31StC9zsm49gdZInvzPEUICmBLBvCPIUESREZ,chess,70.27,3264,win,magnuscarlsen,57.43,2621,checkmated,azatic,A00,Grob Opening 1...e5
4f17e95b-497d-11ed-be4c-78ac4409ff3c,1665504199,180+1,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,Rq4k1/5pp1/4p2r/1Pn2nNp/2P1QN2/7P/5PP1/6K1 b - -,iy3NmC0SlBZJftJCtC!TCt5QgvQztHYQHm90kszJegXPvK6Xmv7YyGPGblQIdy89sAJPyGIBjr0RcqRqaq9!faTEvXYXKvBtpxETvK?VlvPZKtTCGeVTeuWOrzCRvlTUtDUVzHRLuCX5qO4OaO!3lvZIvM3!O4,chess,88.81,3266,win,magnuscarlsen,79.03,2870,timeout,snowlord,A00,Ware Opening
ae352a93-497e-11ed-be4c-78ac4409ff3c,1665504836,180+1,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1k2r3/1ppb1p2/p2p4/b2P4/2P4p/3B1q2/2Q2P2/1K1N2R1 w - -,kA2MlB3Vbs92mCZRgm5QcuWOmw!Tfm0KBJQBuBKBdBTNBlNDhg2KpxVNiy7Taq6ZyG86jzKBsd78qvNFwN?NvDMDmN8CefBWNmDvovZxfeC8duWBedBslkszmtTvdczIcb65udxZklIzlkzG,chess,85.85,2909,timeout,igorkovalenko,95.81,3268,win,magnuscarlsen,A10,English Opening 1...g5 2.d4
35e561c3-4980-11ed-be4c-78ac4409ff3c,1665505455,180+1,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,8/1r4p1/1kn3p1/1R2R2p/1p2P3/4K2P/1P3P2/8 b - -,oEZJpx0KltYQgv9RkAJAtA3NEM6SbsSAMU1Uhg!0mCAfef5Ocu7ZvM86uW?9syRYdZ7ZfmXHyIOIWI9DiyYRIuDTyHQHgc65aGZXMvRYGq0QqtYPtJPumuTScIHzvMSTM3TS39S89Z5YZK8KJKYPIH,chess,86.66,3270,win,magnuscarlsen,78.39,2959,resigned,denis_makhnyov,A00,Grob Opening 1...d5 2.h3 e5
62e600ab-4982-11ed-be4c-78ac4409ff3c,1665506394,180+1,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1r2k3/5p1p/p1nPp3/P1N5/1p3P2/1P3K1P/R1P4r/6R1 b - -,iq2MmCYIlBIBdB!TcM5QBt7PMcTEgxZRbsEKtHPHfH6xoxWOHmQBedBmsm46jr?!cuXHqyHzyG0Sai90mw8Zdm07hd65nDKQuI7YIRYRCKZYKRYZwC!omvopCIZ8dg,chess,90.08,3228,win,hikaru,81.76,3261,timeout,magnuscarlsen,A00,Anderssen Opening
e99f7c80-4983-11ed-be4c-78ac4409ff3c,1665507028,180+1,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,8/5k2/3K2p1/5pP1/5P2/8/8/8 b - -,oEZJpxYQlt0Kgv9RkA!0bs8!foJBsCQIjzIziq5QCR7RqzQzcq0QvlWGlCRYCw6ZoC48dlXPef1Tfo2UlVZSxFY2V2!2CQzQq989hbQzEMTLwfKCflSZlrCtmtztrBtzAIPIaGztbX91GWIBXZtKZ1K1WZBtow2!Zt3VwDVMFM!9tZ98ZW89W191DK10nD01KR,chess,87.59,3262,win,magnuscarlsen,81.66,2858,timeout,alexrustemov,A00,Grob Opening 1...d5 2.h3
67b5f808-4985-11ed-be4c-78ac4409ff3c,1665507830,180+1,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,8/8/8/8/8/8/4Kpk1/4n3 w - -,mC2MlB3VksZRnD0KBKRKd787DMVMcM1TMu9VuV!Vbl70gvV1ec5ZowZIvF?VjzIyckWGiq1Rft6ShfYIzIyIdbVFwF4?lvSZfgZQg20SbgItktQCtmCvmv?FgoFy2YRLojLRjPyqpFGyFNqrYXrsvoskogyqXWqiPOSLOikcgoRCNVc6W464i4LU4?CMowM1?!UVwEV3!41VENVL4WL2NE3UW0TLEvUT0W2NW4N249T0942S4G0TvuSMGyTUyFM1FyUMy41V4aVEutKCtBEpBKpvKSMDaGvBSTCuGKumK8DvTMLD80vw0Cm~CeBvMLveLCDvCuvnumwo,chess,85.68,2953,timeout,jcibarra,89.93,3264,win,magnuscarlsen,B00,Kings Pawn Opening Borg Defense 2.d4 h6
