symbol,date,timestamp,open,high,low,close,volume
STB,2006-07-12,1152662400,13.565,13.565,13.565,13.565,763190
STB,2006-07-13,1152748800,13.809,14.061,13.809,14.061,1694670
STB,2006-07-14,1152835200,14.094,14.353,13.92,13.92,935410
STB,2006-07-17,1153094400,13.754,13.754,13.494,13.494,1320510
STB,2006-07-18,1153180800,13.21,13.21,13.21,13.21,721380
STB,2006-07-19,1153267200,13.194,13.194,12.847,12.847,747410
STB,2006-07-20,1153353600,12.737,13.352,12.563,13.352,988420
STB,2006-07-21,1153440000,13.218,13.218,13.131,13.131,603240
STB,2006-07-24,1153699200,13.178,13.178,12.918,12.918,311780
STB,2006-07-25,1153785600,12.855,12.855,12.413,12.413,342530
STB,2006-07-26,1153872000,12.295,12.295,12.027,12.2,311540
STB,2006-07-27,1153958400,12.2,12.2,12.114,12.2,400570
STB,2006-07-28,1154044800,12.232,12.327,12.059,12.059,289270
STB,2006-07-31,1154304000,11.711,11.711,11.625,11.625,200780
STB,2006-08-01,1154390400,11.191,11.191,11.191,11.191,167240
STB,2006-08-02,1154476800,10.765,10.765,10.765,10.765,476710
STB,2006-08-03,1154563200,11.128,11.128,11.128,11.128,542710
STB,2006-08-04,1154649600,11.554,11.554,11.554,11.554,117920
STB,2006-08-07,1154908800,11.649,11.83,11.191,11.191,538860
STB,2006-08-08,1154995200,11.159,11.522,11.159,11.341,246690
STB,2006-08-09,1155081600,11.168,11.168,10.978,10.978,1078960
STB,2006-08-10,1155168000,10.938,11.128,10.938,11.128,293470
STB,2006-08-11,1155254400,11.088,11.27,11.088,11.27,395920
STB,2006-08-14,1155513600,11.514,11.696,11.514,11.696,487760
STB,2006-08-15,1155600000,11.751,11.751,11.483,11.483,534520
STB,2006-08-16,1155686400,11.609,11.696,11.609,11.696,286200
STB,2006-08-17,1155772800,11.775,12.043,11.775,11.775,563530
STB,2006-08-18,1155859200,11.79,11.964,11.696,11.696,370910
STB,2006-08-21,1156118400,11.711,11.711,11.625,11.625,191270
STB,2006-08-22,1156204800,11.498,11.498,11.412,11.412,268930
STB,2006-08-23,1156291200,11.372,11.554,11.286,11.554,164010
STB,2006-08-24,1156377600,11.554,11.554,11.554,11.554,154360
STB,2006-08-25,1156464000,11.569,11.569,11.483,11.483,87030
STB,2006-08-28,1156723200,11.443,11.625,11.443,11.625,185880
STB,2006-08-29,1156809600,11.696,11.696,11.696,11.696,340960
STB,2006-08-30,1156896000,11.696,11.696,11.696,11.696,373920
STB,2006-08-31,1156982400,11.775,11.775,11.775,11.775,432700
STB,2006-09-01,1157068800,11.877,12.059,11.877,12.059,599270
STB,2006-09-05,1157414400,12.484,12.484,12.484,12.484,358380
STB,2006-09-06,1157500800,12.563,12.91,12.563,12.563,442200
STB,2006-09-07,1157587200,12.437,12.437,12.342,12.342,290910
STB,2006-09-08,1157673600,12.413,12.413,12.413,12.413,280320
STB,2006-09-11,1157932800,12.413,12.5,12.413,12.413,235040
STB,2006-09-12,1158019200,12.398,12.398,12.13,12.13,276340
STB,2006-09-13,1158105600,12.145,12.413,12.145,12.413,173700
STB,2006-09-14,1158192000,12.358,12.358,12.271,12.271,153820
STB,2006-09-15,1158278400,12.327,12.413,12.327,12.413,276270
STB,2006-09-18,1158537600,12.437,12.437,12.342,12.342,160300
STB,2006-09-19,1158624000,12.342,12.342,12.342,12.342,176660
STB,2006-09-20,1158710400,12.342,12.437,12.342,12.342,312200
STB,2006-09-21,1158796800,12.342,12.437,12.342,12.342,247000
STB,2006-09-22,1158883200,12.342,12.342,12.256,12.342,154130
STB,2006-09-25,1159142400,12.342,12.342,12.256,12.342,188410
STB,2006-09-26,1159228800,12.342,12.342,12.256,12.342,174710
STB,2006-09-27,1159315200,12.358,12.358,12.271,12.271,265890
STB,2006-09-28,1159401600,12.351,12.705,12.351,12.705,729790
STB,2006-09-29,1159488000,12.752,12.752,12.484,12.484,320830
STB,2006-10-02,1159747200,12.469,12.563,12.469,12.563,266150
STB,2006-10-03,1159833600,12.61,12.705,12.61,12.705,421820
STB,2006-10-04,1159920000,12.847,13.194,12.847,12.847,647480
STB,2006-10-05,1160006400,12.863,12.863,12.776,12.776,368720
STB,2006-10-06,1160092800,12.761,12.847,12.666,12.847,317810
STB,2006-10-09,1160352000,12.863,12.863,12.776,12.776,456440
STB,2006-10-10,1160438400,12.808,12.808,12.626,12.626,287780
STB,2006-10-11,1160524800,12.65,12.65,12.563,12.563,444880
STB,2006-10-12,1160611200,12.563,12.65,12.563,12.563,504170
STB,2006-10-13,1160697600,12.555,12.555,12.555,12.555,262250
STB,2006-10-16,1160956800,12.571,12.571,12.469,12.469,196690
STB,2006-10-17,1161043200,12.351,12.351,12.153,12.153,279980
STB,2006-10-18,1161129600,12.177,12.177,12.083,12.083,249990
STB,2006-10-19,1161216000,12.138,12.24,12.138,12.24,404320
STB,2006-10-20,1161302400,12.311,12.311,12.311,12.311,250130
STB,2006-10-23,1161561600,12.24,12.24,12.24,12.24,131650
STB,2006-10-24,1161648000,12.24,12.24,12.24,12.24,128990
STB,2006-10-25,1161734400,12.256,12.256,12.153,12.153,143870
STB,2006-10-26,1161820800,12.153,12.153,12.153,12.153,130360
STB,2006-10-27,1161907200,11.995,11.995,11.995,11.995,191620
STB,2006-10-30,1162166400,11.941,11.941,11.838,11.838,182090
STB,2006-10-31,1162252800,11.767,11.767,11.664,11.767,323500
STB,2006-11-01,1162339200,11.885,12.083,11.885,12.083,210180
STB,2006-11-02,1162425600,12.098,12.192,11.995,11.995,280390
STB,2006-11-03,1162512000,11.924,11.924,11.924,11.924,145590
STB,2006-11-06,1162771200,11.901,11.995,11.901,11.995,178510
STB,2006-11-07,1162857600,11.995,12.098,11.995,11.995,197790
STB,2006-11-08,1162944000,11.995,11.995,11.995,11.995,150920
STB,2006-11-09,1163030400,11.995,11.995,11.995,11.995,157120
STB,2006-11-10,1163116800,12.019,12.019,11.924,11.924,187530
STB,2006-11-13,1163376000,11.901,11.995,11.901,11.995,128790
STB,2006-11-14,1163462400,11.941,12.24,11.941,12.24,275600
STB,2006-11-15,1163548800,12.24,12.532,12.24,12.24,404230
STB,2006-11-16,1163635200,12.083,12.083,12.083,12.083,102170
STB,2006-11-17,1163721600,12.043,12.24,12.043,12.24,225060
STB,2006-11-20,1163980800,12.271,12.271,12.083,12.083,288090
STB,2006-11-21,1164067200,12.083,12.083,12.083,12.083,252180
STB,2006-11-22,1164153600,12.153,12.153,12.153,12.153,522740
STB,2006-11-23,1164240000,12.335,12.626,12.335,12.626,932860
STB,2006-11-24,1164326400,13.1,13.1,13.1,13.1,1422510
STB,2006-11-27,1164585600,13.21,13.793,12.626,12.626,1155520
STB,2006-11-28,1164672000,12.784,12.981,12.784,12.784,769620
STB,2006-11-29,1164758400,12.69,12.69,12.398,12.398,683560
STB,2006-11-30,1164844800,12.469,12.571,12.469,12.469,452420
STB,2006-12-01,1164931200,12.469,12.469,12.469,12.469,549720
STB,2006-12-04,1165190400,12.469,12.666,12.469,12.469,251050
STB,2006-12-05,1165276800,12.492,12.492,12.398,12.398,328060
STB,2006-12-06,1165363200,12.398,12.492,12.398,12.398,391760
STB,2006-12-07,1165449600,12.382,12.871,12.382,12.871,724950
STB,2006-12-08,1165536000,12.871,12.871,12.871,12.871,159600
STB,2006-12-11,1165795200,13.1,13.1,13.1,13.1,845050
STB,2006-12-12,1165881600,13.178,13.178,12.784,12.784,595410
STB,2006-12-13,1165968000,12.784,12.784,12.784,12.784,484060
STB,2006-12-14,1166054400,12.823,12.823,12.626,12.626,531450
STB,2006-12-15,1166140800,12.658,12.942,12.658,12.942,669860
STB,2006-12-18,1166400000,13.029,13.415,13.029,13.029,1196360
STB,2006-12-19,1166486400,13.068,13.257,13.068,13.257,1269640
STB,2006-12-20,1166572800,13.518,13.896,13.518,13.896,1236380
STB,2006-12-21,1166659200,13.959,14.535,13.573,13.573,1260800
STB,2006-12-22,1166745600,13.186,13.186,13.084,13.186,773240
STB,2006-12-25,1167004800,13.273,13.66,13.273,13.66,576660
STB,2006-12-26,1167091200,13.738,13.833,13.738,13.738,571160
STB,2006-12-27,1167177600,13.817,13.912,13.817,13.817,469440
STB,2006-12-28,1167264000,13.66,13.66,13.66,13.66,362220
STB,2006-12-29,1167350400,13.644,13.738,13.549,13.738,427680
STB,2007-01-02,1167696000,13.754,14.038,13.66,13.66,545960
STB,2007-01-03,1167782400,13.707,13.896,13.707,13.896,364880
STB,2007-01-04,1167868800,14.085,14.369,14.085,14.369,717040
STB,2007-01-05,1167955200,14.385,14.385,14.291,14.291,602830
STB,2007-01-08,1168214400,14.132,14.132,14.132,14.132,750770
STB,2007-01-09,1168300800,14.148,14.148,14.054,14.054,596710
STB,2007-01-10,1168387200,14.085,14.085,13.896,13.896,689330
STB,2007-01-11,1168473600,13.912,13.912,13.817,13.817,588080
