uuid,end_time,time_control,time_class,rated,initial_setup,fen,tcn,rules,white_accuracy,white_rating,white_result,white_username,black_accuracy,black_rating,black_result,black_username,opening,opening_name
62dcff6c-f0b5-11ec-97d6-78ac4409ff3c,1655742618,180,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,5Q2/8/2r5/1k2p2p/7B/1p3P1P/1Pb3P1/5qK1 w - -,mCYIgvZRfH5ZegWOHZ6Zks!TfeZElBIBsB0Sbs90pxENBJSKdt8!vlTZlrNUtm46cuXHiq1LCLULacZTrl7ZnvZXlCTJsJXJcdJSunLUqy6AyHOHCsHzsJAkdlzrmuklul96ed09lzUkdl3VJuRJzXJBuE68XHVNEp2Upf9VlmBtmuVunu87flSJHPJRPHRSHGSRGHRJHP7RPWRZWPJRPHZ1HA!2lCRZgp10Cl01ph10AsZSlC08slSZuV21CM1!MC8SVM!1MuZYCM10MC01uMSQMFYWlVtlV31S3USJU!QSClWu!7JI76SQ69IHlfumhgmf,chess,77.15,2923,timeout,jospem,76.29,3037,win,gmwso,B51,Sicilian Defense Canal Attack...4.O O a6 5.Bxd7 Bxd7
46af72ba-f0b6-11ec-97d6-78ac4409ff3c,1655742933,180,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,8/8/2k5/8/1RP5/2n5/2PK4/8 b - -,mCYIgvZRlBIBvB!Tbs5QcM0SdlWOec6ZnvQBlB90cbZQpF8!oE46McXHFNTZNVZKV298Bu0TuVT2V3!9cV2V3V90vDKUDL8?VM0ZM767h?U?iq1TqyHzLSZSfASKsJOGdfKCJTCBjr?UEMUKAHQXfgKvgdBKTZKSZIRId7vM75XJ5PSKPOMCOGKRGORYbjCsOVYXjcsiclisHtIAtAJArAsyVNXQNHysHz,chess,86.8,3043,win,gmwso,82.05,2917,resigned,jospem,B67,Sicilian Defense Open Classical Richter Rauzer Variation...8.O O O Bd7 9.f3 Nxd4 10.Qxd4
026e57f7-f0b7-11ec-97d6-78ac4409ff3c,1655743299,180,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,8/4k3/6p1/4K1P1/6P1/8/8/8 w - -,mCYIgvZRfH5ZegWOHZ6Zfe!TksZElt0Sbl90pxENlf8!fwNUvFXHFU3UtBIBsB46cu7YacYXdt6cec96c6X6wm6AtAHAmsRJuMJCsCTCM0AsjsCsiqsmgfmB0IBrIP!9fm90mt0RtARQPurGAzGXzASKul1TlzXRAtQJnvUMoEKCvCRCtu2Uz0TL07JK7YKSY7SZ7PZQP7QJ70LDuvJB07Bt70ClvnlCnvtB07BK70OGqyCs0MsyMDKSDlyIlGIZGsZIvDS1DKISslS9lu9SKCS2Cv2SvwS2un2SwvS9vC9SxFS2Cv2SvwS2nB2SBKS9wv9SKDS9Du9SvCS9CK9SuMSMFM10KJ0ZJKZ0KJ0ZJKZ0,chess,92.0,2920,repetition,jospem,92.26,3040,repetition,gmwso,B51,Sicilian Defense Canal Attack...4.O O a6 5.Bxd7 Bxd7
dc89c33a-f0b7-11ec-97d6-78ac4409ff3c,1655743539,180,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,8/5k2/3p2p1/3Pp1b1/nB2P2p/2p1NK1P/2N3P1/8 b - -,mCYIgvZRfH5ZHy!Teg0Sfe90ksWOlBXHyk6Xbl46lf7YktSKBJIAtk8!fw98cuZIiy2Upx65vlTZdmZPyHOHaW54eaPyW484kyIymdyja4X4dbjybHysH8!284sd4WYWuWAslr0MradjakjAgf3NfmNFwf1LnvAjWP21PGjyfuLCvCyImvIyGz,chess,94.54,3045,win,gmwso,88.68,2915,resigned,jospem,B51,Sicilian Defense Canal Attack 3...Nd7 4.Ba4 Nf6 5.O O
a9b6c934-f0b8-11ec-97d6-78ac4409ff3c,1655743894,180,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1r2bk2/2R2ppp/pP1Rp3/1p6/4P3/5PP1/P6P/6K1 b - -,lB!TgvZJkA0Sow90fo8!egJAbq0qjq5Qcj45qyWOvlQBlAYImuBQoQXQjq7JdkJCkCTCnvCsqI97yG7JIPsyuCJHfd6XARyPRHQHGPXQacQ8dR!9cY,chess,91.82,3050,win,gmwso,77.93,2916,resigned,mr_heisenberg13,D02,Queens Pawn Opening Symmetrical Variation
3f2bbdf1-f0b9-11ec-97d6-78ac4409ff3c,1655744048,180,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,r4nk1/1R3ppp/2p1p3/q1PpP3/3P1Q2/r1N3P1/5P1P/2R3K1 b - -,lB!TkA0SgvZJbs90cD8!mu5ZAITNftNDuDXPjzWGiqYQeg6OtO4OdtOWfc0TvKTKDK7YabGzqz94owWqtlPIzIYGbXZ9lD,chess,97.68,2927,win,mr_heisenberg13,90.56,3039,resigned,gmwso,D30,Queens Gambit Declined 3.Nf3 Nf6
a2bf6149-f0b9-11ec-97d6-78ac4409ff3c,1655744414,180,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,R7/4k3/4N3/4nPKP/4P3/2r5/8/8 b - -,gv!Tow0SfoZJeg90kA8!lBJAbq0qjq5Qqy45cq98acXPcAQGAc6Xdk56fdXCkj7JqzGAjrARyGJrirTJzlPGlGYQvKCogoJ0ck1TKtRXdaXGaG6Ymu!1rz85ki5XtIXPGWYWiWPzICz5wE57pF3VFN19CI91ov7RvCR7nD7JWXJ7Cv7JXzJ7uC76DLSLEL6YvDY6zX19IS91S2QIBI6I2SIAX50Q5?QK?3183VAsVTKtDMtKT98094,chess,80.7,3045,win,gmwso,76.8,2921,resigned,mr_heisenberg13,A05,Reti Opening Kings Indian Attack 2...e6 3.Bg2
74f688e6-f0ba-11ec-97d6-78ac4409ff3c,1655744711,180,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,8/6p1/1R2b2p/4Pk2/3K2P1/1p6/7P/8 b - -,lBZJkAJAgv!Tmu0SfAYIegWObsXHAm5ZBJSJsJ6XJT7TiyHzuC3Vdk90vlZKlA8!nvOGcuKQadQBuBIBjr97mtTDowDYvD46CKYQgnQoneoJkmXOdc1TenOXfgTKAK0TtA6AmATKDKBtAJXJcb76nu6sgdJrdtstutrytAyZbaZSABzraG!1GH1UHPULwE,chess,83.37,2932,win,mr_heisenberg13,76.84,3034,resigned,gmwso,D27,Queens Gambit Accepted Classical Main Line 7.Nc3 b5 8.Be2
57ed1b73-f0bb-11ec-97d6-78ac4409ff3c,1655745066,180,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,8/5pk1/3R2p1/4p3/4Q3/4rP2/1p4K1/1Nq5 w - -,mCYIgvZRlBIBvB!TbsWOpx0KBr90oE3VcuXHiyHyay6ZyaOGfH8!HZ5ZxFGyrlyqEMqja474MTZTeg95lbTCsJ0FkAFMdECTEoTJuMVMAJ4ioMiJMu5znvzrumJBfnBIgoIcmC2Unl!2lRru,chess,82.42,3024,resigned,gmwso,90.31,2948,win,njal28,B90,Sicilian Defense Open Najdorf Adams Attack 6...e5 7.Nb3 Be7
f9dccbc4-f0bb-11ec-97d6-78ac4409ff3c,1655745333,180,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,8/p1rk4/1p2p3/3p4/4qP2/6Q1/PP6/1R2K3 w - -,lBZJgv0ScD!Tmu9RblXPpFRDuD6OfO5Oks8!FN3VdmO5vKYIoETZlvIBsBZKBK5QEM!?hg46DLVMgM1TMUQ0KT0UT2?2LU7TvKTFK191U1FhmfhNfO6Yad21Ot10tq0ZqwNhelhVnDVTdbTBleBC,chess,68.45,2942,resigned,njal28,76.2,3030,win,gmwso,D02,Queens Pawn Opening Zukertort Variation 2...e6 3.Bf4 Nf6
98432dec-f0bc-11ec-97d6-78ac4409ff3c,1655745636,180,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,8/1p3pk1/6p1/3Q4/2P2q2/1P4nP/P5P1/3R3K w - -,mCYIgvZRfH6ZkA!Tbs2Ueg92lBIBvB8!nv5QcuWOHQZQdm46fdTZacOGjrZImlQZuVZSV2!2vDSZlu98CKZQpx7Pgp67DLRKuK2!LU3UdlIZKwZTcdPIBQ7lQ0I0dlTNwR0esJ8SR7!27MSKldemMlmClGKJGJCDpgDugpuDphNwhgwmghmwhpwmphmw,chess,80.24,3028,repetition,gmwso,80.95,2944,repetition,njal28,B52,Sicilian Defense Canal Main Line 4.c4 Nf6 5.Nc3 g6
52674f3e-f0bd-11ec-97d6-78ac4409ff3c,1655745895,180,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,3r2k1/pb3p1p/1p3rp1/5pB1/8/P1P3P1/2B2P2/R3R1K1 b - -,lB!TkA0Sbs9zmu8!ftYIgmIBuBZJAJTJeg5QiqzRfe7Fpx97sCR0tkXPdt6XCsJsjs46owFxmDxLtLSLBJ0TJQ6QDJ2UJTQTcM,chess,97.18,2954,win,njal28,87.72,3018,resigned,gmwso,E48,Nimzo Indian Defense Bishop Attack Classical Defense 6.Ne2 c5 7.cxd5 cxd4 8.exd4
e85f08ba-f0bd-11ec-97d6-78ac4409ff3c,1655746137,180,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,2r1r1k1/4Ppb1/p2p3p/1p2n3/5p1B/1B5P/P4nP1/4R1K1 w - -,mCYIgvZRfH5ZHy!TegWOkA2Ubs92lBIBvB8!pxZPyr6Zdt46cMZQadTZfe3VMFZKtmQZsJUMFwPABLZLCLXHnDMDwF98mnAjLTjdJ070T0dn,chess,80.0,3009,resigned,gmwso,89.68,2963,win,njal28,B51,Sicilian Defense Canal Attack...4.Ba4 Nf6 5.O O a6 6.c4
77f6ad6f-f0be-11ec-97d6-78ac4409ff3c,1655746514,180,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,R7/7p/6pk/1p3n2/P7/8/8/1K5r w - -,lBZJgv0SkA!TbsYImuWOAJSJftIAtkXHiq6Xeg9RvK8!nDTCdv1LsCJCvx5QclQ0oEX6EL6Lxo9TghRKDKTUon7JlzLEnDExfgJSkC0JDFUVFw2UzRxLwvLCvC48afVxfvxvCvAsjsJsuCSAgfsCRzCMvnAJno87oJ7Jf9!29TMCz92!TDCM9VM1DT1VKSVLS0L0TS0LSOJBO4!2ho2VofBlfelkedkjdcjicbipqyph,chess,71.85,2956,timeout,njal28,74.3,3016,win,gmwso,D30,Queens Gambit Declined 3.Nf3
