country,branch_no,branch,department_no,department,head,head_no,name,full_name,party,state,district,president,start_date,end_date,birth_age,birth_state,birth_country,education
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Susan Phillips,,,,,George H. W. Bush,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Alan Blinder,,,,,Bill Clinton,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Janet Yellen,,,,,Bill Clinton,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Laurence Meyer,,,,,Bill Clinton,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Alice Rivlin,,,,,Bill Clinton,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Roger Ferguson,,,,,Bill Clinton,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Edward Gramlich,,,,,Bill Clinton,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Susan Bies,,,,,George W. Bush,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Mark W. Olson,,,,,George W. Bush,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Ben Bernanke,,,,,George W. Bush,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Don Kohn,,,,,George W. Bush,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Ben Bernanke,,,,,George W. Bush,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Kevin Warsh,,,,,George W. Bush,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Randall Kroszner,,,,,George W. Bush,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Rick Mishkin,,,,,George W. Bush,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Betsy Duke,,,,,George W. Bush,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Dan Tarullo,,,,,Barack Obama,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Sarah Bloom Raskin,,,,,Barack Obama,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Janet Yellen,,,,,Barack Obama,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Jay Powell,,,,,Barack Obama,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Jeremy Stein,,,,,Barack Obama,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Stan Fischer,,,,,Barack Obama,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Lael Brainard,,,,,Barack Obama,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Randy Quarles,,,,,Donald Trump,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Richard Clarida,,,,,Donald Trump,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Miki Bowman,,,,,Donald Trump,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Chris Waller,,,,,Donald Trump,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Lisa Cook,,,,,Joe Biden,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Philip Jefferson,,,,,Joe Biden,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Michael Barr,,,,,Joe Biden,,,,,,
United States,2,executive,-1,Federal Reserve Bank,Governor of the Federal Reserve Bank,,Adriana Kugler,,,,,Joe Biden,,,,,,
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,1.0,Joseph P. Kennedy Sr.,,,Massachusetts,,Franklin D. Roosevelt,,,,,,none
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,2.0,James M. Landis,,,Massachusetts,,Franklin D. Roosevelt,,,,,,master
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,3.0,William O. Douglas,,,Connecticut,,Franklin D. Roosevelt,,,,,,none
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,4.0,William O. Douglas,,,Illinois,,Franklin D. Roosevelt,,,,,,none
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,5.0,Jerome Frank,,,Iowa,,Franklin D. Roosevelt,,,,,,none
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,6.0,Ganson Purcell,,,none,,Franklin D. Roosevelt,,,,,,bachelor
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,7.0,James J. Caffrey,,,none,,Harry S. Truman,,,,,,bachelor
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,8.0,Edmond M. Hanrahan,,,New York,,Harry S. Truman,,,,,,none
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,9.0,Harry A. McDonald,,,none,,Harry S. Truman,,,,,,none
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,10.0,Donald C. Cook,,,Michigan,,Harry S. Truman,,,,,,bachelor
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,11.0,Ralph H. Demmler,,,Pennsylvania,,Dwight D. Eisenhower,,,,,,bachelor
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,12.0,J. Sinclair Armstrong,,,New York,,Dwight D. Eisenhower,,,,,,none
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,13.0,Edward N. Gadsby,,,Massachusetts,,Dwight D. Eisenhower,,,,,,none
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,14.0,William L. Cary,,,none,,John F. Kennedy,,,,,,bachelor
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,15.0,Manuel F. Cohen,,,none,,Lyndon B. Johnson,,,,,,law
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,16.0,Hamer H. Budge,,,Idaho,,Richard Nixon,,,,,,bachelor
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,17.0,William J. Casey,,,New York,,Richard Nixon,,,,,,bachelor
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,18.0,G. Bradford Cook,,,Nebraska,,Richard Nixon,,,,,,none
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,19.0,Ray Garrett Jr.,,,Illinois,,Richard Nixon,,,,,,bachelor
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,20.0,Roderick M. Hills,,,California,,Gerald Ford,,,,,,none
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,21.0,Harold M. Williams,,,California,,Jimmy Carter,,,,,,none
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,22.0,John S. R. Shad,,,,,Ronald Reagan,,,,,,bachelor
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,23.0,David Sturtevant Ruder,,,Illinois,,Ronald Reagan,,,,,,law
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,24.0,Richard C. Breeden,,,New York,,George H. W. Bush,,,,,,doctorate
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,25.0,Arthur Levitt,,,New York,,Bill Clinton,,,,,,bachelor
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,26.0,Harvey Pitt,,,New York,,George W. Bush,,,,,,bachelor
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,27.0,William H. Donaldson,,,New York,,George W. Bush,,,,,,bachelor
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,28.0,Christopher Cox,,,California,,George W. Bush,,,,,,bachelor
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,29.0,Mary Schapiro,,,New York,,Barack Obama,,,,,,none
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,30.0,Elisse B. Walter,,,New York,,Barack Obama,,,,,,bachelor
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,31.0,Mary Jo White,,,New York,,Barack Obama,,,,,,bachelor
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,32.0,Jay Clayton,,,Jay Clayton,,Donald Trump,,,,,,bachelor
United States,2,executive,-1,Securities and Exchange Commission,Chair of the Securities and Exchange Commission,33.0,Gary Gensler,,,Gary Gensler,,Joe Biden,,,,,,law
United States,2,executive,-1,White House,Chief of Staff,1.0,John Steelman,,Democratic,,,Harry S Truman,,,,,,law
United States,2,executive,-1,White House,Chief of Staff,2.0,Sherman Adams,,Republican,,,Dwight D. Eisenhower,,,,,,bachelor
United States,2,executive,-1,White House,Chief of Staff,3.0,Wilton Persons,,Republican,,,Dwight D. Eisenhower,,,,,,bachelor
United States,2,executive,-1,White House,Chief of Staff,4.0,H. R. Haldeman,,Republican,,,Richard Nixon,,,,,,bachelor
United States,2,executive,-1,White House,Chief of Staff,5.0,Alexander Haig,,Republican,,,Richard Nixon,,,,,,law
United States,2,executive,-1,White House,Chief of Staff,6.0,Donald Rumsfeld,,Republican,,,Gerald Ford,,,,,,master
United States,2,executive,-1,White House,Chief of Staff,7.0,Dick Cheney,,Republican,,,Gerald Ford,,,,,,law
United States,2,executive,-1,White House,Chief of Staff,8.0,Hamilton Jordan,,Democratic,,,Jimmy Carter,,,,,,bachelor
United States,2,executive,-1,White House,Chief of Staff,9.0,Jack Watson,,Democratic,,,Jimmy Carter,,,,,,law
United States,2,executive,-1,White House,Chief of Staff,10.0,James Baker,,Republican,,,Ronald Reagan,,,,,,education
United States,2,executive,-1,White House,Chief of Staff,11.0,Donald Regan,,Republican,,,Ronald Reagan,,,,,,none
United States,2,executive,-1,White House,Chief of Staff,12.0,Howard Baker,,Republican,,,Ronald Reagan,,,,,,master
United States,2,executive,-1,White House,Chief of Staff,13.0,Kenneth Duberstein,,Republican,,,Ronald Reagan,,,,,,bachelor
United States,2,executive,-1,White House,Chief of Staff,14.0,John Sununu,,Republican,,,George H. W. Bush,,,,,,bachelor
United States,2,executive,-1,White House,Chief of Staff,15.0,Samuel Skinner,,Republican,,,George H. W. Bush,,,,,,none
United States,2,executive,-1,White House,Chief of Staff,16.0,James Baker,,Republican,,,George H. W. Bush,,,,,,master
United States,2,executive,-1,White House,Chief of Staff,17.0,Mack McLarty,,Democratic,,,Bill Clinton,,,,,,none
United States,2,executive,-1,White House,Chief of Staff,18.0,Leon Panetta,,Democratic,,,Bill Clinton,,,,,,none
United States,2,executive,-1,White House,Chief of Staff,19.0,Erskine Bowles,,Democratic,,,Bill Clinton,,,,,,none
United States,2,executive,-1,White House,Chief of Staff,20.0,John Podesta,,Democratic,,,Bill Clinton,,,,,,bachelor
United States,2,executive,-1,White House,Chief of Staff,21.0,Andrew Card,,Republican,,,George W. Bush,,,,,,bachelor
United States,2,executive,-1,White House,Chief of Staff,22.0,Joshua Bolten,,Republican,,,George W. Bush,,,,,,none
United States,2,executive,-1,White House,Chief of Staff,23.0,Rahm Emanuel,,Democratic,,,Barack Obama,,,,,,none
United States,2,executive,-1,White House,Chief of Staff,24.0,Bill Daley,,Democratic,,,Barack Obama,,,,,,bachelor
United States,2,executive,-1,White House,Chief of Staff,25.0,Jack Lew,,Democratic,,,Barack Obama,,,,,,bachelor
United States,2,executive,-1,White House,Chief of Staff,26.0,Denis McDonough,,Democratic,,,Barack Obama,,,,,,none
United States,2,executive,-1,White House,Chief of Staff,27.0,Reince Priebus,,Republican,,,Donald Trump,,,,,,none
United States,2,executive,-1,White House,Chief of Staff,28.0,John F. Kelly,,Independent,,,Donald Trump,,,,,,bachelor
United States,2,executive,-1,White House,Chief of Staff,29.0,Mark Meadows,,Republican,,,Donald Trump,,,,,,law
United States,2,executive,-1,White House,Chief of Staff,30.0,Ron Klain,,Democratic,,,Joe Biden,,,,,,bachelor
United States,2,executive,-1,White House,Chief of Staff,31.0,Jeff Zients,,Democratic,,,Joe Biden,,,,,,bachelor
United States,2,executive,0,White House,President,1.0,George Washington,George Washington,Independent,Virginia,,,,,,Virginia,United States,none
United States,2,executive,0,White House,President,2.0,John Adams,John Adams,Federalist,Massachusetts,,,,,,Massachusetts,United States,none
United States,2,executive,0,White House,President,3.0,Thomas Jefferson,Thomas Jefferson,Democratic-Republican,Virginia,,,,,,Virginia,United States,bachelor
United States,2,executive,0,White House,President,4.0,James Madison,James Madison,Democratic-Republican,Virginia,,,,,,Virginia,United States,bachelor
United States,2,executive,0,White House,President,5.0,James Monroe,James Monroe,Democratic-Republican,Virginia,,,,,,Virginia,United States,none
United States,2,executive,0,White House,President,6.0,John Quincy Adams,John Quincy Adams,Democratic-Republican,Massachusetts,,,,,,Massachusetts,United States,none
United States,2,executive,0,White House,President,7.0,Andrew Jackson,Andrew Jackson,Democratic,Tennessee,,,,,,South Carolina,United States,bachelor
United States,2,executive,0,White House,President,8.0,Martin Van Buren,Martin Van Buren,Democratic,New York,,,,,,New York,United States,bachelor
United States,2,executive,0,White House,President,9.0,William Henry Harrison,William Henry Harrison,Whig,Ohio,,,,,,Virginia,United States,none
United States,2,executive,0,White House,President,10.0,John Tyler,John Tyler,Whig,Virginia,,,,,,Virginia,United States,none
United States,2,executive,0,White House,President,11.0,James K. Polk,James Knox Polk,Democratic,Tennessee,,,,,,North Carolina,United States,bachelor
United States,2,executive,0,White House,President,12.0,Zachary Taylor,Zachary Taylor,Whig,Kentucky,,,,,,Virginia,United States,law
United States,2,executive,0,White House,President,13.0,Millard Fillmore,Millard Fillmore,Whig,New York,,,,,,New York,United States,bachelor
United States,2,executive,0,White House,President,14.0,Franklin Pierce,Franklin Pierce,Democratic,New Hampshire,,,,,,New Hampshire,United States,bachelor
United States,2,executive,0,White House,President,15.0,James Buchanan,James Buchanan Jr.,Democratic,Pennsylvania,,,,,,Pennsylvania,United States,none
United States,2,executive,0,White House,President,16.0,Abraham Lincoln,Abraham Lincoln,Republican,Illinois,,,,,,Kentucky,United States,bachelor
United States,2,executive,0,White House,President,17.0,Andrew Johnson,Andrew Johnson,Democratic,Tennessee,,,,,,North Carolina,United States,none
United States,2,executive,0,White House,President,18.0,Ulysses S. Grant,Hiram Ulysses Grant,Republican,Illinois,,,,,,Ohio,United States,none
United States,2,executive,0,White House,President,19.0,Rutherford B. Hayes,Rutherford Birchard Hayes,Republican,Ohio,,,,,,Ohio,United States,bachelor
United States,2,executive,0,White House,President,20.0,James A. Garfield,James Abram Garfield,Republican,Ohio,,,,,,Ohio,United States,law
United States,2,executive,0,White House,President,21.0,Chester A. Arthur,Chester Alan Arthur,Republican,New York,,,,,,Vermont,United States,doctorate
United States,2,executive,0,White House,President,22.0,Grover Cleveland,Stephen Grover Cleveland,Democratic,New York,,,,,,New Jersey,United States,bachelor
United States,2,executive,0,White House,President,23.0,Benjamin Harrison,Benjamin Harrison,Republican,Indiana,,,,,,Ohio,United States,bachelor
United States,2,executive,0,White House,President,24.0,Grover Cleveland,Stephen Grover Cleveland,Democratic,New York,,,,,,New Jersey,United States,bachelor
United States,2,executive,0,White House,President,25.0,William McKinley,William McKinley,Republican,Ohio,,,,,,Ohio,United States,bachelor
United States,2,executive,0,White House,President,26.0,Theodore Roosevelt,Theodore Roosevelt Jr.,Republican,New York,,,,,,New York,United States,none
United States,2,executive,0,White House,President,27.0,William Howard Taft,William Howard Taft,Republican,Ohio,,,,,,Ohio,United States,bachelor
United States,2,executive,0,White House,President,28.0,Woodrow Wilson,Thomas Woodrow Wilson,Democratic,New Jersey,,,,,,Virginia,United States,bachelor
United States,2,executive,0,White House,President,29.0,Warren G. Harding,Warren Gamaliel Harding,Republican,Ohio,,,,,,Ohio,United States,bachelor
