uuid,end_time,time_control,time_class,rated,initial_setup,fen,tcn,rules,white_accuracy,white_rating,white_result,white_username,black_accuracy,black_rating,black_result,black_username,opening,opening_name
5ca9733c-4561-11e3-8000-000000010001,1526310824,180,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,rnbqkbnr/pp2pppp/3p4/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,mCYIgvZR,chess,0.0,2922,win,lachesisq,0.0,2547,resigned,lovelybit,B50,Sicilian Defense 2.Nf3 d6
f3c2fa80-4562-11e3-8000-000000010001,1526311423,180+2,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,5rk1/5p2/6p1/2pB3p/2Q5/4q1P1/7P/4b2K w - -,gv!TkA2UlB92ow8!foYIeg5QBJQGvlXHAHWOJR45HO6Obs0RlCTCsCGACRARdR7PRZOmfemHZE3NEF58cu2jabHtbdjsdtseFAPbtrbioJ8uruinghnu,chess,76.13,2543,resigned,lovelybit,85.09,2924,win,lachesisq,A15,English Opening Anglo Indian Kings Knight Variation
4dc4bfc6-4565-11e3-8000-000000010001,1526312032,180+2,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,8/3n1pk1/p1Q1pn1p/1p4p1/1P6/8/1PP5/1K1R1R2 b - -,mCYIgvZRlBIBvB!TbsWOcM0Sdv90ec7Yfm3VMl5Zvw09nDXHCKRKDKYKlDKImv4Whe2MD5WXvX6XBrI65R9RwR6QRqQArGADcbXosmDpmBpYBLYILR89qwoJGrJrir92wv?7RXIYX7Y7ef7YrzYQvQ,chess,0.0,2926,win,lachesisq,0.0,2539,resigned,lovelybit,B95,Sicilian Defense Open Najdorf Variation...7.Qf3 Be7 8.O O O Qc7
82b92bf6-4427-11ed-99dd-78ac4409ff3c,1664917601,180+1,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,8/1P6/8/8/8/6k1/6p1/r5K1 w - -,mCYIgv0SlBIBvB5QbsWOcu7Yiq!TnDQBuBYDowDYCKTJsJSJfo9Ieg8!oJZRKRYRkA6SjzIBdBSJAJ47ad98dl8Kfd3Ngo78ln86BD1TDBXHnl6ABtNFtvKMdeFwpwAEltEwvwMwtwRJwv!1on2Meu1UutJCtRCKROMEvTKTOTUTnwTLwoLDonEwnoDEogEvgfwofgvwqyHyzHyqHPqiPXi_,chess,82.16,2546,checkmated,ozates,92.34,3065,win,lachesisq,B48,Sicilian Defense Taimanov Bastrikov Variation 6.Be3 a6
e8533083-4428-11ed-99dd-78ac4409ff3c,1664918237,180+1,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,5rk1/2p1rp1p/1p1p1QpP/1B1P4/pP2P3/P1R1R1P1/5PK1/q7 b - -,lB!TkA0SgvXPow6Xfo90eg8!bsTCclCldlZRmC5ZpFSKsJ0Tfd98acWGjrKBvBZIde2UBHXJAJ7ZHBTBlB80eu48ceZHFNHzBTIZTFzBNVZIiqGyrzIZovBTFxZKvmKZmH87goTBxFBTFxTBecZTcABjxF79AsjaFT,chess,82.73,3069,win,lachesisq,71.3,2679,timeout,szmm19,E18,Queens Indian Defense Fianchetto Classical Traditional Variation 7...Ne4 8.Bd2 Nxd2 9.Qxd2
56140131-442a-11ed-99dd-78ac4409ff3c,1664918867,180+1,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,8/5pk1/6p1/5b1p/5P2/6PP/3p1K2/R1rB4 w - -,mCYIgv0SlBIBvB5QbsWOfm7Yeg!Tcu9zsy45BQXQdBzRnD5zkAzyCKR0KT0TBlQIiqZJjryGai8!AJSJldIArzGHuBTBdBYPfdPBdB6SmvOGilGzqzHzvJAsBzslJv97zbSibairvdrAgn2Udm!2ow3Nmd78dvArabrkba80px0YvdkLnuYsunsc,chess,78.67,2771,resigned,miragha_yev,83.26,3075,win,lachesisq,B32,Sicilian Defense Taimanov Bastrikov Variation 6.Be2 a6
bddf1708-442b-11ed-99dd-78ac4409ff3c,1664919505,180+1,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,8/5kp1/2N4p/2P5/1P1R4/1r4P1/3K3P/8 b - -,lB!TkA0SgvXPow6Odk9zblOXfoXCkrzlcl8!egZRfe5ZofWGvMCXnvYIls3VMxIBsBSKBnZIrsKCad98nBIZxn46jrPHfxHzsjCvBTZTx676dRTEjBEKmC1Ted!3Bu6YuDGyDL3!RZKZdZYQZBX6Lvyrir6XvLQOLZ89go!?ZRO4RzTLzyLCy4X4nC95AI?3rz5XovX1vu4QCR1vulvrlkQyklyQRL3!L0!10Q,chess,82.57,3084,win,lachesisq,76.6,2885,timeout,zhigalko_sergei,E15,Queens Indian Defense Fianchetto Nimzowitsch Variation 5.Qc2 Bb4
21accb42-442e-11ed-99dd-78ac4409ff3c,1664920499,180+1,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,4r1k1/2R5/6p1/2b2nP1/2r2BK1/3R1N2/8/8 w - -,mCYIksZJCJ7JlB!Tgv0Scu5QiqIBsB90bsJ7ft8!dkXPsC6XCT0Tt3!?3C46kmQGCXGXeg7JacXRmORAjrAROWJrcbrJWPRAPXJXbXAqoEqAEMT7faARXZRLaW?!uD6kpF7PWXPGBJkADKSJZJGzFNzIgoAkoxInJtnIXY98xE2UNU1UKDkA,chess,87.36,2953,timeout,howitzer14,86.26,3096,win,lachesisq,B22,Alapin Sicilian Defense Barmen Defense 4.d4 Nf6 5.Nf3 e6 6.Be3
b9fb024c-442f-11ed-99dd-78ac4409ff3c,1664921220,180+1,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,2r4k/8/3P4/8/2n5/p4PPK/Q6P/8 b - -,lB!TkA0SgvXPow6OdkOXfoYIBI9Ieg8!bs3Vfd70jrWGcj5OmuZJsy46kmJArA97jBIBuB0zyjGyiqzGacOYvKXogoPHKQG4AHTJog78cIJPjAPAmAYJdc6YQKY0IQ4GKv0XQ6X56858cbJPAzG4vK4Cbc87KQ74zl!?luCLuKLtKYtHY1HjcejqeSqcgocAQKAJnvJioxibSV2VKUbU1UyqUV?!VU!?UT?!TS!?SiPABJ46JR,chess,75.76,3111,win,lachesisq,74.71,3051,timeout,polish_fighter3000,E15,Queens Indian Defense Fianchetto Nimzowitsch Variation 5.Qc2 Bb7 6.Bg2 c5
25836e3a-4431-11ed-99dd-78ac4409ff3c,1664921879,180+1,blitz,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,r6r/P1N2k2/R7/5p2/5P2/4P3/4KP2/8 b - -,gvZJmu!TkA0SbsYIAJSJlB5QfHIBvB6ZBvZSeg9Rjr8!HQXQcjSEsmEvovTZmwRKjKZKvDKUac7Tdk46kLTRfd98wCR0CwUFLE2UdJFvgo0FJM1TMU3UEU!?ov8!UL6YcIY3IQ3VpxVULNFNwNTLQI!9NwUTIG91xF?3wm3UmwU3FN3VrzV3iy3VGKV3zH3VyGV3vo3VoxV3xF3VKJ19JZ91Z7197J91Fx19xo91ofV3fm3VJBV3Bz1Xmv3VzbV2wmTVmB2TbcVNGOX3cQT1HPWPQP3?OW?4BHN?PO?xvmx?HY,chess,90.41,2982,win,hrant_chessmood,88.58,3089,timeout,lachesisq,A06,Reti Opening 1...d5 2.e3 Nf6 3.c4
