uuid,end_time,time_control,time_class,rated,initial_setup,fen,tcn,rules,white_accuracy,white_rating,white_result,white_username,black_accuracy,black_rating,black_result,black_username,opening,opening_name
b1b0d878-f6d0-11ec-8e7a-78ac4409ff3c,1656413763,30,bullet,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,3R4/5p2/r6p/6p1/6k1/5QP1/5PK1/8 b - -,gv2Uow92fo!Teg8!ltZRbs5ZmC0KpxYQcu98tBZ9BKRKd787vKTCKQXQoC2sjs6xfdxZdl78CoWOad80uI0KI9ZE9REdRKdEKTESoQ46QX65XO3VsA!3l75bgoUMAI3UIQUTQYbPO6S676PQiyQkyGT0GO0Z69kiY~Z06X0SXzSKzriOruKT97T2uv2UvsUNstNEtv,chess,86.96,2918,win,twitch_elhamblitz05,77.97,2874,checkmated,rpragchess,A05,Reti Opening Kings Indian Attack Symmetrical Defense 3.Bg2 Bg7
e97d0e52-f6d0-11ec-8e7a-78ac4409ff3c,1656413823,30,bullet,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,6k1/1p4p1/p6p/7r/2P5/1P2BqP1/P2R1P2/4R1K1 w - -,lB!TgvZJmuYIfmIBeg5QuB6EksEvmv0Sbl9Rfe8!ow98voSKBKQKlvKvov7ZcMTCdJ8KvCKJCJRwJ1Z1pw3VMuWOjr48sA8Kad1vdlKN,chess,78.57,2865,resigned,rpragchess,90.32,2927,win,twitch_elhamblitz05,D02,Queens Pawn Opening Symmetrical Variation
0d52a3ee-f6d1-11ec-8e7a-78ac4409ff3c,1656413865,30,bullet,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,r1bq1rk1/pppn1p1p/3p1n1Q/5p2/8/2NB1P2/PPP5/2K3RR b - -,mC2UlB92gv!TcuTCftCTdl8!bsZRec5ZpF0KFNKBvBTNoENTuVTEV2!2nvETlV2!BLULdg,chess,77.75,2935,win,twitch_elhamblitz05,62.58,2856,resigned,rpragchess,B06,Modern Defense with 1 e4 2.d4 Bg7 3.Nf3
8bf40e16-3e06-11e3-8000-000000010001,1525794212,60,bullet,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1k6/1q4R1/2pK4/2n1p3/4P3/8/8/8 w - -,mC0Kbs5Qgv!TfA9Ilt8!pxZRcM3VMF6SsJSJAJ45ksQ0FT2TJrTLvFLCtC!3dN0!r1Inen7MNMVMFL91oE!TnuT8xFMFhF3Uah82FVUMV35!LV!9V191hNMUNVUMVNMENFEMFNMTNVT0ut2StAYQ3101V3S23?2S?5XHAtSItu1054WO4W07jzIyWOysOW76W2siutiztuzOuvOIvE65ELHzLTzrT1rj10j~0RbX,chess,0.0,2416,timeout,rpragchess,0.0,2588,win,tjychess,C46,Three Knights Opening
93b44314-4400-11e3-8000-000000010001,1526215186,60,bullet,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,2kr4/ppp4p/5p2/4P3/4Q3/3pP1P1/PB2q2P/R3K2R w - -,gvZJkAJBAI2MvM0KMvKCvg9Idk70jzIzcj5Qow6LfxLxgxBtkr!TxD86bqTEmuEKqAKvedQKAKvKDJ7JrJ1TJC?7nD0ZDKZydezlelyklekm,chess,0.0,2408,checkmated,rpragchess,0.0,2445,win,vaishali2001,A09,Reti Opening Reti Gambit Declined Advance Variation
1342120a-4401-11e3-8000-000000010001,1526215344,60,bullet,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,2Q5/6k1/6p1/3Pp2p/P2b3P/3P2P1/1r6/2K5 w - -,kA5Qbs0Kow1Lfo!Tlt9IgxZRegWOmC8!sJTEcM7Zgh3VMuEunuQ0dN0JAJIufvuBafZ1NFBjCL1TFA91xnjBnCT7LT2UAc!3pF6EhpEvov1TCT7TcY3?YX49voTfof9fX5?25Yf1YRVNRO1nphnkOX2ViykchockofkcfmckmdkjX6jbdkbjkcV2,chess,0.0,2436,timeout,vaishali2001,0.0,2417,win,rpragchess,A25,English Opening Reversed Sicilian Closed
b09d468c-4401-11e3-8000-000000010001,1526215503,60,bullet,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,4B3/8/7p/4Q1pk/8/6KP/8/R4R2 b - -,gvZRlB!TkA2Ubs92cD8!mu5ZpxYIDpIBuB0KfmKBvB98egZIBHICHRCsjs6SRX7PXR87dBPOBITZIHOHAH2sacsKpKZKRX7lfeliXIKZIS1SmAiGAS!2SZ2VZQ49eS9LcfGiS0WG0WGyHPyqPXL9W49545in54qiX~i~4anogoVNowUM5K3VQ8,chess,0.0,2425,win,rpragchess,0.0,2428,checkmated,vaishali2001,A41,Queens Pawn Opening Tartakower Variation
845d25a8-5174-11e3-8000-000000010001,1527153590,60,bullet,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,r2qkbnr/p2n1ppp/1p2p3/3p1P2/3P4/1QN2N2/PP3PPP/R1B1KB1R b KQkq -,lBZJgvYQkA6LAJQJdrXPbs0SmC5ZCL,chess,99.69,2413,win,komodo20,66.63,2417,resigned,rpragchess,D11,Slav Defense Modern Line
976ff5a8-5174-11e3-8000-000000010001,1527153632,60,bullet,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,rnb2rk1/5ppp/3q1n2/p1pP4/1p3Q2/1N3P2/PPP1N1PP/1K1R1B1R b - -,mC0KgvZRbs!TlBKBvB90cD8!dlYQecXHnvHzsmQIBrRJCJ0RcbWGDR7RlD,chess,0.0,2398,win,komodo16,0.0,2408,resigned,rpragchess,C41,Philidor Defense 3.Nc3
c1c1b36e-5174-11e3-8000-000000010001,1527153822,60,bullet,True,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,r6r/7P/6p1/3pq3/5N2/kn5K/5PP1/8 b - -,mCYQbsZJCJQJlB5Qgv6LftLtdt0Seg!Tsm90ks8!mw7PfeWGiyPOtkXHpFHyFN96ayOHyaGyNV2UcMHrklQGlDrjMT09vKjsT2sY29!9DT98K1Y1eS89T?1!?T!1T?1!ST90ae0Z?!6!T1ZQ13QH3YyqYIHyeaGrIcyzairciacraeqiV3zqea!?gprawNarpwi~wFaBNDBKFx,chess,0.0,2415,win,gareth-bale11,0.0,2400,timeout,rpragchess,B10,Caro Kann Defense 2.Nc3 d5
