isin,priceAsk,priceClose,priceFiftyTwoWeekHigh,priceFiftyTwoWeekLow,volumeAverage,cashFlow,earningsPerShare,freeCashFlowYield,priceEarningsRatio,priceToCash,foreignExempt,shareDescription,numOfShares,yieldAnnual,incomeStatement,priceBid,priceDayHigh,priceDayLow,dateExDate,datePayDate,dateRecordDate,dividend,dividendType,frankingPercent
AU000000GDI7,0.72,0.715,1.14,0.705,880709.663043,-20.02,0.01879,0.07819757712627033,38.05216,12.78812,False,Fully Paid Ordinary/units Stapled Securities,531592363.0,8.971830985915492,"[{'revenue': 44328000, 'netIncome': 48130000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 54809000, 'netIncome': 15985000, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 70295000, 'netIncome': 67103000, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 77808000, 'netIncome': 81614000, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.705,0.72,0.705,2022-12-29,2023-02-28,2022-12-30,0.025,I,0.0
AU000000GNX5,0.155,0.155,0.24,0.105,973844.76087,-279.2824,0.00104,0.05166516837678375,149.0385,19.3554,False,Ordinary Fully Paid,1385177140.0,0.0,"[{'revenue': 24890020, 'netIncome': -4063430, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 10683940, 'netIncome': -18725870, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 10388980, 'netIncome': -10534250, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 11044370, 'netIncome': -5477930, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.15,0.1575,0.145,,,,,,
AU0000136590,0.19,0.19,0.28,0.155,149329.269231,-25.90293,-0.02299,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,450783234.0,0.0,"[{'revenue': 29000, 'netIncome': -3985000, 'period': '2021A', 'fPeriodEndDate': 44561, 'curCode': 'USD'}, {'revenue': 820, 'netIncome': -2804810, 'period': '2020A', 'fPeriodEndDate': 44196, 'curCode': 'USD'}, {'revenue': 940, 'netIncome': -1072860, 'period': '2019A', 'fPeriodEndDate': 43830, 'curCode': 'USD'}, {'revenue': 0, 'netIncome': -4821720, 'period': '2018A', 'fPeriodEndDate': 43465, 'curCode': 'USD'}]",0.185,0.185,0.185,,,,,,
AU000000GTG7,0.004,0.003,0.008,0.002,11650223.926829,-7.7231,-0.00094,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,11541658143.0,0.0,"[{'revenue': 6794820, 'netIncome': -7131000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 120550, 'netIncome': -7077620, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 9860, 'netIncome': -6294780, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 25440, 'netIncome': -6425600, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.003,0.004,0.0035,,,,,,
AU0000031411,0.049,0.041,0.07,0.034,81776.32,-1.65324,0.00732,0.18446270625236347,5.60109,5.42115,False,Ordinary Fully Paid,211509445.0,0.0,"[{'revenue': 1870, 'netIncome': -23950, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 2380, 'netIncome': 1976790, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 12770, 'netIncome': -521620, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 28800, 'netIncome': -880960, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.045,0.044,0.042,,,,,,
AU000000GPR2,0.03,0.027,0.17,0.015,1168014.436782,-89.23392,-0.12064,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,521191111.0,0.0,"[{'revenue': 518370, 'netIncome': -61318690, 'period': '2021A', 'fPeriodEndDate': 44561, 'curCode': 'AUD'}, {'revenue': 282420, 'netIncome': -4567310, 'period': '2020A', 'fPeriodEndDate': 44196, 'curCode': 'AUD'}, {'revenue': 93750, 'netIncome': -7276370, 'period': '2019A', 'fPeriodEndDate': 43830, 'curCode': 'AUD'}, {'revenue': 64010, 'netIncome': -53670190, 'period': '2018A', 'fPeriodEndDate': 43465, 'curCode': 'AUD'}]",0.025,0.027,0.027,,,,,,
AU000000GLA7,0.016,0.015,0.037,0.014,525290.324675,-1.50131,-0.0026,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,546169904.0,0.0,"[{'revenue': 0, 'netIncome': -793740, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -309910, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -1122350, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -755660, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.015,0.017,0.015,,,,,,
AU0000117160,0.92,0.93,1.375,0.8475,43025.195122,16.30121,0.06204,0.14754463594098807,14.99033,6.77761,False,Ordinary Fully Paid,177724948.0,0.0,"[{'revenue': 450936670, 'netIncome': 13556480, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 318207500, 'netIncome': 13348770, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 169955740, 'netIncome': 10689640, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 99166630, 'netIncome': 6012740, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.9,0.92,0.91,2022-10-27,2022-11-30,2022-10-28,0.018,F,100.0
AU000000GSS4,0.795,0.78,1.395,0.63,95264.505618,-10.657,-0.05663,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,143405996.0,0.0,"[{'revenue': 35638000, 'netIncome': 3063000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 28719000, 'netIncome': 1756000, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 14173000, 'netIncome': -2086000, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 7182790, 'netIncome': -3491990, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.75,,,,,,,,
AU000000GES4,0.009000000000000001,0.006,0.016,0.006,120121.6875,-1.09743,-0.00239,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,782841294.0,0.0,"[{'revenue': 0, 'netIncome': -2030270, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 101940, 'netIncome': -2197440, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 1160, 'netIncome': -1767520, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 400, 'netIncome': -1809030, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.006,,,,,,,,
NZGTKE0002S9,2.64,2.5500000000000003,2.84,1.125,83582.733333,4.978,-0.03325,0.026485393570299918,-99999.99,37.75666,True,Ordinary Fully Paid Foreign Exempt Nzx,101228047.0,0.0,"[{'revenue': 126299000, 'netIncome': -3320000, 'period': '2022A', 'fPeriodEndDate': 44834, 'curCode': 'NZD'}, {'revenue': 105723000, 'netIncome': 3189000, 'period': '2021A', 'fPeriodEndDate': 44469, 'curCode': 'NZD'}, {'revenue': 100533000, 'netIncome': -31706000, 'period': '2020A', 'fPeriodEndDate': 44104, 'curCode': 'NZD'}, {'revenue': 111682000, 'netIncome': -3315000, 'period': '2019A', 'fPeriodEndDate': 43738, 'curCode': 'NZD'}]",2.48,2.54,2.49,2019-12-06,2019-12-18,2019-12-09,0.0287,F,8.5
NZGNEE0001S7,2.5500000000000003,2.49,2.75,2.17,28513.369565,139.6,0.26958,0.18142959261799274,9.9043,5.51178,True,Ordinary Fully Paid Foreign Exempt Nzx,1057354273.0,6.3632653061224485,"[{'revenue': 2834100000, 'netIncome': 221900000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'NZD'}, {'revenue': 3221200000, 'netIncome': 33500000, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'NZD'}, {'revenue': 2591500000, 'netIncome': 46000000, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'NZD'}, {'revenue': 2700700000, 'netIncome': 59200000, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'NZD'}]",2.45,2.5100000000000002,2.45,2023-03-22,2023-04-06,2023-03-23,0.0801,I,0.0
AU000000GMD9,1.065,1.05,1.985,0.85,1117136.866667,-29.08555,-0.16162,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,415107039.0,0.0,"[{'revenue': 33000, 'netIncome': -46354460, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 22160, 'netIncome': -16349740, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 8890, 'netIncome': -5851120, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 64450, 'netIncome': -7036590, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",1.05,1.065,1.025,,,,,,
AU000000GLE9,0.33,0.28,0.53,0.25,14002.965517,45.61623,0.03398,0.39754634396504773,8.24004,2.51543,False,Ordinary Fully Paid,74100000.0,8.72,"[{'revenue': 199609000, 'netIncome': 5184000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'USD'}, {'revenue': 183804000, 'netIncome': 2261000, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'USD'}, {'revenue': 178047000, 'netIncome': 3796000, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'USD'}, {'revenue': 175709000, 'netIncome': 455000, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'USD'}]",0.25,0.25,0.25,2022-12-28,2023-01-16,2022-12-29,0.0218,F,0.0
AU000000GLB5,2.68,2.5,6.2,2.5,2851.57971,-4.696,0.14468,0.09164617610912494,17.27951,10.91153,False,Ordinary Fully Paid,41463818.0,7.0588235294117645,"[{'revenue': 274647000, 'netIncome': 18641000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 266629000, 'netIncome': 33271000, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 151722000, 'netIncome': 6101000, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 159143000, 'netIncome': 8197000, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",2.5500000000000003,2.5500000000000003,2.5,2023-03-09,2023-03-24,2023-03-10,0.02,I,100.0
AU0000142929,1.35,1.075,2.94,1.005,881583.186813,-79.56474,-0.02237,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,257272365.0,0.0,"[{'revenue': 43220, 'netIncome': -4252210, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 380, 'netIncome': -1224980, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 9720, 'netIncome': -6680, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -9820, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",1.28,1.33,1.11,,,,,,
AU0000137879,1.26,1.26,1.785,1.05,191160.131868,-4.682,-0.02554,0.004026139306835701,-99999.99,248.3769,False,Fully Paid Units Stapled Securities,77272800.0,0.0,"[{'revenue': 12843000, 'netIncome': 589000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 7901000, 'netIncome': 8881000, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 2254000, 'netIncome': 4053000, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}]",1.22,1.27,1.225,2021-06-29,2021-07-28,2021-06-30,0.012,F,0.0
AU0000034860,0.014,0.013000000000000001,0.38,0.01,894105.16375,-1.30483,-0.10884,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,342878782.0,0.0,"[{'revenue': 38890, 'netIncome': -19797330, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 5800, 'netIncome': -1892290, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 54800, 'netIncome': -470300, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 439070, 'netIncome': -4016880, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.013000000000000001,0.013000000000000001,0.013000000000000001,,,,,,
AU000000GVF5,1.17,1.17,1.235,1.04,71148.043478,45.86072,0.00815,-1.00000010000001e-05,143.5583,-99999.99,False,Ordinary Fully Paid,174882603.0,5.6410256410256405,"[{'revenue': 12400980, 'netIncome': 5500300, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 56988480, 'netIncome': 32478980, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 4745470, 'netIncome': 138820, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 9906640, 'netIncome': 3836690, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",1.165,1.17,1.165,2023-03-31,2023-05-15,2023-04-03,0.033,I,100.0
AU000000GLH2,0.17500000000000002,0.17,0.44,0.12,53763.0,-4.01821,-0.05911,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,58003381.0,0.0,"[{'revenue': 6536630, 'netIncome': -2049090, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 7032600, 'netIncome': -488030, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 6255670, 'netIncome': -60130, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 5524780, 'netIncome': -1296790, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.155,0.17500000000000002,0.165,2017-03-01,2017-03-09,2017-03-02,0.01,I,0.0
AU000000GFL6,2.22,2.2,2.67,2.08,8831.818182,-0.54799,-0.19121,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,10723159.0,0.0,"[{'revenue': 342840, 'netIncome': -1214260, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 253090, 'netIncome': 934800, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 250030, 'netIncome': 68580, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 325190, 'netIncome': -350, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",2.13,,,,,,,,
AU000000GBE0,0.099,0.084,0.1,0.059,239947.569231,-3.486,-0.00548,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,506768695.0,0.0,"[{'revenue': 2000, 'netIncome': -2752000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 23000, 'netIncome': -1378000, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 104000, 'netIncome': -1449000, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 206000, 'netIncome': -1441000, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.085,,,,,,,,
AU0000155889,0.225,0.21,0.28,0.1,55963.985075,-4.13045,-0.01717,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,96925000.0,0.0,"[{'revenue': 0, 'netIncome': -2039070, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -555380, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -32768, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}]",0.2,0.20500000000000002,0.2,,,,,,
AU0000065195,0.08,0.085,0.165,0.051,95462.098592,-3.95928,-0.01258,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,118369447.0,0.0,"[{'revenue': 40, 'netIncome': -1280690, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 134190, 'netIncome': -1412790, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -801360, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}]",0.085,,,,,,,,
AU000000GC18,0.605,0.58,0.76,0.545,21785.75,12.429,-0.26666,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,51652192.0,5.128205128205128,"[{'revenue': -11616000, 'netIncome': -9313000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 13197000, 'netIncome': 8791000, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': -7213000, 'netIncome': -5638000, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': -7726000, 'netIncome': -5982000, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.585,0.595,0.585,2023-03-15,2023-03-31,2023-03-16,0.01,I,100.0
AU000000GMN8,0.005,0.004,0.014,0.0035,6558950.666667,-4.45858,-0.01607,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,1969932614.0,0.0,"[{'revenue': 128710, 'netIncome': -18072130, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 789070, 'netIncome': -1394980, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 1470, 'netIncome': -1569880, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 3060, 'netIncome': -1401020, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.004,,,,,,,,
AU000000G887,0.016,0.015,0.07262,0.014,480563.198662,-2.32939,-0.00599,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,204589756.0,0.0,"[{'revenue': 380, 'netIncome': -1027670, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 430, 'netIncome': -1229770, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 890, 'netIncome': -4441050, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 14650, 'netIncome': -964010, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.015,0.016,0.015,,,,,,
AU000000GED6,0.009000000000000001,0.008,0.029,0.007,2428246.882353,-2.30246,-0.00121,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,1155226714.0,0.0,"[{'revenue': 1010, 'netIncome': -1273590, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 440, 'netIncome': -665510, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 350, 'netIncome': -834760, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 11300, 'netIncome': -1778450, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.008,,,,,,,,
AU000000GCR0,0.005,0.005,0.021,0.005,487788.629032,-1.209,-0.00118,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,1097256110.0,0.0,"[{'revenue': 3000, 'netIncome': -1280000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 55000, 'netIncome': -889000, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 62000, 'netIncome': -989000, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 143000, 'netIncome': -865000, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.004,,,,,,,,
AU0000253171,0.35000000000000003,0.35000000000000003,0.665,0.32,,-99999.99,-99999.99,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,140000000.0,0.0,"[{'revenue': 0, 'netIncome': -1164820, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 0, 'netIncome': -29200, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}]",0.325,0.35000000000000003,0.325,,,,,,
AU0000269540,,0.0,0.0,0.0,,-2.32939,-0.00599,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid Deferred,204589756.0,-32768.0,"[{'revenue': 380, 'netIncome': -1027670, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 430, 'netIncome': -1229770, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 890, 'netIncome': -4441050, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 14650, 'netIncome': -964010, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",,,,,,,,,
AU000000GOR5,1.625,1.6300000000000001,1.895,1.05,3739672.315217,68.282,0.06679,0.08370063964028814,24.40485,11.94734,False,Ordinary Fully Paid,1077884465.0,0.923076923076923,"[{'revenue': 382938000, 'netIncome': 63697000, 'period': '2022A', 'fPeriodEndDate': 44926, 'curCode': 'AUD'}, {'revenue': 274759000, 'netIncome': 36788000, 'period': '2021A', 'fPeriodEndDate': 44561, 'curCode': 'AUD'}, {'revenue': 294650000, 'netIncome': 80818000, 'period': '2020A', 'fPeriodEndDate': 44196, 'curCode': 'AUD'}, {'revenue': 75444000, 'netIncome': -4655000, 'period': '2019A', 'fPeriodEndDate': 43830, 'curCode': 'AUD'}]",1.61,1.645,1.605,2023-03-01,2023-03-27,2023-03-02,0.005,F,100.0
AU000000GMR9,0.032,0.031,0.086,0.028,564791.342105,-8.33242,-0.02262,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,591588368.0,0.0,"[{'revenue': 610, 'netIncome': -2276560, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 540, 'netIncome': -4310220, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 1670, 'netIncome': -6227100, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 7760, 'netIncome': -6152940, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.03,,,,,,,,
AU0000023574,0.038,0.029,0.115,0.029,126872.333333,-2.3081,-0.02929,-1.00000010000001e-05,-99999.99,-99999.99,False,Ordinary Fully Paid,117014204.0,0.0,"[{'revenue': 10300, 'netIncome': -3162790, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 11790, 'netIncome': -3139750, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 25080, 'netIncome': -1663460, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 41000, 'netIncome': -2932980, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.031,0.032,0.03,,,,,,
AU0000120040,0.62,0.6,0.82,0.53,23046.362637,-12.48231,0.01037,0.08242534942166253,57.85921,12.13219,False,Ordinary Fully Paid,128338326.0,0.0,"[{'revenue': 70029710, 'netIncome': 1985030, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 54409210, 'netIncome': 4275040, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 36826780, 'netIncome': -2136770, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 39723840, 'netIncome': 2649390, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",0.55,0.62,0.58,,,,,,
AU000000GMG2,19.14,18.84,24.13,15.57,3719295.630435,513.6,1.31059,-1.00000010000001e-05,14.37521,-99999.99,False,Fully Paid Ordinary/units Stapled Securities,1880469088.0,1.5864621893178212,"[{'revenue': 2091800000, 'netIncome': 3414000000, 'period': '2022A', 'fPeriodEndDate': 44742, 'curCode': 'AUD'}, {'revenue': 1988300000, 'netIncome': 2311900000, 'period': '2021A', 'fPeriodEndDate': 44377, 'curCode': 'AUD'}, {'revenue': 1510900000, 'netIncome': 1504100000, 'period': '2020A', 'fPeriodEndDate': 44012, 'curCode': 'AUD'}, {'revenue': 1718600000, 'netIncome': 1627900000, 'period': '2019A', 'fPeriodEndDate': 43646, 'curCode': 'AUD'}]",18.900000000000002,19.17,18.86,2022-12-29,2023-02-24,2022-12-30,0.15,I,0.0
AU000000GOW5,2.8000000000000003,2.72,3.1,2.45,8697.676056,-8.266,0.20399,0.08717552181087969,13.33399,11.47111,False,Ordinary Fully Paid,53311125.0,2.985074626865672,"[{'revenue': 74239000, 'netIncome': 10915000, 'period': '2022A', 'fPeriodEndDate': 44773, 'curCode': 'AUD'}, {'revenue': 71152000, 'netIncome': 10381000, 'period': '2021A', 'fPeriodEndDate': 44408, 'curCode': 'AUD'}, {'revenue': 61777000, 'netIncome': 4747000, 'period': '2020A', 'fPeriodEndDate': 44043, 'curCode': 'AUD'}, {'revenue': 64437000, 'netIncome': -19403000, 'period': '2019A', 'fPeriodEndDate': 43677, 'curCode': 'AUD'}]",2.6,2.68,2.68,2023-04-05,2023-04-21,2023-04-06,0.03,I,100.0
AU000000GNC9,7.18,7.0,10.86,6.68,960824.086957,286.4,1.66307,0.31790639564086753,4.20908,3.14558,False,Ordinary Fully Paid Class A,223650650.0,7.552447552447552,"[{'revenue': 7868300000, 'netIncome': 380400000, 'period': '2022A', 'fPeriodEndDate': 44834, 'curCode': 'AUD'}, {'revenue': 5491500000, 'netIncome': 139300000, 'period': '2021A', 'fPeriodEndDate': 44469, 'curCode': 'AUD'}, {'revenue': 3660900000, 'netIncome': 343300000, 'period': '2020A', 'fPeriodEndDate': 44104, 'curCode': 'AUD'}, {'revenue': 3533200000, 'netIncome': -113000000, 'period': '2019A', 'fPeriodEndDate': 43738, 'curCode': 'AUD'}]",7.13,7.29,7.12,2022-11-29,2022-12-14,2022-11-30,0.3,F,100.0
